gameId,gameDate,mP_ev,mP_pp,mP_sh,FW_ev,FW_pp,FW_sh,FL_ev,FL_pp,FL_sh,HG_ev,HG_pp,HG_sh,HT_ev,HT_pp,HT_sh,TW_ev,TW_pp,TW_sh,GW_ev,GW_pp,GW_sh,MD_ev,MD_pp,MD_sh,MC_ev,MC_pp,MC_sh,CF_ev,CF_pp,CF_sh,CA_ev,CA_pp,CA_sh,FF_ev,FF_pp,FF_sh,FA_ev,FA_pp,FA_sh,SF_ev,SF_pp,SF_sh,SA_ev,SA_pp,SA_sh,GF_ev,GF_pp,GF_sh,GA_ev,GA_pp,GA_sh,APF_ev,APF_pp,APF_sh,APA_ev,APA_pp,APA_sh,ASF_ev,ASF_pp,ASF_sh,ASA_ev,ASA_pp,ASA_sh,RSF_ev,RSF_pp,RSF_sh,RSA_ev,RSA_pp,RSA_sh,RBF_ev,RBF_pp,RBF_sh,RBA_ev,RBA_pp,RBA_sh,RCF_ev,RCF_pp,RCF_sh,RCA_ev,RCA_pp,RCA_sh
2013020004,2013-10-02,44.28333333333333,13.133333333333333,2.5833333333333335,27,5,1,27,8,1,22,0,0,33,0,1,6,2,1,5,2,0,17,4,0,4,7,0,46,27,0,33,2,7,31,22,0,26,1,4,19,13,0,21,0,4,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,1,4,0,0,3,0,1,2,4,0,2,0,3,2,4,0,2,0,3
2013020023,2013-10-05,38.516666666666666,7.366666666666666,14.116666666666667,23,3,14,26,4,8,25,2,2,18,1,1,4,0,0,10,0,3,22,0,2,19,9,4,30,13,5,50,1,24,20,11,5,33,1,17,12,7,4,20,1,13,0,1,0,2,0,2,0,1,0,2,0,2,0,1,0,2,0,2,1,0,0,9,0,0,1,1,1,2,0,2,1,1,1,2,0,2
2013020032,2013-10-06,49.266666666666666,3.3666666666666667,7.366666666666666,21,1,2,25,2,5,43,1,2,28,0,1,6,0,1,4,1,0,4,0,0,6,2,0,38,3,0,51,0,9,28,2,0,40,0,6,17,1,0,29,0,5,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,3,0,0,2,1,0,5,0,0,2,1,0,5,0,0
2013020039,2013-10-08,37,13,10,16,5,5,17,3,5,28,0,0,11,1,0,6,2,0,5,2,2,8,17,2,22,2,0,37,15,5,50,3,15,27,10,4,37,2,9,18,9,3,28,1,5,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,6,0,0,7,0,0,3,1,2,5,0,3,3,1,2,5,0,3
2013020058,2013-10-11,44.11666666666666,6.933333333333334,8.95,23,7,4,23,4,5,17,1,0,21,0,2,7,0,1,9,0,2,6,0,7,12,0,17,52,12,6,47,1,15,42,11,6,35,1,10,27,6,4,26,0,5,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,7,0,0,6,0,0,5,1,1,3,0,1,5,1,2,3,0,1
2013020065,2013-10-12,45.3,6.75,7.95,18,4,5,29,2,5,22,1,1,17,3,0,4,2,1,4,1,1,8,0,0,12,2,0,45,8,2,31,1,15,35,4,1,24,1,14,29,4,1,20,1,9,2,0,0,2,0,3,2,0,0,2,0,3,2,0,0,2,0,3,1,0,1,4,0,2,3,0,0,1,0,0,3,0,0,1,0,0
2013020084,2013-10-15,54,4,2,15,0,0,30,4,1,21,2,0,25,1,0,5,0,1,8,0,1,4,0,5,7,0,0,47,7,0,50,1,3,35,1,0,34,1,2,21,1,0,23,1,1,2,0,0,3,0,0,2,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,1,0,0,3,0,0,1,0,0
2013020099,2013-10-17,45.03333333333333,6.966666666666667,8,30,4,5,19,3,6,31,0,2,33,1,1,6,1,1,2,0,2,8,0,5,13,0,0,51,12,0,48,0,13,33,7,0,36,0,10,20,5,0,27,0,8,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,2,0,0,2,0,0,3,0,0,5,2,0,4,0,0,5,2,0,4,0,0
2013020141,2013-10-24,45,11,4,20,3,3,20,5,4,20,2,0,23,1,0,3,0,3,8,6,1,31,10,0,9,5,0,33,16,1,57,2,2,27,10,1,41,2,1,18,8,1,29,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,3,1,0,1,0,0,7,0,0,1,0,0,7,0,0
2013020160,2013-10-26,49.666666666666664,4.333333333333333,6,26,3,5,23,2,2,25,0,0,25,0,0,5,0,1,7,1,3,11,0,2,8,5,0,58,7,0,48,1,9,45,7,0,32,1,7,29,3,0,26,1,1,4,1,0,1,1,0,4,1,0,1,1,0,4,1,0,1,0,0,3,0,0,4,0,2,3,0,0,0,0,0,3,0,0,0,0,0
2013020177,2013-10-29,52.81666666666666,4.2,2.9833333333333334,20,1,3,24,2,1,34,0,1,22,1,0,10,0,0,13,1,2,4,0,2,4,0,0,43,6,1,56,2,6,32,6,1,44,1,4,24,3,1,34,0,3,1,1,0,3,0,0,1,1,0,2,0,0,1,1,0,1,0,0,3,0,0,11,0,1,1,0,0,4,0,1,1,0,0,4,0,1
2013020191,2013-11-01,42.53333333333333,7.516666666666667,9.95,19,6,6,24,4,6,28,3,3,20,1,0,3,0,0,7,0,0,15,5,15,31,4,39,40,16,3,41,1,13,29,12,3,32,1,11,20,7,3,21,1,10,0,0,0,5,0,2,0,0,0,5,0,2,0,0,0,4,0,2,4,0,0,4,0,0,4,2,0,2,0,3,4,2,0,2,0,3
2013020203,2013-11-02,43.099999999999994,7.716666666666667,9.183333333333334,26,4,7,16,5,3,12,0,0,12,2,0,3,0,2,0,0,0,10,0,0,8,2,0,26,8,0,20,0,7,22,6,0,14,0,6,16,5,0,11,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2013020222,2013-11-05,52.61666666666667,4.933333333333334,5.116666666666666,25,1,3,35,3,4,33,1,1,32,2,1,3,1,0,10,0,0,8,0,2,2,6,2,58,4,1,61,1,12,35,4,1,46,1,8,26,3,0,31,1,6,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,1,0,0,7,0,0,6,0,0,5,0,0,1,0,0,5,0,0,1,0,0
2013020232,2013-11-07,48,6,6,23,2,4,18,2,4,27,1,2,22,0,0,5,2,0,7,1,0,6,0,0,6,0,0,39,5,2,31,1,8,27,3,1,27,0,5,19,2,1,21,0,4,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,3,0,0
2013020245,2013-11-09,46.88333333333333,7,6.116666666666666,21,6,4,26,4,6,28,0,2,22,1,3,9,0,1,5,0,1,16,0,5,15,2,0,53,16,4,39,0,6,40,14,2,27,0,4,24,9,1,23,0,3,4,0,0,1,0,1,4,0,0,1,0,1,3,0,0,1,0,0,2,0,1,3,0,0,2,1,1,3,0,0,2,1,1,3,0,0
2013020269,2013-11-12,52.95,5.05,2,24,6,2,26,0,0,29,1,0,37,3,0,4,0,0,3,1,1,6,0,0,2,0,0,47,5,0,45,1,3,35,5,0,33,0,3,27,4,0,22,0,2,3,2,0,0,0,0,3,2,0,0,0,0,2,2,0,0,0,0,8,0,0,1,1,1,3,0,0,2,0,0,3,0,0,2,0,0
2013020275,2013-11-13,49.21666666666667,3.15,7.633333333333334,29,2,3,21,1,5,29,0,2,22,2,0,8,0,0,1,0,0,2,4,0,8,2,0,36,7,2,53,0,12,26,6,1,39,0,11,16,4,1,26,0,5,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,4,0,1,5,0,0,2,1,0,2,0,2,2,1,0,2,0,2
2013020292,2013-11-15,55.18333333333333,4.216666666666667,5.6,25,1,6,32,4,4,24,2,0,19,0,2,3,0,0,5,2,1,6,0,0,8,0,0,43,9,1,52,1,13,33,8,1,42,1,10,28,6,0,31,0,7,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,0,0,6,1,0,2,2,0,1,0,1,2,2,0,1,0,1
2013020314,2013-11-19,45.9,6.35,7.75,22,5,5,21,4,6,19,1,1,22,3,0,4,1,1,6,1,1,15,0,0,17,0,2,56,12,3,34,5,14,40,10,3,24,4,11,32,7,3,21,3,10,3,1,1,0,0,2,3,1,1,0,0,2,2,1,0,0,0,2,4,0,0,2,0,0,9,1,0,1,0,2,9,1,0,1,0,2
2013020328,2013-11-21,41.266666666666666,9.733333333333333,9,20,8,3,24,9,1,22,2,3,28,1,1,6,0,1,4,1,1,10,6,0,18,4,0,46,21,7,38,2,16,37,16,7,26,2,13,29,11,6,20,2,8,3,1,0,0,0,1,3,1,0,0,0,1,2,1,0,0,0,1,0,0,1,3,0,0,1,1,1,3,0,5,1,1,1,3,0,5
2013020346,2013-11-23,49.483333333333334,4.516666666666667,6,25,5,5,25,0,1,19,0,2,28,1,1,9,0,0,9,0,0,4,2,0,6,0,0,63,7,1,57,1,8,44,5,1,40,1,7,26,3,1,33,1,4,4,1,0,2,0,0,3,1,0,2,0,0,3,1,0,1,0,0,4,0,0,5,0,0,4,2,0,4,0,1,4,2,0,4,0,1
2013020359,2013-11-25,50.583333333333336,5.816666666666666,3.6,23,4,2,24,4,2,25,0,0,20,1,0,6,0,0,3,0,0,21,2,0,7,0,2,52,14,0,41,1,7,36,13,0,31,1,6,29,10,0,24,1,6,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0,2,0,1,1,0,0,3,0,0,1,2,0,3,0,0,1,2,0,3,0,0
2013020371,2013-11-27,49.983333333333334,3.5166666666666666,6.5,21,1,3,26,3,3,30,0,0,19,0,0,5,1,1,7,1,0,8,0,5,25,0,2,37,5,1,52,1,5,28,2,1,43,1,4,19,2,0,30,1,4,1,1,0,2,1,1,1,1,0,1,1,1,0,1,0,1,1,1,3,0,0,3,0,0,0,0,0,2,0,1,1,0,0,2,0,1
2013020383,2013-11-29,42.86666666666667,5.866666666666666,11.266666666666667,25,3,5,15,4,8,34,1,2,31,2,6,10,0,1,4,0,3,6,2,2,12,2,0,53,5,4,43,2,10,37,4,4,30,2,4,26,4,4,22,1,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,2,0,0,3,1,0,4,0,0,3,1,0,4,0,0
2013020398,2013-11-30,49,6,10,23,3,4,25,3,3,20,0,1,16,0,0,4,1,0,5,1,0,6,0,0,10,0,0,31,13,5,54,1,4,23,11,4,44,0,2,14,6,4,35,0,1,2,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,2,0,0,1,0,0,4,0,0,1,0,0,4,0,0
2013020408,2013-12-02,52,4,4,24,1,5,15,2,1,19,1,0,16,0,0,4,0,0,2,0,0,9,0,0,9,0,0,50,3,0,35,0,2,34,3,0,28,0,1,19,2,0,21,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
2013020420,2013-12-04,44.016666666666666,3.9166666666666665,12.066666666666666,22,3,7,29,2,9,23,0,0,15,1,2,3,0,1,8,1,1,8,0,0,16,0,4,41,12,3,33,0,14,33,8,3,31,0,11,26,6,2,24,0,11,3,3,0,2,0,1,3,3,0,2,0,1,2,3,0,2,0,1,2,0,0,2,0,0,1,1,0,2,0,2,1,1,0,2,0,2
