gameId,gameDate,mP_ev,mP_pp,mP_sh,FW_ev,FW_pp,FW_sh,FL_ev,FL_pp,FL_sh,HG_ev,HG_pp,HG_sh,HT_ev,HT_pp,HT_sh,TW_ev,TW_pp,TW_sh,GW_ev,GW_pp,GW_sh,MD_ev,MD_pp,MD_sh,MC_ev,MC_pp,MC_sh,CF_ev,CF_pp,CF_sh,CA_ev,CA_pp,CA_sh,FF_ev,FF_pp,FF_sh,FA_ev,FA_pp,FA_sh,SF_ev,SF_pp,SF_sh,SA_ev,SA_pp,SA_sh,GF_ev,GF_pp,GF_sh,GA_ev,GA_pp,GA_sh,APF_ev,APF_pp,APF_sh,APA_ev,APA_pp,APA_sh,ASF_ev,ASF_pp,ASF_sh,ASA_ev,ASA_pp,ASA_sh,RSF_ev,RSF_pp,RSF_sh,RSA_ev,RSA_pp,RSA_sh,RBF_ev,RBF_pp,RBF_sh,RBA_ev,RBA_pp,RBA_sh,RCF_ev,RCF_pp,RCF_sh,RCA_ev,RCA_pp,RCA_sh
2010020001,2010-10-07,44,6,10,17,1,5,11,3,6,29,1,4,24,2,1,4,0,3,5,1,1,6,0,0,10,0,0,51,10,4,43,1,10,33,6,4,29,0,4,23,3,2,22,0,2,2,0,0,3,0,0,1,0,0,3,0,0,1,0,0,2,0,0,6,0,0,3,0,0,4,0,0,2,0,0,4,0,0,2,0,0
2010020016,2010-10-09,46.28333333333333,6,7.716666666666667,20,4,4,16,2,7,27,0,0,41,5,1,2,0,0,5,1,0,6,0,9,10,0,7,33,12,0,51,0,10,28,10,0,41,0,9,20,7,0,32,0,6,3,0,0,2,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,1,0,2,0,0,0,2,0,1,0,0,0,2,0,1,0,0
2010020038,2010-10-13,54.05000000000001,2.933333333333333,7.166666666666667,28,2,2,30,2,2,26,0,1,18,0,1,2,1,0,4,1,0,8,0,2,8,9,0,51,2,2,64,4,17,39,1,1,54,4,10,26,1,0,37,3,8,3,0,0,2,0,2,2,0,0,2,0,2,2,0,0,1,0,2,5,0,1,2,0,0,1,0,0,5,1,3,1,0,0,5,1,3
2010020052,2010-10-15,52.666666666666664,5.333333333333333,2,20,2,2,19,5,2,17,0,0,22,0,0,2,0,0,3,1,0,6,0,0,2,0,0,42,19,0,45,1,1,29,16,0,30,1,0,18,10,0,22,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,5,0,0,2,0,0,2,1,0,1,0,0,2,1,0,1,0,0
2010020055,2010-10-16,46.65,10,3.35,22,9,5,24,6,1,14,0,0,17,1,0,5,0,0,4,0,1,12,0,2,6,0,2,41,22,1,28,0,6,34,16,1,18,0,5,26,13,1,15,0,4,4,0,0,3,0,0,3,0,0,3,0,0,1,0,0,2,0,0,3,0,0,0,0,0,2,2,0,1,0,0,2,2,0,1,0,0
2010020086,2010-10-21,49.56666666666666,4.433333333333334,6,22,2,2,20,5,4,14,0,0,19,0,1,4,0,1,2,0,1,11,0,0,11,2,0,50,12,1,33,0,9,32,9,1,23,0,5,21,8,0,19,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,1,0,0,2,3,0,0,0,0,2,3,0,0,0,0
2010020099,2010-10-23,49.65,5.35,5,17,2,2,26,4,3,17,0,1,24,1,0,4,1,1,9,1,1,13,20,2,6,7,0,46,9,1,39,0,9,31,8,1,30,0,7,26,7,1,17,0,2,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,2,0,1,2,0,0,4,0,0,2,0,0,4,0,0
2010020115,2010-10-25,48.65,6.133333333333334,6.633333333333334,18,1,4,18,3,2,13,0,0,15,1,0,3,2,0,5,2,2,6,0,4,10,0,0,36,14,1,52,0,7,28,10,1,32,0,6,22,6,1,25,0,4,2,1,0,1,0,1,2,1,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0
2010020125,2010-10-27,46.75,6,7.25,23,3,5,22,3,3,13,0,0,25,0,0,8,1,2,2,0,1,11,0,0,8,5,0,50,10,3,30,1,8,37,9,3,22,1,3,29,4,2,17,1,3,4,0,1,1,0,2,3,0,1,1,0,2,3,0,1,1,0,1,4,1,0,1,0,0,5,0,0,1,0,0,6,0,0,1,0,0
2010020137,2010-10-29,49.233333333333334,2.3,8.466666666666667,29,1,4,17,2,4,21,0,1,25,2,0,7,0,1,9,1,1,6,0,5,15,2,2,45,3,2,57,3,14,37,2,2,35,3,10,22,2,2,23,2,6,2,1,0,1,0,0,2,1,0,1,0,0,1,1,0,1,0,0,2,0,0,1,0,1,0,2,0,4,1,2,0,2,0,4,1,2
2010020144,2010-10-30,45.75,8.25,6,13,8,2,19,3,3,26,0,0,17,2,1,5,1,0,5,0,0,8,2,0,6,0,0,50,18,5,48,1,6,36,14,5,38,1,5,28,9,4,26,1,4,1,0,0,3,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,1,0,0,2,1,0,3,0,0,2,1,0,4,0,0
2010020161,2010-11-02,49.35,6,4.65,13,3,3,28,4,3,18,0,0,23,2,0,3,0,1,2,0,0,6,0,0,6,0,0,59,6,0,33,0,7,37,4,0,25,0,7,25,4,0,19,0,5,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,1,0,1,4,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0
2010020181,2010-11-05,46,6,8,21,0,4,26,5,1,13,1,2,21,0,0,1,0,0,6,1,1,8,0,0,10,0,0,49,11,0,47,1,5,39,7,0,35,1,4,26,6,0,28,0,3,3,0,0,2,0,0,3,0,0,2,0,0,3,0,0,2,0,0,4,0,0,7,0,0,1,0,0,2,0,0,1,0,0,2,0,0
2010020190,2010-11-06,48.55,2,9.45,23,1,2,22,3,3,29,0,3,20,0,0,4,0,2,9,0,1,2,2,0,10,2,0,39,3,3,37,1,11,31,1,3,32,1,5,21,1,1,26,1,4,2,0,0,2,0,1,2,0,0,2,0,1,2,0,0,2,0,1,2,0,0,3,0,0,1,0,0,5,0,1,1,0,0,5,0,1
2010020206,2010-11-09,44.18333333333333,7.95,7.866666666666666,23,1,6,17,3,3,14,1,1,24,4,1,7,1,2,9,0,1,8,0,0,6,0,2,42,8,1,55,5,9,34,5,1,39,3,6,24,4,1,28,2,4,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,6,0,0,1,1,0,3,0,0,1,1,0,3,0,0
