gameId,gameDate,mP_ev,mP_pp,mP_sh,FW_ev,FW_pp,FW_sh,FL_ev,FL_pp,FL_sh,HG_ev,HG_pp,HG_sh,HT_ev,HT_pp,HT_sh,TW_ev,TW_pp,TW_sh,GW_ev,GW_pp,GW_sh,MD_ev,MD_pp,MD_sh,MC_ev,MC_pp,MC_sh,CF_ev,CF_pp,CF_sh,CA_ev,CA_pp,CA_sh,FF_ev,FF_pp,FF_sh,FA_ev,FA_pp,FA_sh,SF_ev,SF_pp,SF_sh,SA_ev,SA_pp,SA_sh,GF_ev,GF_pp,GF_sh,GA_ev,GA_pp,GA_sh,APF_ev,APF_pp,APF_sh,APA_ev,APA_pp,APA_sh,ASF_ev,ASF_pp,ASF_sh,ASA_ev,ASA_pp,ASA_sh,RSF_ev,RSF_pp,RSF_sh,RSA_ev,RSA_pp,RSA_sh,RBF_ev,RBF_pp,RBF_sh,RBA_ev,RBA_pp,RBA_sh,RCF_ev,RCF_pp,RCF_sh,RCA_ev,RCA_pp,RCA_sh
2017020028,2017-10-07,42.65,9.883333333333333,7.466666666666667,25,6,2,19,2,6,16,0,0,24,1,1,6,0,2,2,1,1,19,0,0,6,9,0,26,14,4,54,2,13,22,11,4,44,2,8,14,8,4,30,2,3,2,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,2,0,0,2,1,0,2,0,3,2,1,0,2,0,3
2017020044,2017-10-10,54.33333333333333,5.333333333333333,5.333333333333333,28,5,2,22,3,2,12,0,0,22,0,0,7,0,1,3,0,2,8,0,0,4,4,0,43,9,0,54,3,7,35,9,0,47,2,7,21,7,0,36,2,4,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,4,0,0,1,0,0,3,2,0,2,0,0,3,2,0,2,0,0
2017020055,2017-10-12,49.71666666666667,8.05,2.2333333333333334,27,7,1,22,5,2,17,0,1,17,2,0,4,0,0,8,0,0,8,0,2,4,0,0,36,18,1,29,3,3,26,13,1,22,3,1,20,12,0,16,3,1,1,1,0,3,1,0,1,1,0,2,1,0,0,1,0,2,0,0,3,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2017020074,2017-10-14,38.050000000000004,12.816666666666666,9.133333333333333,23,6,5,18,4,4,9,0,0,16,1,0,2,0,0,4,0,2,16,2,0,14,0,0,45,11,1,29,3,14,37,4,1,22,3,8,25,3,1,17,3,7,2,0,0,3,1,1,2,0,0,3,1,1,2,0,0,2,1,1,5,0,0,3,0,1,2,1,0,1,0,0,2,1,0,1,0,0
2017020085,2017-10-17,51.166666666666664,2.8333333333333335,6,22,1,3,29,1,3,17,0,1,19,1,0,10,0,0,8,0,2,11,0,0,4,2,17,43,2,0,44,0,16,29,2,0,34,0,10,22,2,0,24,0,8,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,3,0,0
2017020095,2017-10-19,38.03333333333333,10.483333333333333,11.483333333333333,21,6,5,19,6,7,18,2,2,20,1,0,8,2,1,6,2,0,15,0,7,23,5,15,42,14,0,38,1,25,31,10,0,30,1,22,21,8,0,21,1,13,2,1,0,2,0,4,2,1,0,2,0,4,2,1,0,2,0,3,1,0,0,3,0,0,1,0,0,2,0,5,1,0,0,2,0,5
2017020104,2017-10-20,46,8,6,28,3,2,25,4,4,6,0,1,16,0,1,4,0,0,6,0,0,8,0,0,6,0,0,35,17,4,33,3,5,31,8,4,25,3,3,29,8,4,17,3,2,3,0,1,2,0,0,3,0,1,2,0,0,3,0,1,2,0,0,2,0,0,1,0,0,2,0,1,3,0,0,2,0,1,3,0,0
2017020122,2017-10-22,54,4,2,24,2,2,25,3,0,20,0,0,17,1,0,2,1,0,8,0,0,4,0,0,2,0,0,50,5,1,45,1,3,41,4,1,33,1,3,32,4,1,19,1,1,4,0,0,1,0,0,4,0,0,1,0,0,2,0,0,1,0,0,5,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0
2017020133,2017-10-24,52.15,3.7666666666666666,4.083333333333333,28,2,2,26,3,4,15,0,0,17,0,0,2,1,0,1,1,0,4,0,2,6,2,0,40,6,1,48,1,6,32,4,1,36,1,4,23,1,1,24,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,1,3,0,0,2,0,1
2017020148,2017-10-26,48.016666666666666,7.466666666666667,4.516666666666667,31,5,2,25,3,2,15,0,1,22,0,0,5,2,1,4,0,0,23,0,4,11,0,0,33,18,1,44,1,7,29,12,1,33,1,7,19,11,0,20,1,6,3,3,0,2,0,0,3,3,0,2,0,0,2,3,0,2,0,0,3,0,0,3,0,0,3,3,0,1,0,0,3,3,0,1,0,0
