gameId,gameDate,mP_ev,mP_pp,mP_sh,FW_ev,FW_pp,FW_sh,FL_ev,FL_pp,FL_sh,HG_ev,HG_pp,HG_sh,HT_ev,HT_pp,HT_sh,TW_ev,TW_pp,TW_sh,GW_ev,GW_pp,GW_sh,MD_ev,MD_pp,MD_sh,MC_ev,MC_pp,MC_sh,CF_ev,CF_pp,CF_sh,CA_ev,CA_pp,CA_sh,FF_ev,FF_pp,FF_sh,FA_ev,FA_pp,FA_sh,SF_ev,SF_pp,SF_sh,SA_ev,SA_pp,SA_sh,GF_ev,GF_pp,GF_sh,GA_ev,GA_pp,GA_sh,APF_ev,APF_pp,APF_sh,APA_ev,APA_pp,APA_sh,ASF_ev,ASF_pp,ASF_sh,ASA_ev,ASA_pp,ASA_sh,RSF_ev,RSF_pp,RSF_sh,RSA_ev,RSA_pp,RSA_sh,RBF_ev,RBF_pp,RBF_sh,RBA_ev,RBA_pp,RBA_sh,RCF_ev,RCF_pp,RCF_sh,RCA_ev,RCA_pp,RCA_sh
2012020016,2013-01-20,49.13333333333333,6.483333333333333,4.383333333333334,35,4,3,22,4,1,19,1,2,13,3,1,6,0,1,8,1,1,8,2,2,6,0,0,44,8,0,51,3,4,31,6,0,39,3,4,24,5,0,27,2,3,2,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,1,2,0,0,2,0,0,3,0,0,5,0,0,3,0,0,5,0,0
2012020035,2013-01-22,46.03333333333334,6.8,7.166666666666667,27,6,4,19,6,6,12,0,1,9,1,0,6,0,0,1,0,0,10,2,0,8,2,2,39,8,4,36,4,7,30,6,3,30,3,4,23,5,3,23,3,3,3,3,0,1,0,2,3,3,0,1,0,2,3,3,0,1,0,2,2,1,0,0,0,0,4,0,0,1,1,0,4,0,0,1,1,0
2012020049,2013-01-24,46.1,6.85,7.05,24,5,7,18,5,3,23,2,0,14,3,0,7,0,2,10,1,0,8,2,4,8,2,2,50,17,1,52,2,23,36,13,1,35,1,16,25,9,1,20,1,14,3,2,0,1,0,2,3,2,0,1,0,2,3,2,0,1,0,2,1,1,0,2,0,0,9,2,0,2,0,4,9,2,0,2,0,4
2012020057,2013-01-26,46.06666666666666,9.933333333333334,4,26,5,1,21,6,1,20,0,2,33,1,0,3,0,0,8,3,0,49,0,2,21,0,0,54,23,0,58,1,1,34,19,0,36,0,1,28,15,0,24,0,0,1,3,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,2,0,0,3,0,0,3,5,0,3,0,0,3,5,0,3,0,0
2012020072,2013-01-27,34.41666666666667,11.9,13.683333333333334,27,7,8,12,3,5,15,0,1,22,6,2,4,3,1,9,3,0,17,2,14,20,5,26,24,22,1,36,2,24,17,16,1,25,1,15,13,13,1,17,0,7,2,2,0,1,0,0,1,2,0,1,0,0,1,2,0,0,0,0,4,0,0,4,1,0,2,2,0,2,0,1,2,2,0,2,0,1
2012020087,2013-01-29,53,4,8,20,2,5,17,2,4,28,0,1,22,0,0,8,0,0,17,1,0,4,0,0,8,0,0,44,6,2,53,1,13,32,3,2,35,1,9,17,1,0,22,1,7,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,3,1,0,1,0,0,2,0,0,6,0,1,2,0,0,6,0,1
2012020100,2013-01-31,50.55,8.85,5.6,23,6,1,15,1,4,17,0,1,16,0,0,5,0,1,12,3,0,8,0,2,6,0,0,54,19,3,38,3,6,38,16,3,28,3,3,24,12,2,22,3,3,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2012020118,2013-02-02,48.61666666666667,7.8,8.583333333333334,22,6,5,26,2,3,20,1,3,29,0,1,11,0,0,14,0,1,8,0,2,6,4,0,40,14,0,39,2,12,28,9,0,26,2,7,20,7,0,20,1,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,0,2,2,0,3,0,1,2,2,0,3,0,1
2012020127,2013-02-04,41.199999999999996,10.2,8.6,23,5,3,14,6,6,17,0,2,21,1,1,3,1,1,3,3,0,15,0,2,8,17,2,47,18,3,42,6,10,30,13,1,30,6,7,17,8,1,24,4,4,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,1,0,4,0,0,3,2,1,4,0,0,3,2,1,4,0,0
2012020137,2013-02-05,52.733333333333334,3.1333333333333333,4.133333333333334,36,0,2,28,4,2,23,0,0,16,0,2,7,1,0,17,1,0,8,17,2,7,16,0,51,4,0,41,1,4,41,3,0,31,1,3,32,1,0,27,1,3,3,0,0,5,0,0,3,0,0,4,0,0,3,0,0,3,0,0,3,0,0,5,0,0,3,0,0,2,0,0,3,0,0,2,0,0
2012020159,2013-02-09,54.11666666666667,7.266666666666667,3.6166666666666667,20,3,1,23,3,3,14,0,0,17,0,0,6,0,0,18,2,0,6,0,2,6,0,0,61,12,0,41,1,3,43,8,0,32,1,1,27,6,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,7,1,0,2,0,0,7,1,0,2,0,0
2012020174,2013-02-11,48.31666666666666,5.45,6.233333333333333,18,2,4,25,4,2,19,0,1,22,0,0,1,0,0,6,1,0,11,0,5,11,5,2,32,12,1,42,3,11,27,5,1,34,3,9,23,3,1,26,3,7,1,1,0,4,0,2,1,1,0,4,0,2,1,1,0,3,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1
2012020184,2013-02-12,50.81666666666666,8.316666666666666,3,18,2,2,27,7,1,12,0,0,15,1,1,5,0,0,3,0,0,8,2,2,4,2,0,42,13,0,41,3,4,30,7,0,29,3,2,21,4,0,21,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012020201,2013-02-15,47.18333333333333,5.7,7.116666666666666,20,4,3,19,2,6,21,1,2,18,0,0,5,0,1,1,1,1,11,4,2,8,9,2,48,5,0,40,2,12,33,5,0,34,2,9,26,2,0,28,2,7,1,0,0,3,0,1,1,0,0,3,0,1,1,0,0,3,0,1,4,0,0,2,0,0,2,0,0,4,0,2,2,0,0,4,0,2
2012020230,2013-02-19,47.21666666666667,6.783333333333333,6,26,4,7,28,3,0,23,0,0,15,0,0,1,1,0,1,0,0,10,0,5,13,0,0,40,10,1,40,2,12,28,7,1,26,1,9,17,7,1,19,1,6,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,3,0,0,1,0,2,3,0,0,1,0,2
2012020249,2013-02-22,48,8,4,21,4,2,22,7,4,26,1,0,29,0,0,5,1,0,6,0,0,10,0,0,16,0,0,38,13,0,47,2,10,25,11,0,35,2,5,17,10,0,28,2,4,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,3,0,0,4,0,0,3,2,0,1,0,0,3,2,0,1,0,0
2012020260,2013-02-23,39.36666666666667,10.8,9.833333333333334,22,6,6,25,3,5,7,0,1,26,2,1,6,0,1,5,0,0,15,2,4,10,7,4,42,16,1,37,4,19,37,14,1,30,3,13,21,10,1,17,2,9,0,1,0,1,0,2,0,1,0,1,0,2,0,0,0,1,0,1,3,0,0,0,0,1,1,1,0,1,1,2,1,1,0,1,1,2
2012020283,2013-02-26,51.400000000000006,9.8,3.8,26,6,1,27,7,1,16,1,1,35,1,0,8,2,1,17,1,0,10,0,0,2,2,0,51,28,1,46,0,1,36,21,1,34,0,1,27,13,1,26,0,1,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,0,1,6,0,0,2,1,0,5,0,0,2,1,0,5,0,0
2012020298,2013-02-28,61.599999999999994,0.7,2.7,29,1,0,25,0,1,23,0,0,20,0,0,18,0,1,19,0,0,2,0,0,2,2,0,58,2,0,69,0,6,36,1,0,46,0,4,25,1,0,31,0,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,3,0,0,2,0,0,5,0,2,2,0,0,5,0,2
2012020310,2013-03-02,53.416666666666664,4.583333333333333,2,24,6,3,19,2,3,21,0,2,25,1,0,9,0,0,11,3,0,8,0,0,2,0,0,60,8,0,48,2,2,43,7,0,22,2,2,34,5,0,15,2,2,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,7,0,0,3,0,0,6,1,0,2,0,0,6,1,0,2,0,0
2012020333,2013-03-05,49,6,10,25,5,6,20,3,8,19,0,2,19,0,0,7,0,0,3,0,0,6,0,0,10,0,0,40,13,1,52,2,19,34,9,1,38,1,14,22,7,1,27,1,10,1,0,1,2,0,0,1,0,1,2,0,0,1,0,0,2,0,0,6,0,0,2,1,0,4,1,0,2,0,1,4,1,0,2,0,1
2012020337,2013-03-06,47.733333333333334,8,4.266666666666667,30,6,3,29,3,3,4,1,0,8,0,0,5,0,0,2,0,0,8,0,0,6,0,0,50,11,1,42,1,4,37,10,1,35,1,3,26,7,0,22,1,3,1,0,0,3,1,0,1,0,0,3,1,0,0,0,0,2,1,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0
2012020358,2013-03-09,51.06666666666667,3.716666666666667,6.416666666666667,28,1,5,28,3,2,28,0,2,21,1,0,3,0,1,13,1,1,4,0,2,10,0,0,46,7,0,54,2,8,28,2,0,40,2,7,23,2,0,29,2,4,2,1,0,3,0,1,2,1,0,3,0,1,2,1,0,3,0,1,9,0,0,3,0,1,4,0,0,3,0,0,4,0,0,3,0,0
