gameId,gameDate,mP_ev,mP_pp,mP_sh,FW_ev,FW_pp,FW_sh,FL_ev,FL_pp,FL_sh,HG_ev,HG_pp,HG_sh,HT_ev,HT_pp,HT_sh,TW_ev,TW_pp,TW_sh,GW_ev,GW_pp,GW_sh,MD_ev,MD_pp,MD_sh,MC_ev,MC_pp,MC_sh,CF_ev,CF_pp,CF_sh,CA_ev,CA_pp,CA_sh,FF_ev,FF_pp,FF_sh,FA_ev,FA_pp,FA_sh,SF_ev,SF_pp,SF_sh,SA_ev,SA_pp,SA_sh,GF_ev,GF_pp,GF_sh,GA_ev,GA_pp,GA_sh,APF_ev,APF_pp,APF_sh,APA_ev,APA_pp,APA_sh,ASF_ev,ASF_pp,ASF_sh,ASA_ev,ASA_pp,ASA_sh,RSF_ev,RSF_pp,RSF_sh,RSA_ev,RSA_pp,RSA_sh,RBF_ev,RBF_pp,RBF_sh,RBA_ev,RBA_pp,RBA_sh,RCF_ev,RCF_pp,RCF_sh,RCA_ev,RCA_pp,RCA_sh
2012020010,2013-01-19,60.550000000000004,1.55,2.9,35,1,1,29,0,3,20,1,0,21,0,0,11,0,0,10,1,0,7,0,7,18,0,0,56,2,0,42,0,6,44,2,0,34,0,5,32,2,0,24,0,4,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,4,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0
2012020022,2013-01-21,52.78333333333333,8.683333333333334,3.533333333333333,30,5,1,24,3,1,18,1,0,13,0,0,8,1,1,10,3,0,14,0,2,8,0,0,30,12,0,59,3,9,24,11,0,45,3,7,16,8,0,32,2,5,1,2,0,2,0,1,1,2,0,2,0,1,1,2,0,2,0,1,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0
2012020032,2013-01-22,53.21666666666666,2.45,4.333333333333333,22,1,2,27,3,3,16,0,0,18,2,0,4,0,0,4,0,0,13,0,2,8,7,0,40,3,0,44,1,7,32,3,0,31,0,6,23,3,0,24,0,6,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,2,0,0,1,0,1,2,0,0,1,0,1
2012020045,2013-01-24,45.18333333333334,8,6.816666666666666,20,5,2,18,3,6,19,0,0,21,0,1,2,0,1,2,2,0,8,0,5,13,0,0,25,8,1,28,0,13,16,4,1,20,0,8,8,4,1,17,0,7,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2012020064,2013-01-26,51,6,8,17,5,4,17,4,5,16,0,3,27,0,1,1,0,1,6,0,0,6,0,0,8,0,0,36,11,0,49,0,5,27,8,0,34,0,3,17,4,0,19,0,3,2,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,4,0,0,0,0,0,3,1,0,2,0,0,3,1,0,2,0,0
2012020075,2013-01-28,48.21666666666667,4,7.783333333333333,23,2,3,17,4,4,21,0,1,18,1,1,2,0,0,1,0,0,4,0,7,15,0,0,44,3,0,38,0,14,34,3,0,30,0,9,20,1,0,20,0,5,0,0,0,3,0,1,0,0,0,3,0,1,0,0,0,2,0,1,2,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0
2012020099,2013-01-31,52.06666666666666,3.5,9.433333333333334,27,1,6,20,2,7,28,1,2,38,0,0,1,0,1,6,3,4,2,0,4,10,0,2,30,1,0,52,0,15,23,0,0,32,0,11,14,0,0,18,0,6,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,2,0,0,5,0,2,2,0,0,5,0,2
2012020118,2013-02-02,48.61666666666667,8.583333333333334,7.8,26,3,2,22,5,6,29,1,0,20,3,1,5,0,2,8,1,0,6,0,4,8,2,0,39,12,2,40,0,14,26,7,2,28,0,9,20,3,1,20,0,7,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,2,1,0,0,3,1,0,2,0,2,3,1,0,2,0,2
2012020136,2013-02-05,47.86666666666667,3.25,8.883333333333333,23,3,8,26,3,7,6,0,0,16,0,1,3,0,0,2,0,0,6,0,2,10,2,2,28,8,0,40,0,18,23,7,0,26,0,14,15,4,0,21,0,11,5,1,0,0,0,1,5,1,0,0,0,1,5,1,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,1,3,0,0,1,0,1
2012020150,2013-02-07,51.38333333333333,3.35,5.266666666666667,25,2,6,24,0,1,16,0,0,23,1,0,7,1,0,5,0,1,4,0,7,11,0,0,19,4,0,57,0,5,15,3,0,39,0,4,11,3,0,29,0,3,2,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,3,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2012020164,2013-02-09,45.01666666666666,11.933333333333334,7.4,18,8,3,25,6,6,14,0,0,18,4,0,2,1,1,4,0,0,16,0,0,8,4,0,23,15,1,45,2,13,17,14,1,33,1,10,13,13,0,24,0,8,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,4,2,0,3,0,2,4,2,0,3,0,2
