gameId,gameDate,mP_ev,mP_pp,mP_sh,FW_ev,FW_pp,FW_sh,FL_ev,FL_pp,FL_sh,HG_ev,HG_pp,HG_sh,HT_ev,HT_pp,HT_sh,TW_ev,TW_pp,TW_sh,GW_ev,GW_pp,GW_sh,MD_ev,MD_pp,MD_sh,MC_ev,MC_pp,MC_sh,CF_ev,CF_pp,CF_sh,CA_ev,CA_pp,CA_sh,FF_ev,FF_pp,FF_sh,FA_ev,FA_pp,FA_sh,SF_ev,SF_pp,SF_sh,SA_ev,SA_pp,SA_sh,GF_ev,GF_pp,GF_sh,GA_ev,GA_pp,GA_sh,APF_ev,APF_pp,APF_sh,APA_ev,APA_pp,APA_sh,ASF_ev,ASF_pp,ASF_sh,ASA_ev,ASA_pp,ASA_sh,RSF_ev,RSF_pp,RSF_sh,RSA_ev,RSA_pp,RSA_sh,RBF_ev,RBF_pp,RBF_sh,RBA_ev,RBA_pp,RBA_sh,RCF_ev,RCF_pp,RCF_sh,RCA_ev,RCA_pp,RCA_sh
2014020017,2014-10-10,47.28333333333333,4.216666666666667,8.5,21,3,2,25,1,7,31,0,1,22,1,2,4,0,1,2,0,0,4,2,0,8,0,2,43,5,4,39,0,18,33,4,1,29,0,15,21,4,1,15,0,9,3,2,0,1,0,2,3,2,0,1,0,2,3,2,0,1,0,2,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,3
2014020023,2014-10-11,48.71666666666667,5.9,5.383333333333334,23,3,5,17,4,4,24,0,1,23,1,1,5,0,4,7,0,0,25,2,2,15,2,0,43,10,1,30,0,15,34,9,1,21,0,9,22,8,1,16,0,8,2,2,0,1,0,2,2,2,0,0,0,2,2,2,0,0,0,2,3,0,0,7,0,0,1,0,0,0,0,2,1,0,0,0,0,2
2014020038,2014-10-14,49.2,4.8,6,25,3,1,26,1,5,26,0,0,24,0,1,3,0,0,6,3,1,6,2,0,6,2,0,42,8,0,61,1,13,34,7,0,43,1,11,22,5,0,34,1,8,5,1,0,3,0,0,4,1,0,2,0,0,1,1,0,2,0,0,3,0,0,0,0,0,1,0,0,5,0,0,1,0,0,5,0,0
2014020050,2014-10-16,62.56666666666666,2.316666666666667,0.11666666666666667,33,2,0,34,3,1,32,0,0,19,1,0,9,0,0,9,0,0,4,0,0,2,0,0,71,7,0,58,0,1,56,6,0,34,0,1,40,5,0,22,0,1,2,1,0,2,0,1,2,1,0,2,0,1,2,1,0,2,0,1,4,0,0,2,0,0,3,1,0,1,0,0,3,1,0,1,0,0
2014020068,2014-10-18,43.38333333333334,10.816666666666666,5.8,20,7,2,22,7,5,31,2,3,24,2,2,1,0,0,6,2,0,21,4,0,25,4,0,37,21,2,43,2,13,25,17,1,34,2,11,20,14,1,27,2,9,1,0,0,0,1,2,1,0,0,0,1,2,1,0,0,0,1,2,1,0,0,4,1,1,1,4,0,2,0,1,1,4,0,2,0,1
2014020081,2014-10-21,43.71666666666666,9.183333333333334,7.1,14,8,2,30,3,4,21,1,1,20,2,2,4,0,3,1,1,0,12,2,0,18,2,0,40,17,4,33,3,7,31,15,4,23,3,5,24,10,2,21,2,5,1,1,0,5,0,0,1,1,0,5,0,0,1,1,0,4,0,0,4,0,1,2,0,0,1,3,0,2,0,0,1,3,0,2,0,0
2014020093,2014-10-23,56,2,2,19,3,2,35,0,1,24,0,1,20,1,3,9,0,1,7,0,0,2,0,0,2,0,0,52,2,0,60,1,8,48,2,0,41,1,8,36,2,0,26,1,5,3,0,0,2,0,0,3,0,0,2,0,0,3,0,0,2,0,0,4,0,0,2,0,0,1,0,0,3,0,1,1,0,0,3,0,1
2014020110,2014-10-25,47.5,4,8.5,30,1,5,21,2,5,35,0,4,18,1,2,14,1,2,12,1,0,4,0,0,6,0,4,41,5,3,47,1,6,33,4,3,34,1,6,25,1,3,25,1,5,5,0,2,4,0,1,5,0,0,4,0,1,5,0,0,3,0,1,2,0,1,7,0,0,1,0,0,3,0,0,1,0,0,3,0,0
2014020125,2014-10-28,47.78333333333333,6.216666666666667,6,25,6,2,19,4,2,20,1,1,18,2,0,8,1,0,14,1,1,10,2,4,4,4,15,32,16,1,39,0,9,27,11,1,30,0,8,13,7,1,24,0,6,1,2,0,2,0,2,1,2,0,2,0,1,0,2,0,2,0,1,7,0,0,2,0,1,0,3,0,1,0,1,0,3,0,1,0,1
2014020146,2014-10-30,47.25,10.466666666666667,2.283333333333333,23,7,0,25,9,1,32,2,0,23,3,0,8,0,1,3,1,0,14,0,0,4,2,0,63,16,0,32,1,5,44,13,0,28,1,5,30,10,0,18,0,5,0,0,0,4,0,1,0,0,0,4,0,1,0,0,0,3,0,1,5,0,0,1,0,0,3,0,0,3,0,2,3,0,0,3,0,2
