gameId,gameDate,mP_ev,mP_pp,mP_sh,FW_ev,FW_pp,FW_sh,FL_ev,FL_pp,FL_sh,HG_ev,HG_pp,HG_sh,HT_ev,HT_pp,HT_sh,TW_ev,TW_pp,TW_sh,GW_ev,GW_pp,GW_sh,MD_ev,MD_pp,MD_sh,MC_ev,MC_pp,MC_sh,CF_ev,CF_pp,CF_sh,CA_ev,CA_pp,CA_sh,FF_ev,FF_pp,FF_sh,FA_ev,FA_pp,FA_sh,SF_ev,SF_pp,SF_sh,SA_ev,SA_pp,SA_sh,GF_ev,GF_pp,GF_sh,GA_ev,GA_pp,GA_sh,APF_ev,APF_pp,APF_sh,APA_ev,APA_pp,APA_sh,ASF_ev,ASF_pp,ASF_sh,ASA_ev,ASA_pp,ASA_sh,RSF_ev,RSF_pp,RSF_sh,RSA_ev,RSA_pp,RSA_sh,RBF_ev,RBF_pp,RBF_sh,RBA_ev,RBA_pp,RBA_sh,RCF_ev,RCF_pp,RCF_sh,RCA_ev,RCA_pp,RCA_sh
2022020023,2022-10-14,53.583333333333336,3.683333333333333,2.7333333333333334,23,4,2,28,0,0,28,0,0,25,0,0,11,1,0,15,1,1,4,0,2,4,0,0,59,6,0,59,2,9,42,5,0,47,2,8,30,4,0,33,2,6,3,1,0,1,0,0,3,1,0,1,0,0,2,1,0,1,0,0,6,0,0,4,0,0,2,0,0,5,0,4,2,0,0,5,0,4
2022020046,2022-10-17,43.733333333333334,10,6.266666666666667,16,3,4,21,3,4,13,0,0,8,4,0,8,0,0,7,4,2,10,0,0,6,0,2,47,14,0,37,2,13,32,12,0,28,2,11,18,7,0,18,2,9,1,0,0,3,0,1,1,0,0,3,0,1,1,0,0,2,0,1,3,0,0,2,0,0,4,0,0,2,0,2,4,0,0,2,0,2
2022020057,2022-10-19,56.416666666666664,3.4833333333333334,0.6166666666666667,24,0,0,25,2,1,26,1,0,26,0,0,6,0,0,7,0,0,4,0,4,6,0,0,45,8,0,65,0,1,35,5,0,40,0,1,24,4,0,32,0,1,3,1,0,2,0,1,3,1,0,2,0,1,2,1,0,2,0,1,3,0,0,3,0,0,3,1,0,8,0,0,3,1,0,8,0,0
2022020070,2022-10-20,55.93333333333334,0.03333333333333333,4.033333333333333,22,1,0,20,0,3,38,0,0,22,0,1,4,0,0,5,0,0,2,0,0,4,2,0,48,0,2,48,0,5,38,0,2,39,0,5,27,0,1,28,0,4,2,0,0,5,0,0,2,0,0,4,0,0,2,0,0,3,0,0,3,0,0,6,0,0,1,0,0,3,0,0,1,0,0,3,0,0
2022020082,2022-10-22,51.43333333333334,5.016666666666667,3.55,17,4,1,22,1,1,27,0,2,17,0,0,7,0,1,10,2,1,6,0,9,13,2,0,44,8,3,56,0,7,34,6,3,40,0,5,27,3,1,25,0,3,1,0,0,2,0,2,1,0,0,2,0,2,1,0,0,2,0,2,2,0,2,8,0,0,5,1,0,5,0,0,5,1,0,5,0,0
2022020095,2022-10-24,47.03333333333333,8.966666666666667,4,13,4,2,21,4,4,37,1,1,19,0,0,5,0,1,7,1,1,10,2,0,4,2,0,56,17,0,49,1,4,44,13,0,36,1,3,36,7,0,22,0,3,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,6,3,0,5,0,0,3,0,0,4,0,0,3,0,0,4,0,0
2022020120,2022-10-27,45.93333333333334,7.566666666666666,6.5,13,1,4,22,8,6,21,1,3,21,1,1,3,0,0,4,0,0,10,0,0,8,0,0,25,10,2,64,3,9,20,7,2,46,2,6,11,7,1,38,2,4,3,2,1,3,0,1,2,2,1,3,0,1,1,2,1,1,0,1,1,0,0,7,0,0,0,0,0,4,1,0,0,0,0,4,1,0
2022020126,2022-10-28,46.53333333333333,10,4,15,6,1,23,6,3,18,0,0,30,2,1,4,0,0,6,1,0,10,2,0,4,2,0,52,13,0,33,2,7,41,11,0,25,2,4,28,7,0,16,2,3,3,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,5,0,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0
2022020143,2022-10-30,56.88333333333334,2,6,21,0,2,28,1,4,36,1,5,20,1,0,11,0,1,8,0,0,2,0,0,6,0,0,53,4,0,67,0,11,33,4,0,54,0,8,21,3,0,43,0,5,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,3,0,0,1,0,0,3,0,0,11,0,1,3,0,0,11,0,1
2022020165,2022-11-03,52.25,7.15,2.35,19,4,0,17,2,1,35,0,0,23,0,0,8,2,0,9,1,0,10,0,0,2,2,0,52,15,0,34,2,2,42,10,0,28,2,2,32,4,0,18,2,2,2,1,0,2,0,0,2,1,0,2,0,0,2,1,0,2,0,0,5,0,0,5,2,0,4,2,0,5,1,0,4,2,0,5,1,0
