goaliePlayerId,gameId,eventId,strengthState,xCoordNorm,yCoordNorm,isRush,isRebound,isCorsi,isFenwick,isShot,isGoal,xG,shooterPlayerId
8455710,2012020006,103,even-strength,64,-2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.06529930748736683,8475166
8455710,2012020006,106,even-strength,19,-15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.005118617924996069,8467931
8455710,2012020006,110,even-strength,73,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8473565
8455710,2012020006,117,even-strength,77,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8470852
8455710,2012020006,121,even-strength,87,-7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03111548773265808,8475166
8455710,2012020006,123,even-strength,67,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.1062868020583219,8473546
8455710,2012020006,126,even-strength,81,-3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.17299910517323744,8470144
8455710,2012020006,141,even-strength,40,-25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.02063715315850071,8474612
8455710,2012020006,143,even-strength,44,-20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.02172345674996463,8470852
8455710,2012020006,148,even-strength,60,11,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.051049540629409446,8473546
8455710,2012020006,150,even-strength,80,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8469779
8455710,2012020006,351,even-strength,86,-4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.1142341502290117,8473546
8455710,2012020006,353,even-strength,57,14,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.04411917917035272,8474612
8455710,2012020006,360,even-strength,-17,33,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,8.760612466755682e-4,8473584
8455710,2012020006,369,even-strength,69,-4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8469779
8455710,2012020006,371,even-strength,73,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.11984476196067519,8473449
8455710,2012020006,373,even-strength,58,34,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8474612
8455710,2012020006,374,even-strength,70,32,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.02904400528419996,8473546
8455710,2012020006,378,even-strength,65,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8473546
8455710,2012020006,381,even-strength,50,-25,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.02222971799112778,8470644
8455710,2012020006,387,even-strength,80,-2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.10323376674480615,8473449
8455710,2012020006,398,even-strength,40,-16,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01927093116028282,8474612
8455710,2012020006,399,even-strength,78,26,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03592187628058663,8470852
8455710,2012020006,400,even-strength,83,-6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8475166
8455710,2012020006,454,even-strength,81,-15,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.10745864222465948,8468504
8455710,2012020006,563,power-play,36,-28,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03001586536164549,8468309
8455710,2012020006,564,power-play,81,-2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.30291114996122454,8470144
8455710,2012020006,566,power-play,73,-14,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.05659433327262943,8470144
8455710,2012020006,567,power-play,76,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.10096495016314966,8470852
8455710,2012020006,570,power-play,73,-1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.10448428031178826,8474612
8455710,2012020006,577,even-strength,63,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8473584
8455710,2012020006,579,even-strength,74,-2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.11473649953924979,8474666
8455710,2012020006,584,even-strength,40,27,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.013638276834303896,8473584
8455710,2012020006,586,power-play,51,-3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.0574830291778684,8468309
8455710,2012020006,587,power-play,75,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.10833166289404371,8475166
8455710,2012020006,588,power-play,40,-5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.04087605941596609,8473584
8455710,2012020006,589,power-play,64,16,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.06252591777371823,8474612
8455710,2012020006,591,even-strength,82,-6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.079790018316460945,8470644
8455710,2012020006,592,even-strength,76,-9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.0432380376476538,8464967
8455710,2012020006,598,even-strength,70,-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8475166
8455710,2012020030,8,even-strength,70,-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8475775
8455710,2012020030,10,even-strength,67,19,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03892356734535068,8468486
8455710,2012020030,11,even-strength,73,-9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.06371089880732882,8468486
8455710,2012020030,16,even-strength,57,-29,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.02579802033772538,8474161
8455710,2012020030,17,even-strength,37,-12,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.022954815788359003,8471236
8455710,2012020030,18,even-strength,70,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.0797861468837761,8476177
8455710,2012020030,19,even-strength,41,-15,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.0250861103780695,8476461
8455710,2012020030,21,even-strength,32,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.053170283096949156,8476872
8455710,2012020030,23,even-strength,67,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8474161
8455710,2012020030,24,even-strength,67,-27,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.031436184487451245,8468486
8455710,2012020030,25,even-strength,74,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8459670
8455710,2012020030,33,power-play,69,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.12152957812158025,8468486
