goaliePlayerId,gameId,eventId,strengthState,xCoordNorm,yCoordNorm,isRush,isRebound,isCorsi,isFenwick,isShot,isGoal,xG,shooterPlayerId
8455710,2011020012,7,power-play,55,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.053563615707589655,8464975
8455710,2011020012,8,power-play,29,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03678625866384662,8459670
8455710,2011020012,9,power-play,78,-5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.07013322356347687,8474161
8455710,2011020012,10,power-play,61,-18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.09083721237749316,8470640
8455710,2011020012,12,even-strength,62,-11,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.07497986741055054,8474190
8455710,2011020012,13,even-strength,75,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.06260269474229474,8448208
8455710,2011020012,18,even-strength,39,-23,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.016972398513841667,8459424
8455710,2011020012,22,even-strength,31,-22,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01663501268684545,8471236
8455710,2011020012,23,even-strength,81,-3,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.31597591482365733,8464975
8455710,2011020012,24,even-strength,72,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8470640
8455710,2011020012,30,even-strength,46,-1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.04427543513610631,8470640
8455710,2011020012,31,even-strength,58,-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8464975
8455710,2011020012,34,even-strength,65,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8468534
8455710,2011020012,35,even-strength,67,-6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.070761175536363,8473512
8455710,2011020012,40,even-strength,68,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.04917153031456974,8476461
8455710,2011020012,45,even-strength,37,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.015435086012906999,8459424
8455710,2011020012,46,even-strength,37,27,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.012167119937298253,8474161
8455710,2011020012,54,power-play,73,-4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8470640
8455710,2011020012,67,even-strength,30,-36,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.005727078987416903,8471236
8455710,2011020012,68,even-strength,28,-36,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.006244493758591899,8459424
8455710,2011020012,86,even-strength,48,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8464975
8455710,2011020012,219,penalty-kill,71,10,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.05906546527350466,8476461
8455710,2011020012,220,even-strength,90,-7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.12657305087154888,8474037
8455710,2011020012,223,even-strength,45,16,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.02580240141174212,8476461
8455710,2011020012,224,even-strength,69,-3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8474037
8455710,2011020012,227,power-play,79,-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8471236
8455710,2011020012,229,power-play,42,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8471236
8455710,2011020012,232,even-strength,69,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8468486
8455710,2011020012,234,even-strength,47,25,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.037362397958817115,8474190
8455710,2011020012,236,even-strength,33,29,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00945702578097984,8468534
8455710,2011020012,243,even-strength,83,-9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.045511789750669815,8473512
8455710,2011020012,246,even-strength,45,-22,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03500596629482846,8459424
8455710,2011020012,248,even-strength,80,-7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8473512
8455710,2011020012,403,even-strength,76,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.23414617551942607,8474037
8455710,2011020012,444,power-play,82,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.3921308285741778,8474190
8455710,2011020012,445,power-play,69,-6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8470640
8455710,2011020012,460,penalty-kill,74,-1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.26223029644900375,8473568
