gameId,eventId,strengthState,xCoordNorm,yCoordNorm,isRush,isRebound,isCorsi,isFenwick,isShot,isGoal,xG,shooterPlayerId
2024020455,83,even-strength,46,35,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8482737
2024020455,84,even-strength,80,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,8482077
2024020455,129,even-strength,84,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.05588233470916748,8482077
2024020455,139,even-strength,83,-6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.18474078178405762,8482077
2024020455,168,even-strength,53,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.09414184093475342,8482516
2024020455,183,even-strength,68,-18,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.08376771211624146,8482737
2024020455,201,even-strength,87,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8482077
2024020455,203,even-strength,34,37,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.008032500743865967,8477402
2024020455,223,even-strength,88,-7,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.0063294172286987305,8482077
2024020455,224,even-strength,84,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8477402
2024020455,253,even-strength,84,24,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.00203859806060791,8481598
2024020455,272,even-strength,56,11,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.11327004432678223,8482737
2024020455,287,even-strength,73,26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8470600
2024020455,295,even-strength,52,-24,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5.699992179870605e-4,8482089
2024020455,346,even-strength,81,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.020280420780181885,8475170
2024020455,349,even-strength,59,-31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8475170
2024020455,358,even-strength,71,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.24983972311019897,8476438
2024020455,373,even-strength,38,35,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.0164182186126709,8481598
2024020455,389,penalty-kill,69,-8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.21921670402841004,8480023
2024020455,465,even-strength,65,24,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01849883794784546,8479385
2024020455,467,even-strength,28,36,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.010766863822937012,8479385
2024020455,477,even-strength,50,25,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8470600
2024020455,485,even-strength,63,30,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.022161543369293213,8480058
2024020455,618,even-strength,69,-19,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.001165926456451416,8477402
2024020455,627,even-strength,59,-35,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8475753
2024020455,634,even-strength,53,20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.01804983615875244,8480058
2024020455,648,even-strength,66,17,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.041544556617736816,8476897
2024020455,661,even-strength,79,3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.11485159397125244,8479385
2024020455,671,even-strength,54,-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8482089
2024020455,712,even-strength,30,-10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.01821589469909668,8482516
2024020455,719,power-play,89,-17,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.06500828266143799,8477402
2024020455,720,power-play,80,-6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.1474342942237854,8477402
2024020455,729,power-play,27,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.053810060024261475,8481598
2024020455,738,even-strength,59,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8481598
2024020455,755,power-play,71,-4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.14187294244766235,8477402
2024020455,756,power-play,35,-14,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03589349985122681,8475753
2024020455,758,power-play,70,14,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.17836695909500122,8479385
2024020455,796,even-strength,70,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.04545646905899048,8476889
2024020455,853,even-strength,69,-5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8482516
2024020455,865,even-strength,70,-14,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.06961333751678467,8482077
2024020455,870,even-strength,80,11,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.17699092626571655,8470600
2024020455,897,even-strength,64,-3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.10511541366577148,8480023
2024020455,923,even-strength,75,-1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8482516
2024020455,1026,even-strength,33,-22,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.013155341148376465,8475753
2024020455,1056,even-strength,84,-13,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.07699787616729736,8477402
2024020455,1058,even-strength,76,-1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480023
2024020455,1059,even-strength,77,-3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.04202026128768921,8477402
2024020455,1082,even-strength,54,-5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8476892
2024020455,1114,even-strength,34,-23,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.004973261111863247,8476892
2024020455,1116,even-strength,75,-11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8476892
2024020455,1129,even-strength,66,18,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.08034186061796605,8481598
2024020455,1137,even-strength,82,-8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.09828157872991666,8482077
2024020486,78,even-strength,19,26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8477851
2024020486,88,even-strength,83,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.16594195365905762,8481556
2024020486,90,even-strength,66,23,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.06414139270782471,8473419
2024020486,127,even-strength,87,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.32366323471069336,8481043
2024020486,151,even-strength,54,-33,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.013892531394958496,8479325
2024020486,152,even-strength,67,25,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03270316123962402,8480355
2024020486,153,even-strength,82,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.13956594467163086,8480355
2024020486,161,power-play,76,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8477956
2024020486,164,power-play,85,-5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.15167313814163208,8473419
2024020486,169,even-strength,35,28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8482511
2024020486,170,even-strength,77,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.09360653162002563,8482511
