gameId,eventId,strengthState,xCoordNorm,yCoordNorm,isRush,isRebound,isCorsi,isFenwick,isShot,isGoal,xG,shooterPlayerId,shooterTeamId,goalieTeamId
2022020025,213,even-strength,82,-11,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.05475559528182092,8479420,7,13
2022020025,217,even-strength,70,-10,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.07885345907936839,8481528,7,13
2022020025,218,even-strength,75,-23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8481528,7,13
2022020025,219,even-strength,36,-32,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01083179977282346,8480839,7,13
2022020025,220,even-strength,79,-16,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.05773697226081898,8475784,7,13
2022020025,221,even-strength,37,35,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00781400750902765,8480807,7,13
2022020025,225,even-strength,77,-20,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.05177102316457147,8477949,7,13
2022020025,227,even-strength,80,-1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.14492526166207195,8477949,7,13
2022020025,229,even-strength,57,-5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8482175,7,13
2022020025,231,even-strength,64,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480950,7,13
2022020025,232,even-strength,61,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.04789113927002884,8473449,7,13
2022020025,238,even-strength,58,23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480839,7,13
2022020025,239,even-strength,79,-1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.13395071458891789,8480807,7,13
2022020025,241,power-play,66,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8481528,7,13
2022020025,242,power-play,65,-34,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.05632086952654391,8478109,7,13
2022020025,243,power-play,59,21,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.07031480104947711,8479420,7,13
2022020025,244,power-play,90,8,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.2670587027104106,8475784,7,13
2022020025,248,even-strength,59,15,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.03337570402784335,8476878,7,13
2022020025,249,even-strength,9,-31,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00304504465340205,8480950,7,13
2022020025,355,penalty-kill,-18,28,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00443199509446571,8477949,7,13
2022020025,357,even-strength,84,-9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.06094682174340517,8475784,7,13
2022020025,360,even-strength,77,23,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03346336878526981,8479999,7,13
2022020025,361,even-strength,66,-3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.10076193594909616,8477949,7,13
2022020025,363,even-strength,-24,-15,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00159268321900025,8480839,7,13
2022020025,364,penalty-kill,-45,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00202210593671431,8481528,7,13
2022020025,372,power-play,87,-21,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.0686808052076166,8479999,7,13
2022020025,376,even-strength,36,29,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.0108431509786226,8480196,7,13
2022020025,377,even-strength,75,20,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.14095971007786992,8479335,7,13
2022020025,378,even-strength,84,-19,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.04011244528814021,8475784,7,13
2022020025,383,even-strength,33,29,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01054685665101941,8480807,7,13
2022020025,384,even-strength,70,-7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8482671,7,13
2022020025,391,even-strength,72,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.08548356735414249,8480839,7,13
2022020025,393,even-strength,43,-1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.03687517361447559,8476878,7,13
2022020025,397,even-strength,53,-13,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.04055363253768646,8480807,7,13
2022020025,398,power-play,62,28,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.09007347592738786,8479420,7,13
2022020025,399,power-play,60,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8481528,7,13
2022020025,400,power-play,78,8,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.3843312742987426,8481522,7,13
2022020025,751,even-strength,72,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480839,7,13
2022020025,752,even-strength,76,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.08617995728123358,8475784,7,13
2022020025,762,even-strength,58,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8473449,7,13
2022020025,764,even-strength,62,-11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480035,7,13
2022020025,765,even-strength,82,-13,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.05143034656633526,8481528,7,13
2022020025,767,even-strength,55,35,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03745884843820545,8475784,7,13
2022020090,116,power-play,60,-26,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.04511864417826711,8480789,2,13
2022020090,119,even-strength,-72,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8475231,2,13
2022020090,132,even-strength,48,27,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01405022186975905,8475151,2,13
2022020090,136,even-strength,78,-23,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.04150059698431564,8478445,2,13
2022020090,137,even-strength,61,22,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.04021587881497853,8480222,2,13
2022020090,138,even-strength,63,-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480865,2,13
2022020090,139,even-strength,39,21,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01160279423616821,8481014,2,13
2022020090,141,even-strength,44,26,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.02531232744429486,8481014,2,13
2022020090,143,even-strength,57,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8476917,2,13
2022020090,145,power-play,83,-15,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.0930158720183428,8470610,2,13
2022020090,254,even-strength,38,-23,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01792261256189315,8474573,2,13
2022020090,256,even-strength,53,-8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.04026804848291886,8480789,2,13
2022020090,260,power-play,37,-19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.02513085185460999,8480865,2,13
2022020090,264,even-strength,79,-8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8477527,2,13
