gameId,eventId,strengthState,xCoordNorm,yCoordNorm,isRush,isRebound,isCorsi,isFenwick,isShot,isGoal,xG,shooterPlayerId,shooterTeamId,goalieTeamId
2011020015,57,even-strength,63,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8474569,18,19
2011020015,59,even-strength,54,-10,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03775179533012376,8470642,18,19
2011020015,64,even-strength,75,-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8474569,18,19
2011020015,65,even-strength,41,21,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01496951202935728,8474519,18,19
2011020015,68,even-strength,76,-7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8470630,18,19
2011020015,74,even-strength,67,-16,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.04331919710921989,8475225,18,19
2011020015,75,even-strength,71,-15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8474569,18,19
2011020015,80,even-strength,72,-27,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.04769875798197733,8469547,18,19
2011020015,81,even-strength,66,-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8469547,18,19
2011020015,85,even-strength,66,-8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.05952922634337445,8471887,18,19
2011020015,86,even-strength,57,-20,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.02899707090260722,8474094,18,19
2011020015,88,power-play,75,-7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.0894123625215607,8474569,18,19
2011020015,89,power-play,42,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8470642,18,19
2011020015,90,power-play,45,18,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.04407347550036219,8470642,18,19
2011020015,91,power-play,73,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.2353832333171566,8475225,18,19
2011020015,93,even-strength,71,-1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8470630,18,19
