gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,oMD_ev,oMD_pp,oMD_sh,iMC_ev,iMC_pp,iMC_sh,oMC_ev,oMC_pp,oMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2022020008,2022-10-12,15.9,0,1.9166666666666667,0,0,0,7,0,2,0,0,0,5,0,1,3,0,0,15,0,0,2,0,0,12,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,4,0,0,2,0,0,4,0,0,1,0,0,8,0,1,15,0,4,1,0,0,6,0,1,10,0,4,1,0,0,3,0,1,7,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,3,0,0,1,0,0
2022020019,2022-10-13,15.566666666666666,0,2.933333333333333,0,0,0,7,0,0,0,0,0,7,0,1,3,0,0,17,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,15,0,0,20,0,7,2,0,0,9,0,0,14,0,4,2,0,0,8,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,3,1,0,0,2,0,0,1,0,3
2022020038,2022-10-15,20.35,0.25,1.6,0,0,0,9,1,1,0,0,0,8,0,1,2,0,0,8,0,0,1,0,0,5,0,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,12,2,2,3,0,0,12,0,1,12,0,2,2,0,0,10,0,1,8,0,2,1,0,0,8,0,1,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2022020072,2022-10-21,16.7,0,2.683333333333333,0,0,0,7,0,2,0,0,0,5,0,1,0,0,0,7,0,4,2,0,0,7,0,0,1,0,0,1,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,1,10,0,2,19,0,2,1,0,1,5,0,2,14,0,1,0,0,1,4,0,2,9,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2022020087,2022-10-23,15.9,0,4.05,0,0,0,10,0,3,0,0,0,3,0,0,2,0,0,11,0,0,1,0,0,3,0,0,0,0,0,5,0,2,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,17,0,2,17,0,5,1,0,0,13,0,2,11,0,5,0,0,0,6,0,2,6,0,4,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,3,0,1,1,0,0,2,0,0,3,0,1
2022020103,2022-10-25,17.35,0,4.4,0,0,0,9,0,0,0,0,0,2,0,2,3,0,0,11,0,0,2,0,0,4,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,2,2,0,1,0,0,9,0,3,17,0,9,0,0,0,8,0,3,13,0,4,0,0,0,6,0,3,10,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2022020116,2022-10-27,14.333333333333334,0.43333333333333335,4.75,0,0,0,10,0,1,0,0,0,4,1,0,2,0,1,6,0,3,1,0,0,5,0,0,0,0,0,3,0,0,1,0,0,4,0,0,2,0,2,12,0,2,0,0,0,8,0,0,3,0,0,12,0,1,12,0,8,2,0,0,10,0,0,8,0,7,1,0,0,9,0,0,5,0,6,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,1,0,0,0,3,0,0,2,0,0,0,0,0,3,0,0,2,0,0
2022020131,2022-10-29,16.983333333333334,0.18333333333333332,0.7166666666666667,0,0,0,9,0,1,0,0,0,4,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,10,0,0,19,0,0,1,0,0,7,0,0,14,0,0,1,0,0,7,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0
2022020140,2022-10-30,20.45,0,0.9833333333333333,0,0,0,16,0,0,0,0,0,8,0,0,1,0,0,9,0,1,2,0,0,5,0,0,0,0,0,3,0,0,1,0,0,6,0,0,0,0,0,2,0,2,2,0,0,4,2,0,3,0,0,19,0,0,23,0,0,2,0,0,15,0,0,19,0,0,1,0,0,10,0,0,15,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
2022020152,2022-11-01,14.966666666666667,0.016666666666666666,3.3833333333333333,0,0,0,5,0,3,0,0,0,7,0,1,2,0,0,8,0,2,3,0,0,7,0,0,0,0,0,3,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,8,0,0,15,0,8,3,0,0,6,0,0,9,0,5,0,0,0,2,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2022020168,2022-11-03,19.966666666666665,0,1.6,0,0,0,6,0,1,0,0,0,14,0,0,3,0,0,15,0,0,1,0,0,11,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,17,0,0,26,0,2,1,0,0,12,0,0,20,0,0,1,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2022020176,2022-11-05,18.1,0,2.0833333333333335,0,0,0,6,0,3,0,0,0,4,0,0,4,0,0,13,0,0,2,0,0,4,0,0,0,0,0,3,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,1,15,0,3,0,0,0,12,0,1,12,0,2,0,0,0,8,0,1,7,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022020220,2022-11-10,17.5,0,3.6,0,0,0,13,0,0,0,0,0,6,0,1,4,0,0,14,0,0,2,0,0,4,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,6,0,0,0,0,0,2,0,0,1,0,0,7,0,1,23,0,6,1,0,0,5,0,1,19,0,4,1,0,0,4,0,0,15,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2022020234,2022-11-12,22.4,0,2.0833333333333335,0,0,0,15,0,0,0,0,0,9,0,2,3,0,1,19,0,1,1,0,0,7,0,0,1,0,0,2,0,0,1,0,0,3,0,0,2,0,0,2,0,0,0,0,0,4,0,0,1,0,0,12,0,1,20,0,3,0,0,0,9,0,1,15,0,1,0,0,0,5,0,1,15,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022020245,2022-11-14,16.766666666666666,0.2,1.1666666666666667,0,0,0,10,0,1,0,0,0,9,0,1,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,0,9,0,1,14,0,1,1,0,0,5,0,1,10,0,1,1,0,0,5,0,1,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2022020258,2022-11-16,19.5,0,1.7833333333333334,0,0,0,7,0,1,0,0,0,4,0,1,1,0,0,4,0,1,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,19,0,1,17,0,3,3,0,0,14,0,1,13,0,1,2,0,0,10,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,0,0
2022020277,2022-11-19,18.216666666666665,0,1.3666666666666667,0,0,0,9,0,2,0,0,0,5,0,1,2,0,0,7,1,0,1,0,0,3,0,1,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,1,12,0,1,21,0,0,2,0,1,9,0,1,19,0,0,1,0,1,6,0,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2022020290,2022-11-20,18.65,0.23333333333333334,0.1,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,7,0,0,2,0,0,4,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,4,0,0,2,0,0,2,0,0,5,0,0,17,2,0,15,0,0,3,0,0,13,1,0,11,0,0,3,0,0,9,1,0,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,0,0,0,0,1,0,0,2,1,0,0,0,0
2022020313,2022-11-23,19.416666666666668,0,1.4833333333333334,0,0,0,8,0,1,0,0,0,7,0,1,0,0,0,7,0,0,3,0,0,14,0,0,1,0,0,2,0,0,2,0,0,6,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4,0,0,9,0,0,24,0,4,4,0,0,9,0,0,14,0,2,4,0,0,7,0,0,12,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2022020321,2022-11-25,17.783333333333335,0,0.8333333333333334,0,0,0,5,0,1,0,0,0,8,0,1,3,0,0,10,0,0,1,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,10,0,0,17,0,2,2,0,0,9,0,0,13,0,2,1,0,0,6,0,0,9,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2022020342,2022-11-27,18.766666666666666,0,2.283333333333333,0,0,0,10,0,0,0,0,0,10,0,1,2,0,0,8,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0,0,2,4,0,1,0,0,12,0,1,21,0,7,1,0,0,9,0,1,15,0,6,1,0,0,3,0,1,14,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,2,0,2
