gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,iMC_ev,iMC_pp,iMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2021020008,2021-10-14,14.033333333333333,0.1,2.6333333333333333,0,0,0,5,0,0,0,0,0,5,0,1,3,0,0,9,0,0,1,0,0,7,0,1,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,2,0,0,1,0,0,16,0,0,12,0,9,1,0,0,11,0,0,9,0,8,1,0,0,9,0,0,8,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021020022,2021-10-16,12.95,0,2.75,0,0,0,7,0,1,0,0,0,6,0,4,5,0,0,12,0,0,2,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,8,0,1,18,0,11,1,0,0,7,0,1,8,0,9,1,0,0,5,0,1,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2021020034,2021-10-17,15.166666666666666,0.13333333333333333,2.45,0,0,0,3,1,1,0,0,0,9,0,2,2,0,0,6,0,1,3,0,0,7,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,5,5,0,0,2,0,1,15,0,1,11,0,1,1,0,1,7,0,1,7,0,1,1,0,1,5,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021020053,2021-10-21,12.116666666666667,0,2.316666666666667,0,0,0,5,0,1,0,0,0,4,0,2,2,0,0,9,0,0,2,0,0,12,0,0,0,0,1,2,0,1,1,0,1,2,0,1,0,0,0,0,0,0,1,0,1,12,0,2,13,0,4,1,0,1,9,0,2,9,0,3,0,0,1,5,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0,2,0,2
2021020067,2021-10-23,12.416666666666666,0,3.8666666666666667,0,0,0,4,0,3,0,0,0,7,0,2,2,0,0,9,0,1,5,0,0,12,0,0,0,0,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,15,0,0,11,0,10,1,0,0,11,0,0,10,0,8,1,0,0,7,0,0,8,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,4,0,1,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,1,0,1
2021020084,2021-10-25,9.95,0,0.5,0,0,0,12,0,0,0,0,0,1,0,0,2,0,0,8,0,0,1,0,0,3,0,1,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021020115,2021-10-29,13.366666666666667,0,1.7,0,0,0,3,0,0,0,0,0,4,0,3,1,0,0,5,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,21,0,4,1,0,0,8,0,0,18,0,4,1,0,0,6,0,0,12,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2021020133,2021-11-01,13.616666666666667,0,1.3166666666666667,0,0,0,5,0,0,0,0,0,8,0,1,2,0,0,11,0,0,0,0,1,10,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,8,0,0,11,0,4,1,0,0,5,0,0,7,0,4,1,0,0,5,0,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021020138,2021-11-02,11.366666666666667,0,3.8333333333333335,0,0,0,1,0,1,0,0,0,9,0,3,3,0,1,7,0,2,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,4,0,0,2,0,0,0,0,0,1,0,0,1,0,2,22,0,3,1,0,0,1,0,2,20,0,2,1,0,0,1,0,1,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2021020151,2021-11-04,14.266666666666667,0,1.2333333333333334,0,0,0,5,0,1,0,0,0,4,0,3,6,0,0,12,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,15,0,1,21,0,3,2,0,0,12,0,1,14,0,3,0,0,0,10,0,1,8,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,3,0,0
