gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,oMD_ev,oMD_pp,oMD_sh,iMC_ev,iMC_pp,iMC_sh,oMC_ev,oMC_pp,oMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2013020008,2013-10-03,18.65,1.1833333333333333,1.3833333333333333,14,1,0,14,1,0,5,0,2,5,0,2,1,0,0,15,0,0,0,1,0,5,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,16,1,0,18,0,3,4,0,0,12,0,0,13,0,1,4,0,0,10,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,1
2013020025,2013-10-05,17.85,2.716666666666667,0.2833333333333333,16,6,2,16,6,2,14,3,0,14,3,0,1,0,0,9,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,4,0,0,2,0,0,2,0,0,5,2,0,22,6,0,9,1,0,4,1,0,19,3,0,6,0,0,4,0,0,15,2,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0
2013020040,2013-10-08,16.6,2.8666666666666667,0,6,2,0,6,2,0,6,2,0,6,2,0,0,0,0,9,0,0,0,0,0,4,0,0,1,0,0,2,0,0,1,0,0,2,3,0,0,0,0,2,0,0,0,0,0,2,0,0,4,1,0,23,5,0,16,2,0,4,0,0,22,3,0,10,1,0,4,0,0,16,1,0,8,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,2,0,0,1,0,0,5,0,0,2,0,0
2013020060,2013-10-11,18.916666666666668,3.4833333333333334,0,11,3,0,11,3,0,9,2,0,9,2,0,0,0,0,3,0,0,1,0,0,9,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,4,0,0,2,0,0,4,2,0,3,3,0,20,7,0,22,0,0,3,3,0,14,7,0,19,0,0,2,2,0,12,5,0,15,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2013020066,2013-10-12,13.85,6.366666666666666,1.9333333333333333,11,3,0,11,3,0,9,3,4,9,3,4,0,0,0,5,0,0,1,0,0,5,1,0,1,0,0,5,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,23,17,0,8,0,4,4,2,0,20,15,0,6,0,2,2,2,0,10,9,0,3,0,1,1,2,0,2,3,0,1,0,0,0,0,0,2,3,0,1,0,0,0,1,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0
2013020085,2013-10-15,19.933333333333334,2.8333333333333335,0.05,8,2,0,8,2,0,6,3,1,7,3,1,1,0,0,10,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,2,2,0,9,0,0,24,4,0,20,0,0,7,0,0,17,4,0,12,0,0,5,0,0,13,3,0,9,0,0,0,0,0,2,1,0,2,0,0,2,0,0,2,1,0,2,0,0,0,1,0,2,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,1,0,0,7,0,0
2013020099,2013-10-17,14.85,5.683333333333334,2.15,7,4,1,8,4,1,13,4,4,13,4,4,0,0,0,11,1,0,0,0,0,8,2,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,7,0,0,0,0,0,4,5,0,3,1,0,18,11,0,13,0,2,3,1,0,12,9,0,6,0,1,2,1,0,10,7,0,2,0,1,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2013020110,2013-10-19,19.8,4.966666666666667,0.6333333333333333,10,3,1,11,3,1,12,2,0,12,2,0,0,0,0,9,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,19,10,0,16,2,1,4,0,0,15,5,0,13,2,1,2,0,0,11,2,0,13,1,1,1,0,0,2,1,0,2,0,0,0,0,0,2,1,0,2,0,0,1,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,1,0
2013020127,2013-10-21,15.633333333333333,10.683333333333334,0.35,9,8,0,9,8,1,10,1,0,10,1,0,0,0,0,4,0,0,1,1,0,7,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,2,2,0,6,7,0,28,23,0,7,0,0,3,5,0,21,17,0,4,0,0,3,4,0,15,12,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,0,1,0,0,1,0,0,2,1,0,1,0,0
2013020149,2013-10-25,16.3,7.866666666666666,0,10,8,0,10,8,0,6,2,0,6,2,0,1,0,0,8,1,0,0,1,0,4,3,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,2,0,0,0,0,0,2,0,0,4,4,0,22,16,0,17,1,0,3,4,0,17,13,0,10,1,0,3,4,0,14,10,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0
