gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,oMD_ev,oMD_pp,oMD_sh,iMC_ev,iMC_pp,iMC_sh,oMC_ev,oMC_pp,oMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2014020002,2014-10-08,15.966666666666667,1.3666666666666667,0,0,0,0,8,1,0,0,0,0,9,0,0,1,0,0,5,0,0,2,0,0,6,0,0,1,0,0,4,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,8,2,0,19,2,0,8,2,0,5,2,0,13,2,0,5,1,0,4,1,0,11,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014020009,2014-10-09,16.633333333333333,5.483333333333333,0.5333333333333333,0,0,0,3,4,0,0,0,0,6,1,1,1,1,0,6,2,0,1,0,0,6,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,3,9,1,12,1,0,0,2,0,2,8,1,7,1,0,0,1,0,1,4,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2014020018,2014-10-11,16.716666666666665,3.75,0,0,0,0,4,4,0,0,0,0,4,2,0,0,0,0,10,1,0,1,0,0,10,1,0,1,0,0,1,0,0,0,0,0,5,0,0,2,0,0,8,0,0,0,0,0,4,0,0,6,3,0,20,8,0,8,1,0,4,2,0,16,5,0,6,0,0,2,2,0,9,4,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2014020035,2014-10-13,17.033333333333335,2.183333333333333,0.4,0,0,0,6,1,1,0,0,0,10,2,0,0,0,0,2,0,0,1,0,0,4,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,7,2,0,1,1,0,17,3,0,8,1,1,0,0,0,12,1,0,6,1,0,0,0,0,8,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014020047,2014-10-15,16.933333333333334,4.05,0,0,0,0,6,1,0,0,0,0,12,1,0,2,0,0,11,0,0,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,12,10,0,11,0,0,2,1,0,9,5,0,7,0,0,1,1,0,8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014020053,2014-10-16,15.083333333333334,3.966666666666667,0.3,0,0,0,6,3,0,0,0,0,13,4,0,0,0,0,2,0,0,0,0,0,7,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,4,0,19,10,0,13,1,1,3,3,0,12,8,0,7,0,1,1,3,0,9,6,0,5,0,1,0,0,0,3,1,0,0,0,1,1,0,0,3,1,0,0,0,1,0,0,0,3,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,3,1,0,2,0,0
2014020063,2014-10-18,16,2.783333333333333,1.7666666666666666,0,0,0,7,1,1,0,0,0,3,1,0,1,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,9,0,0,6,0,0,26,4,1,11,0,2,3,0,0,18,2,1,9,0,1,3,0,0,15,2,1,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,1,0,2,0,0,3,0,0,4,1,0,2,0,0
2014020079,2014-10-21,15.333333333333334,2.066666666666667,0,0,0,0,9,1,0,0,0,0,3,1,0,0,0,0,4,0,0,1,0,0,10,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,2,0,17,5,0,11,1,0,0,2,0,13,5,0,7,1,0,0,1,0,10,3,0,5,1,0,0,1,0,2,2,0,1,0,0,0,0,0,2,2,0,1,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014020093,2014-10-23,21.8,0.8666666666666667,0,0,0,0,9,0,0,0,0,0,6,0,0,1,0,0,12,1,0,2,0,0,10,1,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,25,2,0,24,0,0,3,1,0,18,2,0,24,0,0,3,1,0,11,2,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014020107,2014-10-25,17.483333333333334,2.5166666666666666,0.08333333333333333,0,0,0,14,4,0,0,0,0,11,0,1,0,0,0,2,0,0,1,0,0,12,0,0,0,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,13,6,0,16,3,0,4,3,0,11,6,0,10,3,0,4,1,0,9,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014020124,2014-10-28,22.933333333333334,0.8833333333333333,0.3,0,0,0,9,0,0,0,0,0,14,0,0,2,0,0,9,0,0,2,0,0,7,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,12,1,0,29,0,0,0,0,0,7,1,0,24,0,0,0,0,0,6,1,0,18,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2014020218,2014-11-10,20.133333333333333,1.1333333333333333,0,0,0,0,7,0,0,0,0,0,6,1,0,1,0,0,9,0,0,0,0,0,8,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,14,1,0,19,0,0,2,0,0,11,0,0,12,0,0,1,0,0,7,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2014020231,2014-11-12,14.85,3.2333333333333334,0,0,0,0,7,0,0,0,0,0,9,4,0,1,0,0,10,0,0,2,1,0,13,2,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,21,4,0,14,0,0,2,1,0,11,3,0,14,0,0,1,1,0,7,2,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2014020235,2014-11-13,16.266666666666666,1.25,1.4833333333333334,0,0,0,8,0,0,0,0,0,10,0,0,1,0,0,4,0,1,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,5,0,0,0,7,5,0,4,0,0,14,2,0,15,0,1,3,0,0,8,1,0,10,0,1,3,0,0,6,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2014020248,2014-11-15,17.466666666666665,2.1666666666666665,0.55,0,0,0,5,0,1,0,0,0,11,2,0,1,0,0,9,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,17,1,0,18,0,3,0,0,0,15,0,0,17,0,2,0,0,0,12,0,0,14,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2014020267,2014-11-18,19.266666666666666,1.0166666666666666,0,0,0,0,14,0,0,0,0,0,6,1,0,0,0,0,10,0,0,1,0,0,5,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,12,1,0,13,0,0,1,1,0,9,1,0,11,0,0,1,1,0,4,1,0,9,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014020293,2014-11-21,22.65,1.2666666666666666,1.0333333333333334,0,0,0,10,1,0,0,0,0,11,1,0,2,0,0,8,0,1,1,0,0,16,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,24,1,0,21,1,1,3,0,0,20,1,0,18,1,1,2,0,0,17,1,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,3,0,0,2,0,0
2014020296,2014-11-22,16.7,2.15,0.13333333333333333,0,0,0,10,0,1,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,5,4,0,10,2,0,5,9,0,5,6,0,0,24,1,0,14,0,0,5,0,0,19,0,0,12,0,0,2,0,0,14,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2014020312,2014-11-24,15.466666666666667,2.4833333333333334,0,0,0,0,6,3,0,0,0,0,9,1,0,1,0,0,6,1,0,2,0,0,10,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,11,4,0,21,0,0,1,1,0,8,4,0,16,0,0,0,1,0,2,3,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0
2014020336,2014-11-28,14.883333333333333,2.716666666666667,0.95,0,0,0,7,2,0,0,0,0,7,1,1,1,0,0,5,1,0,1,0,0,8,1,1,0,0,0,2,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,12,3,1,19,2,2,0,1,0,9,3,1,16,2,2,0,1,0,7,2,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014020361,2014-12-01,17.033333333333335,2.2666666666666666,0,0,0,0,6,0,0,0,0,0,4,1,0,2,0,0,9,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,2,0,30,5,0,21,0,0,2,2,0,21,5,0,17,0,0,0,2,0,11,4,0,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,5,0,0,2,0,0,0,0,0,5,0,0,2,0,0
2014020371,2014-12-02,18.8,0,0,0,0,0,10,0,0,0,0,0,5,0,0,1,0,0,10,0,0,2,0,0,11,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,22,0,0,14,0,0,4,0,0,19,0,0,10,0,0,2,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2014020386,2014-12-04,18.333333333333332,1.9166666666666667,0,0,0,0,12,1,0,0,0,0,9,0,0,1,0,0,8,0,0,1,0,0,9,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0,4,0,0,4,1,0,20,4,0,19,0,0,4,1,0,12,3,0,13,0,0,2,1,0,8,3,0,12,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2014020400,2014-12-06,16.016666666666666,1.7666666666666666,0.85,0,0,0,6,0,1,0,0,0,7,2,0,0,0,0,9,1,0,3,1,0,12,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,16,6,0,10,0,2,2,3,0,12,6,0,7,0,1,2,3,0,10,5,0,5,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
2014020421,2014-12-11,13.45,1.95,0,0,0,0,11,1,0,0,0,0,9,1,0,3,0,0,12,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,2,0,0,7,0,0,4,0,0,15,1,0,10,0,0,4,0,0,12,1,0,9,0,0,4,0,0,11,1,0,7,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,3,0,0
2014020435,2014-12-13,18.933333333333334,1.1,0.13333333333333333,0,0,0,21,0,0,0,0,0,5,0,0,1,0,0,9,0,0,1,0,0,11,0,0,0,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,1,0,11,0,0,4,0,0,14,1,0,6,0,0,1,0,0,9,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014020459,2014-12-16,16.216666666666665,2.4166666666666665,0,0,0,0,10,3,0,0,0,0,11,0,0,1,0,0,6,0,0,2,0,0,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,4,0,0,14,4,0,17,2,0,3,0,0,13,3,0,12,2,0,3,0,0,13,1,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
2014020465,2014-12-17,17.533333333333335,1.6833333333333333,0,0,0,0,4,0,0,0,0,0,12,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,15,1,0,20,0,0,5,0,0,10,0,0,14,0,0,5,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0
2014020477,2014-12-19,15.733333333333333,2.3833333333333333,0,0,0,0,10,1,0,0,0,0,9,0,0,1,0,0,10,0,0,2,0,0,9,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,4,0,0,2,0,0,2,0,0,6,1,0,17,3,0,9,1,0,3,0,0,11,2,0,5,1,0,3,0,0,8,2,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2014020493,2014-12-21,22.4,0,0.48333333333333334,0,0,0,10,0,0,0,0,0,9,0,0,1,0,0,12,0,1,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,0,0,9,0,1,3,0,0,19,0,0,8,0,1,2,0,0,11,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
2014020503,2014-12-23,14.6,3.216666666666667,0,0,0,0,7,2,0,0,0,0,5,1,0,1,0,0,6,0,0,4,0,0,11,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,8,0,16,2,0,1,0,0,5,5,0,12,2,0,0,0,0,2,4,0,9,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014020519,2014-12-27,17.416666666666668,3.033333333333333,0,0,0,0,9,0,0,0,0,0,14,2,0,0,0,0,6,2,0,3,0,0,15,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,10,3,0,8,1,0,2,1,0,7,2,0,7,1,0,2,1,0,4,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014020529,2014-12-29,15.05,0.7333333333333333,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,6,0,0,1,0,0,11,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,15,4,0,9,0,0,4,1,0,14,4,0,9,0,0,3,1,0,13,2,0,8,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,6,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
2014020547,2014-12-31,20.65,1.0333333333333334,0.2833333333333333,0,0,0,9,1,1,0,0,0,4,0,0,3,0,0,8,0,0,4,0,0,17,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,15,4,0,20,0,0,3,0,0,7,2,0,18,0,0,2,0,0,4,1,0,11,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2014020566,2015-01-03,14.666666666666666,2.316666666666667,0,0,0,0,10,1,0,0,0,0,2,1,0,1,0,0,5,1,0,1,0,0,11,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,17,6,0,7,0,0,3,4,0,12,4,0,6,0,0,3,1,0,7,1,0,6,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2014020576,2015-01-04,19.716666666666665,0.48333333333333334,0,0,0,0,12,0,0,0,0,0,5,0,0,3,0,0,15,0,0,3,0,0,14,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,13,1,0,19,0,0,1,0,0,8,1,0,18,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
2014020595,2015-01-07,14.916666666666666,1.7833333333333334,0,0,0,0,5,1,0,0,0,0,4,0,0,4,1,0,13,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,14,1,0,15,0,0,2,0,0,13,1,0,10,0,0,2,0,0,7,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014020598,2015-01-08,14.183333333333334,2.2666666666666666,0,0,0,0,11,2,0,0,0,0,3,2,0,0,0,0,4,0,0,2,0,0,8,0,0,1,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,3,0,20,7,0,4,0,0,3,1,0,15,5,0,4,0,0,3,1,0,15,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014020613,2015-01-10,9.783333333333333,3.183333333333333,0.3333333333333333,0,0,0,3,3,0,0,0,0,3,0,0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,8,5,0,10,1,0,0,1,0,4,4,0,7,0,0,0,1,0,3,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
