gameId,eventId,strengthState,xCoordNorm,yCoordNorm,isRush,isRebound,isCorsi,isFenwick,isShot,isGoal,xG,goaliePlayerId
2019020623,86,even-strength,70,11,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.06510006210360826,8480382
2019020623,232,even-strength,34,-39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480382
2019020623,576,even-strength,71,-14,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.10035461233118419,8468685
2019020623,704,even-strength,80,-26,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.056613597669006976,8468685
2019020623,743,even-strength,74,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.7294755253882829,NA
2019020628,222,even-strength,75,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.0888464701956295,8476999
2019020628,631,even-strength,80,-7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.09742103287569666,8476999
2019020641,85,even-strength,58,-1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.047142549473445566,8470860
2019020641,253,even-strength,78,-9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.05849870990649757,8470860
2019020641,651,even-strength,72,-3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.13101461644894763,8470860
2019020659,207,even-strength,70,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8475883
2019020659,247,even-strength,69,11,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.050499902689779434,8475883
2019020659,640,even-strength,74,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.24931940243143752,8474636
2019020679,263,even-strength,73,-11,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.08772377343104416,8471679
2019020700,586,even-strength,74,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.08151716006853257,8475660
2019020723,288,even-strength,74,-2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8471469
2019020745,94,even-strength,80,-4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.28630246341548393,8477293
2019020745,99,even-strength,71,-13,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.06991579514576629,8477293
2019020778,457,even-strength,80,-4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.2101932226320088,8479496
2019020790,685,even-strength,87,7,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.16569196320317411,8474596
2019020803,11,even-strength,72,-8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.17430356790616144,8479496
