gameId,eventId,strengthState,xCoordNorm,yCoordNorm,isRush,isRebound,isCorsi,isFenwick,isShot,isGoal,xG,goaliePlayerId,goalieTeamId,shooterTeamId
2023020032,684,even-strength,69,14,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00397819280624389,8475883,12,26
2023020249,253,even-strength,72,-1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8475683,13,26
2023020276,233,even-strength,87,11,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.05057311058044433,8478971,53,26
2023020276,401,even-strength,81,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,8478971,53,26
2023020276,1044,penalty-kill,62,-8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8478971,53,26
2023020299,245,even-strength,83,-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8476434,24,26
2023020299,296,even-strength,59,12,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.25549519062042236,8476434,24,26
2023020309,220,even-strength,83,-7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.06624090671539307,8474596,8,26
2023020373,839,even-strength,76,21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480382,21,26
2023020381,251,even-strength,77,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.16387051343917847,8478007,29,26
2023020381,844,even-strength,79,-4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.1679399609565735,8478007,29,26
2023020446,283,even-strength,58,-23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8476945,52,26
2023020446,504,even-strength,2,36,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00136047601699829,8476945,52,26
2023020585,216,even-strength,65,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8474889,10,26
2023020585,916,even-strength,62,-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8474889,10,26
2023020585,1076,even-strength,84,25,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01795393228530883,8474889,10,26
2023020684,517,even-strength,76,-4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.03579825162887573,8479979,25,26
2023020684,519,even-strength,80,22,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01603031158447265,8479979,25,26
2023020684,980,even-strength,74,8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.19141370058059692,8479979,25,26
2023020699,659,even-strength,77,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.09847325086593628,8477424,18,26
2023020699,660,even-strength,52,-24,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.02949351072311401,8477424,18,26
2023020717,304,even-strength,85,11,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.06451207399368286,8471734,3,26
2023020717,341,even-strength,62,-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8471734,3,26
2023020717,595,even-strength,47,20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.03065520524978637,8471734,3,26
2023020717,744,even-strength,79,-12,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.10454517602920532,8471734,3,26
2023020729,135,even-strength,75,10,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.06981760263442993,8478039,28,26
2023020745,137,even-strength,76,-5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.07506513595581055,8482221,7,26
2023020745,201,even-strength,36,-37,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01166898012161254,8482221,7,26
2023020745,278,even-strength,69,23,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.01053327322006225,8482221,7,26
2023020757,545,even-strength,69,-31,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00460684299468994,8480382,21,26
2023020757,1073,even-strength,74,21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480382,21,26
2023020773,506,even-strength,81,-10,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.02891129255294799,8480981,19,26
2023020773,537,penalty-kill,84,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.4178066485412616,8480981,19,26
2023020773,731,even-strength,79,-10,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.0911831259727478,8480981,19,26
2023020773,902,even-strength,61,15,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.19655877351760864,8480981,19,26
2023020779,118,even-strength,83,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8477424,18,26
2023020779,198,even-strength,59,12,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.13744568824768066,8477424,18,26
2023020779,205,even-strength,81,3,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.4383084177970886,8477424,18,26
2023020779,462,even-strength,59,-18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8477424,18,26
2023020824,118,even-strength,46,38,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00481963157653808,8480045,7,26
2023020824,272,even-strength,43,-12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480045,7,26
2023020824,895,even-strength,79,-1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,8480045,7,26
2023020839,297,even-strength,51,-18,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.05320185422897339,8482076,1,26
2023020839,433,even-strength,31,29,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.00664806365966796,8482076,1,26
2023020853,949,even-strength,1,-13,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00178468227386474,8476999,6,26
2023020853,1061,even-strength,57,19,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00166553258895874,8476999,6,26
2023020915,352,even-strength,83,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.13117247819900513,8476434,24,26
2023020915,859,even-strength,39,39,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00317895412445068,8476434,24,26
2023020925,128,even-strength,46,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.00160521268844604,8479973,22,26
2023020925,354,even-strength,57,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.02154910564422607,8479973,22,26
2023020935,154,even-strength,81,0,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.03329819440841675,8474593,20,26
2023020951,651,even-strength,67,-31,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01921606063842773,8477967,23,26
2023020970,405,even-strength,78,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.02984893321990966,8482076,1,26
2023020970,952,even-strength,7,23,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,7.822513580322266e-4,8481033,1,26
2023021278,103,even-strength,76,-3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.25819557905197144,8482982,29,18
2023021278,951,even-strength,66,33,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00499731302261352,8482982,29,18
