gameId,eventId,strengthState,xCoordNorm,yCoordNorm,isRush,isRebound,isCorsi,isFenwick,isShot,isGoal,xG,goaliePlayerId
2023020001,70,even-strength,55,30,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.016268491744995117,8477424
2023020001,278,even-strength,66,18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,8477424
2023020001,472,even-strength,79,23,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.05551499128341675,8477424
2023020023,597,even-strength,75,5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.10988998413085938,8478024
2023020023,690,even-strength,68,-2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8478024
2023020033,170,even-strength,66,-5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8476914
2023020033,223,even-strength,79,-2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.3044767379760742,8476914
2023020040,342,even-strength,68,15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.006600379943847656,8482221
2023020040,568,power-play,78,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.12112933397293091,8482221
2023020040,719,even-strength,82,-6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8482221
2023020055,93,power-play,79,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.12360310554504395,8477967
2023020055,202,power-play,78,-4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.0547599196434021,8477967
2023020055,204,power-play,88,-6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.11246603727340698,8477967
2023020070,157,even-strength,83,-1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.03813207149505615,8479361
2023020070,158,even-strength,84,-4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.1871301531791687,8479361
2023020070,784,even-strength,72,-4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.037297844886779785,8479361
2023020086,334,power-play,77,-6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.13377857208251953,8481611
2023020106,155,power-play,76,-20,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.08381301164627075,8478406
2023020106,623,even-strength,84,-6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.1258254051208496,8478039
2023020106,892,even-strength,52,-18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.0011187195777893066,8478039
2023020106,977,even-strength,83,-17,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.07963669300079346,8478039
2023020133,156,even-strength,80,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.14861947298049927,8475831
2023020133,254,even-strength,78,9,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.03157913684844971,8475831
2023020133,258,power-play,84,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.05107831954956055,8475831
2023020133,1000,even-strength,64,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.014491140842437744,8475831
2023020133,1039,even-strength,59,11,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.002952873706817627,8475831
2023020133,1086,even-strength,83,-9,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.09717482328414917,8475831
2023020146,505,even-strength,81,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.19023096561431885,8478007
2023020146,701,power-play,80,-6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.14004862308502197,8478007
2023020146,1005,even-strength,79,-1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8478007
2023020162,371,even-strength,75,0,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.003551483154296875,8476914
2023020162,397,even-strength,72,-23,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.008022606372833252,8476914
2023020177,307,even-strength,34,33,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.008840978145599365,8478492
2023020181,256,power-play,74,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8478470
2023020181,872,even-strength,77,-4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.15047580003738403,8478470
2023020198,158,even-strength,69,15,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.06912022829055786,8475852
2023020198,159,even-strength,40,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.059726059436798096,8475852
