gameId,eventId,strengthState,xCoordNorm,yCoordNorm,isRush,isRebound,isCorsi,isFenwick,isShot,isGoal,xG,goaliePlayerId,goalieTeamId,shooterTeamId
2024020147,675,even-strength,39,39,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.00283873081207275,8478499,54,20
2024020190,203,even-strength,70,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.0693545937538147,8479973,22,20
2024020190,387,even-strength,37,34,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00223815441131591,8479973,22,20
2024020190,427,even-strength,50,23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8479973,22,20
2024020190,429,even-strength,82,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8479973,22,20
2024020190,430,even-strength,83,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,8479973,22,20
2024020224,194,even-strength,47,-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480045,7,20
2024020224,580,even-strength,81,11,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.11393862962722778,8480045,7,20
2024020242,558,even-strength,85,-3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.10793840885162354,8475311,26,20
2024020242,1160,even-strength,58,-28,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.7586398693682013,NA,NA,20
2024020250,163,even-strength,85,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.19455206394195557,8480947,23,20
2024020250,727,penalty-kill,64,28,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.04135381544055117,8480947,23,20
2024020299,287,even-strength,49,-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8473575,2,20
2024020299,403,even-strength,63,-12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8473575,2,20
2024020299,756,penalty-kill,-43,-37,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00283762228856831,8473575,2,20
2024020299,1108,even-strength,21,-16,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,6.511807441711426e-4,8473575,2,20
2024020299,1248,penalty-kill,59,23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8473575,2,20
2024020314,154,even-strength,80,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8478048,3,20
2024020314,584,even-strength,79,17,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03964191675186157,8478048,3,20
2024020314,913,penalty-kill,74,33,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.03000596699215513,8478048,3,20
2024020314,1085,even-strength,52,-29,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00657618045806884,8478048,3,20
2024020319,338,even-strength,75,-6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8479406,30,20
2024020319,340,even-strength,84,-4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.11004084348678587,8479406,30,20
2024020319,566,even-strength,83,-4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.16945254802703855,8479406,30,20
2024020319,617,penalty-kill,56,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.00339893901992625,8479406,30,20
2024020319,866,even-strength,72,12,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.01691985130310058,8479406,30,20
2024020319,929,even-strength,81,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.10146439075469972,8479406,30,20
2024020350,255,penalty-kill,-79,12,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00484036868214078,8475660,17,20
2024020350,860,even-strength,53,33,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.00985342264175415,8475660,17,20
2024020368,362,even-strength,69,-4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8478007,29,20
2024020368,603,even-strength,52,-32,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8478007,29,20
2024020380,706,penalty-kill,79,12,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.11107586542853674,8477968,5,20
2024020380,756,even-strength,57,-32,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.00897210836410522,8477968,5,20
2024020404,828,even-strength,53,-9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8478007,29,20
