gameId,eventId,strengthState,xCoordNorm,yCoordNorm,isRush,isRebound,isCorsi,isFenwick,isShot,isGoal,xG,goaliePlayerId,goalieTeamId,shooterTeamId
2022020002,36,even-strength,55,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480947,18,28
2022020002,468,even-strength,54,-6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480947,18,28
2022020002,662,even-strength,53,22,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.02444670285451084,8480947,18,28
2022020002,664,even-strength,64,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480947,18,28
2022020024,21,even-strength,40,19,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01866901176867822,8477293,12,28
2022020038,369,even-strength,52,26,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.02812031527164163,8475852,16,28
2022020064,391,even-strength,68,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8478048,3,28
2022020091,454,even-strength,70,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8478433,4,28
2022020091,455,even-strength,47,30,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01113772335952821,8478433,4,28
2022020091,553,even-strength,62,18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.02876619617364637,8478433,4,28
2022020107,124,even-strength,66,10,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8478499,54,28
2022020173,14,even-strength,78,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.08385566972767293,8475683,13,28
2022020173,15,even-strength,82,5,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.27451785624592007,8475683,13,28
2022020173,16,even-strength,84,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.27942907500559594,8475683,13,28
2022020173,266,even-strength,68,7,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.10752211434848637,8475683,13,28
2022020173,267,even-strength,50,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8475683,13,28
2022020173,275,even-strength,73,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8475683,13,28
2022020173,575,even-strength,73,-1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8475683,13,28
2022020188,27,even-strength,42,-8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.02794600516430536,8476932,24,28
2022020223,183,even-strength,39,38,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.0087344424041895,8479979,25,28
2022020240,360,even-strength,74,37,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01533552836977994,8479406,30,28
2022020240,477,even-strength,32,24,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01160235405137261,8479406,30,28
2022020240,666,even-strength,81,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8479406,30,28
2022020256,69,even-strength,42,25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8480313,54,28
2022020256,464,even-strength,36,17,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.0203326982802681,8480313,54,28
2022020272,17,even-strength,40,-29,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01448059857601088,8478024,17,28
2022020272,325,even-strength,37,25,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.01266971203053395,8478024,17,28
2022020272,327,even-strength,37,29,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.00996516153338425,8478024,17,28
2022020288,23,even-strength,44,3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.080581431236448,8478048,3,28
2022020288,295,penalty-kill,-69,21,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4.6120919999196897e-4,8478048,3,28
2022020299,47,even-strength,46,18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.07624971751017712,8475660,9,28
2022020299,348,even-strength,62,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,8476341,9,28
