"task","candidate","modelFile","feature","gain","gainShare","rank"
"AAV%","XGBoost","aavP2.rds","oCorsiF_2_sh_p60_avg",0.000448643818119317,0.000448643818119317,106
"AAV%","XGBoost","aavP2.rds","dX_2_ev_p60_avg",0.000447187278663505,0.000447187278663505,107
"AAV%","XGBoost","aavP2.rds","dIFenwickF_2_pp_p60_avg",0.00044121106966804,0.000441211069668041,108
"AAV%","XGBoost","aavP2.rds","dOSOGF_2_ev_p60_avg",0.000436030811326216,0.000436030811326216,109
"AAV%","XGBoost","aavP2.rds","dY_2_ev_p60_avg",0.00042944588070673,0.00042944588070673,110
"AAV%","XGBoost","aavP2.rds","dOxGA_2_sh_p60_avg",0.000422674869408434,0.000422674869408434,111
"AAV%","XGBoost","aavP2.rds","dOxGF_2_pp_p60_avg",0.000421353739652039,0.000421353739652039,112
"AAV%","XGBoost","aavP2.rds","ixGF_2_ev_p60_avg",0.000420942247279253,0.000420942247279253,113
"AAV%","XGBoost","aavP2.rds","ixGF_2_pp_p60_avg",0.000415622847097886,0.000415622847097886,114
"AAV%","XGBoost","aavP2.rds","dAssists_2_ev_p60_avg",0.000400201333088593,0.000400201333088593,115
"AAV%","XGBoost","aavP2.rds","oFenwickF_2_sh_p60_avg",0.000399832975643024,0.000399832975643024,116
"AAV%","XGBoost","aavP2.rds","dIGF_2_sh_p60_avg",0.000395394719390848,0.000395394719390848,117
"AAV%","XGBoost","aavP2.rds","oxGF_2_pp_p60_avg",0.000393923131754659,0.000393923131754659,118
"AAV%","XGBoost","aavP2.rds","dICorsiF_2_pp_p60_avg",0.000391892345123034,0.000391892345123034,119
"AAV%","XGBoost","aavP2.rds","oFenwickF_2_ev_p60_avg",0.000376644734489194,0.000376644734489194,120
"AAV%","XGBoost","aavP2.rds","oCorsiF_2_ev_p60_avg",0.000363125343973106,0.000363125343973106,121
"AAV%","XGBoost","aavP2.rds","oCorsiF_2_pp_p60_avg",0.000362740526832625,0.000362740526832625,122
"AAV%","XGBoost","aavP2.rds","iCorsiF_2_ev_p60_avg",0.000355287658318238,0.000355287658318238,123
"AAV%","XGBoost","aavP2.rds","dICorsiF_2_ev_p60_avg",0.000353221153191696,0.000353221153191696,124
"AAV%","XGBoost","aavP2.rds","dIFenwickF_2_ev_p60_avg",0.000352982176603803,0.000352982176603803,125
"AAV%","XGBoost","aavP2.rds","dOCorsiF_2_ev_p60_avg",0.000341779201058799,0.000341779201058799,126
"AAV%","XGBoost","aavP2.rds","iGF_2_sh_p60_avg",0.000329423472694589,0.000329423472694589,127
"AAV%","XGBoost","aavP2.rds","dOxGA_2_ev_p60_avg",0.000324386327572183,0.000324386327572183,128
"AAV%","XGBoost","aavP2.rds","iSOGF_2_ev_p60_avg",0.000312406708021496,0.000312406708021496,129
"AAV%","XGBoost","aavP2.rds","oFenwickF_2_pp_p60_avg",0.000310612003176769,0.000310612003176769,130
"AAV%","XGBoost","aavP2.rds","iCorsiF_2_sh_p60_avg",0.000304968768067609,0.000304968768067609,131
"AAV%","XGBoost","aavP2.rds","dX_2_pp_p60_avg",0.00029733764201429,0.00029733764201429,132
"AAV%","XGBoost","aavP2.rds","oxGA_2_ev_p60_avg",0.000276378038766675,0.000276378038766675,133
"AAV%","XGBoost","aavP2.rds","oxGA_2_sh_p60_avg",0.000275646132594544,0.000275646132594544,134
"AAV%","XGBoost","aavP2.rds","dOxGF_2_ev_p60_avg",0.000274577185460331,0.000274577185460331,135
"AAV%","XGBoost","aavP2.rds","dOSOGA_2_sh_p60_avg",0.000255369247826126,0.000255369247826127,136
"AAV%","XGBoost","aavP2.rds","dISOGF_2_ev_p60_avg",0.000240228338121509,0.000240228338121509,137
"AAV%","XGBoost","aavP2.rds","oCorsiA_2_pp_p60_avg",0.00023659088908993,0.00023659088908993,138
"AAV%","XGBoost","aavP2.rds","dOFenwickF_2_ev_p60_avg",0.000220782859337921,0.000220782859337921,139
"AAV%","XGBoost","aavP2.rds","dGiveaways_2_sh_p60_avg",0.000199835325735775,0.000199835325735775,140
"AAV%","XGBoost","aavP2.rds","dOSOGA_2_pp_p60_avg",0.00019440539678916,0.00019440539678916,141
"AAV%","XGBoost","aavP2.rds","positionCode_L",0.000186995914403728,0.000186995914403728,142
"AAV%","XGBoost","aavP2.rds","oSOGF_2_sh_p60_avg",0.000172835301543361,0.000172835301543361,143
"AAV%","XGBoost","aavP2.rds","dOxGF_2_sh_p60_avg",0.000158493990898595,0.000158493990898595,144
"AAV%","XGBoost","aavP2.rds","dOSOGA_2_ev_p60_avg",6.17171033759358e-05,6.17171033759358e-05,145
"AAV%","XGBoost","aavP2.rds","positionCode_D",1.99107821575074e-05,1.99107821575074e-05,146
