playerId,signedWithTeamId,startSeasonId,endSeasonId,isFirst,isLast,birthDate,cap,ageAtSigning,contractNumber,prevTerm,prevAAVP,positionCode,height,weight,handCode,term,aavP,isResign,assists_2_ev_p60_avg,dAssists_2_ev_p60_avg,assists_2_pp_p60_avg,dAssists_2_pp_p60_avg,assists_2_sh_p60_avg,dAssists_2_sh_p60_avg,blocks_2_ev_p60_avg,dBlocks_2_ev_p60_avg,blocks_2_pp_p60_avg,dBlocks_2_pp_p60_avg,blocks_2_sh_p60_avg,dBlocks_2_sh_p60_avg,giveaways_2_ev_p60_avg,dGiveaways_2_ev_p60_avg,giveaways_2_pp_p60_avg,dGiveaways_2_pp_p60_avg,giveaways_2_sh_p60_avg,dGiveaways_2_sh_p60_avg,hits_2_ev_p60_avg,dHits_2_ev_p60_avg,hits_2_pp_p60_avg,dHits_2_pp_p60_avg,hits_2_sh_p60_avg,dHits_2_sh_p60_avg,takeaways_2_ev_p60_avg,dTakeaways_2_ev_p60_avg,takeaways_2_pp_p60_avg,dTakeaways_2_pp_p60_avg,takeaways_2_sh_p60_avg,dTakeaways_2_sh_p60_avg,x_2_ev_p60_avg,dX_2_ev_p60_avg,x_2_pp_p60_avg,dX_2_pp_p60_avg,x_2_sh_p60_avg,dX_2_sh_p60_avg,y_2_ev_p60_avg,dY_2_ev_p60_avg,y_2_pp_p60_avg,dY_2_pp_p60_avg,y_2_sh_p60_avg,dY_2_sh_p60_avg,iCorsiF_2_ev_p60_avg,dICorsiF_2_ev_p60_avg,iCorsiF_2_pp_p60_avg,dICorsiF_2_pp_p60_avg,iCorsiF_2_sh_p60_avg,dICorsiF_2_sh_p60_avg,iFenwickF_2_ev_p60_avg,dIFenwickF_2_ev_p60_avg,iFenwickF_2_pp_p60_avg,dIFenwickF_2_pp_p60_avg,iFenwickF_2_sh_p60_avg,dIFenwickF_2_sh_p60_avg,iSOGF_2_ev_p60_avg,dISOGF_2_ev_p60_avg,iSOGF_2_pp_p60_avg,dISOGF_2_pp_p60_avg,iSOGF_2_sh_p60_avg,dISOGF_2_sh_p60_avg,iGF_2_ev_p60_avg,dIGF_2_ev_p60_avg,iGF_2_pp_p60_avg,dIGF_2_pp_p60_avg,iGF_2_sh_p60_avg,dIGF_2_sh_p60_avg,ixGF_2_ev_p60_avg,dIxGF_2_ev_p60_avg,ixGF_2_pp_p60_avg,dIxGF_2_pp_p60_avg,ixGF_2_sh_p60_avg,dIxGF_2_sh_p60_avg,oCorsiF_2_ev_p60_avg,dOCorsiF_2_ev_p60_avg,oCorsiF_2_pp_p60_avg,dOCorsiF_2_pp_p60_avg,oCorsiF_2_sh_p60_avg,dOCorsiF_2_sh_p60_avg,oFenwickF_2_ev_p60_avg,dOFenwickF_2_ev_p60_avg,oFenwickF_2_pp_p60_avg,dOFenwickF_2_pp_p60_avg,oFenwickF_2_sh_p60_avg,dOFenwickF_2_sh_p60_avg,oSOGF_2_ev_p60_avg,dOSOGF_2_ev_p60_avg,oSOGF_2_pp_p60_avg,dOSOGF_2_pp_p60_avg,oSOGF_2_sh_p60_avg,dOSOGF_2_sh_p60_avg,oGF_2_ev_p60_avg,dOGF_2_ev_p60_avg,oGF_2_pp_p60_avg,dOGF_2_pp_p60_avg,oGF_2_sh_p60_avg,dOGF_2_sh_p60_avg,oxGF_2_ev_p60_avg,dOxGF_2_ev_p60_avg,oxGF_2_pp_p60_avg,dOxGF_2_pp_p60_avg,oxGF_2_sh_p60_avg,dOxGF_2_sh_p60_avg,oCorsiA_2_ev_p60_avg,dOCorsiA_2_ev_p60_avg,oCorsiA_2_pp_p60_avg,dOCorsiA_2_pp_p60_avg,oCorsiA_2_sh_p60_avg,dOCorsiA_2_sh_p60_avg,oFenwickA_2_ev_p60_avg,dOFenwickA_2_ev_p60_avg,oFenwickA_2_pp_p60_avg,dOFenwickA_2_pp_p60_avg,oFenwickA_2_sh_p60_avg,dOFenwickA_2_sh_p60_avg,oSOGA_2_ev_p60_avg,dOSOGA_2_ev_p60_avg,oSOGA_2_pp_p60_avg,dOSOGA_2_pp_p60_avg,oSOGA_2_sh_p60_avg,dOSOGA_2_sh_p60_avg,oGA_2_ev_p60_avg,dOGA_2_ev_p60_avg,oGA_2_pp_p60_avg,dOGA_2_pp_p60_avg,oGA_2_sh_p60_avg,dOGA_2_sh_p60_avg,oxGA_2_ev_p60_avg,dOxGA_2_ev_p60_avg,oxGA_2_pp_p60_avg,dOxGA_2_pp_p60_avg,oxGA_2_sh_p60_avg,dOxGA_2_sh_p60_avg,mP_2_ev_avg,dMP_2_ev_avg,mP_2_pp_avg,dMP_2_pp_avg,mP_2_sh_avg,dMP_2_sh_avg
8448208,1,20142015,20142015,FALSE,FALSE,1972-02-15,69000000,41,8,1,0.03110419906687403,R,75,230,L,1,0.07971014492753623,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8448208,13,20152016,20152016,FALSE,FALSE,1972-02-15,71400000,42,9,1,0.07971014492753623,R,75,230,L,1,0.049019607843137254,TRUE,1.17930238851462,1.17930238851462,2.306636155606407,2.306636155606407,0,0,0.7178362364871601,0.7178362364871601,0,0,0,0,1.9484126418937202,1.9484126418937202,2.636155606407322,2.636155606407322,0,0,1.5382205067582002,1.5382205067582002,0,0,0,0,1.8458646081098402,1.8458646081098402,0.6590389016018305,0.6590389016018305,0,0,3.4059429627064373,3.4059429627064373,23.093821510297477,23.093821510297477,5589.473684210527,5589.473684210527,-0.08865706506415125,-0.08865706506415125,-1.8054919908466815,-1.8054919908466815,-473.68421052631584,-473.68421052631584,12.869778239876942,12.869778239876942,15.816933638443933,15.816933638443933,94.73684210526316,94.73684210526316,9.844611243252482,9.844611243252482,10.874141876430203,10.874141876430203,94.73684210526316,94.73684210526316,7.229636381763541,7.229636381763541,8.897025171624712,8.897025171624712,94.73684210526316,94.73684210526316,0.6665622195952201,0.6665622195952201,1.318077803203661,1.318077803203661,0,0,0.8837275344711392,0.8837275344711392,1.2915585343574003,1.2915585343574003,9.069388168253052,9.069388168253052,51.58166099329165,51.58166099329165,86.3340961098398,86.3340961098398,94.73684210526316,94.73684210526316,38.60933471963082,38.60933471963082,65.57437070938214,65.57437070938214,94.73684210526316,94.73684210526316,29.072367577729985,29.072367577729985,48.10983981693363,48.10983981693363,94.73684210526316,94.73684210526316,2.563700844597,2.563700844597,7.9084668192219665,7.9084668192219665,0,0,2.6769705087450753,2.6769705087450753,6.552594627663718,6.552594627663718,9.069388168253052,9.069388168253052,47.018273489908985,47.018273489908985,10.874141876430203,10.874141876430203,189.47368421052633,189.47368421052633,36.35327797638546,36.35327797638546,9.556064073226542,9.556064073226542,94.73684210526316,94.73684210526316,26.970132885160442,26.970132885160442,7.249427917620136,7.249427917620136,94.73684210526316,94.73684210526316,2.35860477702924,2.35860477702924,1.318077803203661,1.318077803203661,0,0,2.5375837604436176,2.5375837604436176,1.0331424255236532,1.0331424255236532,31.74290975118335,31.74290975118335,1170.1833333333334,1170.1833333333334,182.08333333333337,182.08333333333337,0.6333333333333333,0.6333333333333333
8448208,13,20162017,20162017,FALSE,FALSE,1972-02-15,73000000,43,10,1,0.049019607843137254,R,75,230,L,1,0.07554794520547946,TRUE,1.4587343164353626,0.5679876939963004,1.9670477471418963,-0.6279231688962181,0,0,0.7814648123760871,0.12933471260904372,0,0,0,0,2.0057596850986235,0.11656654652827658,1.9670477471418963,-1.2372281174821647,0,0,1.5629296247521742,0.050225022797182106,0.15131136516476126,0.2797854977850315,0,0,1.7713202413857976,-0.15152270991743255,0.45393409549428376,-0.37925340381679906,0,0,3.4923999750696924,0.17573696551935702,21.582885003362474,-2.79382928211686,1831.0344827586207,-5589.473684210527,-0.08307188893951697,0.011352715959122656,-1.8826356198161847,-0.14264406780464878,-155.17241379310346,473.68421052631584,11.74802101272051,-2.2801413761743934,15.433759246805648,-0.708516758052232,31.03448275862069,-94.73684210526316,9.273382440196235,-1.1611090150163914,11.95359784801614,1.9959910216812453,31.03448275862069,-94.73684210526316,6.616402078117538,-1.2464915537716008,8.624747814391391,-0.5034602380737674,31.03448275862069,-94.73684210526316,0.9117089477721017,0.4982978354120602,1.3618022864828514,0.08084968572149642,0,0,0.8463327628948776,-0.07601053406160363,1.4181099638279144,0.23400261210557827,2.971006468910483,-9.069388168253052,52.46233773751465,1.7901087997691931,88.51714862138533,4.036619674725372,62.06896551724138,-48.58299595141701,40.19334018321008,3.219730891994246,68.69535978480161,5.770931225800894,62.06896551724138,-48.58299595141701,30.346883547271382,2.5906466447406338,50.68930733019502,4.769619264437324,62.06896551724138,-48.58299595141701,3.1779569036627544,1.2485684263359174,6.506388702084734,-2.592542361306368,0,0,2.8779820152633175,0.4085863161864678,6.808239781105356,0.47270610792596734,3.936944689416972,-7.632864660833144,49.23228317969349,4.500309852003909,11.499663752521855,1.1566345283261512,124.13793103448276,-97.16599190283402,38.00523870855704,3.357860262499095,9.532616005379959,-0.043357148535472234,93.10344827586206,-2.429149797570858,27.742000839351093,1.5689384625179237,7.111634162743779,-0.2547904729943493,93.10344827586206,-2.429149797570858,2.42254091836587,0.12995988594085883,0.9078681909885675,-0.7585068076335981,0,0,2.533696729700914,-0.007900978404541181,0.837276034906148,-0.3621709151761623,14.242692458484076,-26.025964178886106,1151.6833333333334,-37,198.26666666666668,32.36666666666662,0.9666666666666667,0.6666666666666667
8448208,20,20172018,20172018,FALSE,TRUE,1972-02-15,75000000,44,11,1,0.07554794520547946,R,75,230,L,1,0.013333333333333334,FALSE,1.513646743267244,-0.46073034325369444,1.4956942136274363,-0.3560588607641235,0,0,0.5219471528507739,-0.6413213908150477,0,0,0,0,1.931204465547863,-0.26379555346188033,1.9036108173440098,0.9818499377777601,0,0,1.3309652397694733,-0.5077353485793124,0.13597220123885784,-0.2797854977850315,0,0,1.8790097502627858,0.3641536846191542,0.13597220123885784,-0.2797854977850315,0,0,3.5416489849633495,-0.07893856631983853,19.615414145567037,-1.3318310908426234,0,0,-0.07602137975837638,0.002529936908882119,-1.4906582061741451,0.8900127578944781,0,0,11.326253216861792,1.4525622957450874,15.63680314246865,1.027963456150296,0,0,9.18626989017362,0.9914270109782493,13.461247922646926,1.1500008369168437,0,0,6.524339410634672,1.0672025431376584,10.06194289167548,3.2457913747744307,0,0,0.7829207292761607,-0.753160938444968,1.7676386161051518,0.717319112588547,0,0,0.7926028358652453,-0.02980420602198741,1.572412704986422,0.09114864159502467,0,0,56.68346079959404,6.530451666755603,104.29067835020396,27.080970599445422,46.753246753246756,1.214574898785429,44.36550799231578,5.001708897337963,82.67109835322556,22.034079356609183,46.753246753246756,1.214574898785429,33.24803363659429,3.1255611270447723,60.915546155008315,15.634024642635225,46.753246753246756,1.214574898785429,3.3404617782449524,-0.9303754549967311,5.982776854509745,1.2973461718147279,0,0,2.94870781194836,-0.2698578651108612,7.528366361186874,0.9787027337285013,1.3001745701572962,-0.27628600445318674,50.10692667367429,-2.783700418849172,11.013748300347485,-1.9786050475662584,93.50649350649351,2.429149797570858,39.850665120156584,0.27513845723002817,9.246109684242333,-0.5186588682578268,46.753246753246756,-92.3076923076923,29.49001413606872,1.875200888362457,7.614443269376039,1.2058181362398175,46.753246753246756,-92.3076923076923,2.531443691326253,0.08455481554435318,0.6798610061942892,0.23402147999757617,0,0,2.6579124511503824,0.252861047339096,0.7731587547221132,0.19880295995756503,2.8955958093453593,-5.716945572297247,1149.5416666666667,32.7166666666667,220.63333333333333,12.366666666666646,1.2833333333333332,-0.03333333333333344
8459670,4,20142015,20142015,FALSE,TRUE,1975-03-18,69000000,38,3,1,0.13996889580093314,D,70,194,L,1,0.050724637681159424,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460720,2,20142015,20142015,FALSE,FALSE,1976-08-17,69000000,37,10,1,0.008553654743390357,L,72,227,L,1,0.011231884057971014,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460720,2,20152016,20152016,FALSE,FALSE,1976-08-17,71400000,38,11,1,0.011231884057971014,L,72,227,L,1,0.008053221288515405,TRUE,0,0,0,0,0,0,3.349616189811584,3.349616189811584,0,0,0,0,0.837404047452896,0.837404047452896,0,0,0,0,8.37404047452896,8.37404047452896,0,0,0,0,0.837404047452896,0.837404047452896,0,0,0,0,59.39127167319769,59.39127167319769,0,0,0,0,8.760534650276451,8.760534650276451,0,0,0,0,10.886252616887647,10.886252616887647,0,0,0,0,9.211444521981855,9.211444521981855,0,0,0,0,7.536636427076064,7.536636427076064,0,0,0,0,1.674808094905792,1.674808094905792,0,0,0,0,0.8006583906027805,0.8006583906027805,0,0,0,0,48.569434752267966,48.569434752267966,189.47368421052633,189.47368421052633,0,0,40.195394277739005,40.195394277739005,189.47368421052633,189.47368421052633,0,0,25.12212142358688,25.12212142358688,189.47368421052633,189.47368421052633,0,0,1.674808094905792,1.674808094905792,0,0,0,0,2.4296959884168734,2.4296959884168734,18.904652340460686,18.904652340460686,0,0,64.480111653873,64.480111653873,0,0,0,0,51.91905094207955,51.91905094207955,0,0,0,0,33.49616189811584,33.49616189811584,0,0,0,0,2.512212142358688,2.512212142358688,0,0,0,0,3.317725667864523,3.317725667864523,0,0,0,0,71.65,71.65,0.31666666666666665,0.31666666666666665,0,0
8460720,2,20162017,20162017,FALSE,TRUE,1976-08-17,73000000,39,12,1,0.008053221288515405,L,72,227,L,1,0.007876712328767124,TRUE,0,0,0,0,0,0,1.9401778496362165,-3.349616189811584,0,0,0,0,1.4551333872271626,1.4680714568698705,0,0,0,0,11.156022635408245,6.6115503035690235,18.848167539267013,20.930232558139533,30,30,0.9700889248181083,0.3153337047084873,0,0,0,0,69.61507368944717,24.29748913371874,0,0,0,0,9.051675890802812,0.6919149174468906,0,0,0,0,8.730800323362974,-5.12256385608073,0,0,0,0,6.790622473726758,-5.753231265497705,0,0,0,0,5.82053354890865,-4.078423170591914,0,0,0,0,0.9700889248181083,-1.674808094905792,0,0,0,0,0.5740250674992443,-0.538607916770556,0,0,0,0,39.77364591754244,-20.903728700394765,37.69633507853403,-168.5434516523868,0,0,30.55780113177041,-22.904327995318255,37.69633507853403,-168.5434516523868,0,0,19.401778496362166,-13.594743901973045,37.69633507853403,-168.5434516523868,0,0,1.4551333872271626,-0.5220703427444087,0,0,0,0,1.8028084422014314,-1.4898364931191197,1.9111239038316021,-18.870720531372996,0,0,59.17542441390461,-12.606912806610744,37.69633507853403,41.860465116279066,90,90,47.53435731608731,-10.42049186426975,18.848167539267013,20.930232558139533,60,60,31.042845594179465,-5.830455846242636,18.848167539267013,20.930232558139533,30,30,3.395311236863379,2.0987388662868454,0,0,0,0,3.2635190061260833,-0.12882543817569747,0.7644821644562942,0.8489307756462338,4.604357902743563,4.604357902743563,61.85,-19.60000000000001,1.5916666666666668,2.55,2,2
8462042,21,20142015,20162017,FALSE,TRUE,1977-07-01,69000000,36,7,1,0.09331259720062209,R,73,210,R,3,0.07729468115942029,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8464977,28,20152016,20152016,FALSE,TRUE,1978-06-16,71400000,36,6,3,0.04821150855365474,C,77,225,L,1,0.008403361344537815,FALSE,0.24932906241883818,0.24932906241883818,2.9508196721311477,2.9508196721311477,0.5891016200294551,0.5891016200294551,1.6206389057224482,1.6206389057224482,0,0,8.836524300441827,8.836524300441827,1.0596485152800623,1.0596485152800623,2.9508196721311477,2.9508196721311477,0.5891016200294551,0.5891016200294551,5.983897498052117,5.983897498052117,2.9508196721311477,2.9508196721311477,1.1782032400589102,1.1782032400589102,1.0596485152800623,1.0596485152800623,0,0,1.1782032400589102,1.1782032400589102,4.24759047058897,4.24759047058897,0,0,39.617083946980856,39.617083946980856,0.07454167845511657,0.07454167845511657,0,0,2.503681885125184,2.503681885125184,6.046229763656826,6.046229763656826,0,0,4.712812960235641,4.712812960235641,5.298242576400312,5.298242576400312,0,0,4.123711340206186,4.123711340206186,4.1139295299108305,4.1139295299108305,0,0,3.534609720176731,3.534609720176731,0.24932906241883818,0.24932906241883818,0,0,0,0,0.4142651787624034,0.4142651787624034,0,0,0.47897667368172825,0.47897667368172825,41.70028568955069,41.70028568955069,56.06557377049181,56.06557377049181,10.603829160530193,10.603829160530193,31.041468271145355,31.041468271145355,38.36065573770492,38.36065573770492,8.247422680412372,8.247422680412372,21.75396069604363,21.75396069604363,32.459016393442624,32.459016393442624,7.658321060382916,7.658321060382916,1.4959743745130292,1.4959743745130292,2.9508196721311477,2.9508196721311477,1.1782032400589102,1.1782032400589102,1.9290145563544838,1.9290145563544838,2.8374804499826385,2.8374804499826385,1.0966033071079426,1.0966033071079426,49.30482209332525,49.30482209332525,14.754098360655739,14.754098360655739,106.62739322533137,106.62739322533137,38.45900787810579,38.45900787810579,11.80327868852459,11.80327868852459,74.8159057437408,74.8159057437408,28.67284217816639,28.67284217816639,11.80327868852459,11.80327868852459,58.32106038291606,58.32106038291606,2.1192970305601246,2.1192970305601246,0,0,7.069219440353462,7.069219440353462,2.771264464116411,2.771264464116411,0.9237313756909467,0.9237313756909467,7.2263791743596775,7.2263791743596775,962.5833333333334,962.5833333333334,20.333333333333332,20.333333333333332,101.85,101.85
