playerId,mP_2_all,x_2_all,y_2_all,CorsiA_2_all,FenwickA_2_all,SOGA_2_all,GA_2_all,xGA_2_all,mP_3_all,x_3_all,y_3_all,CorsiA_3_all,FenwickA_3_all,SOGA_3_all,GA_3_all,xGA_3_all,seasonId
8471306,1159.6166666666666,58.85342465753425,-1.4027397260273973,730,730,546,50,47.80382520319142,0,NA,NA,0,0,0,0,0,20142015
8471403,1731.7833333333333,59.58600337268128,-0.6838111298482293,1186,1186,852,75,77.80349296961455,336.25,60.69635627530364,-1.777327935222672,247,247,171,16,14.838843888868457,20142015
8471418,1920.35,60.83520900321543,0.00884244372990353,1244,1244,875,87,90.7572953665946,0,NA,NA,0,0,0,0,0,20142015
8471469,3850.7833333333338,58.76101900525677,0.1407197735543874,2473,2473,1807,140,149.09488202872103,424.65,59.989583333333336,0.2743055555555556,288,288,208,19,17.24975547652126,20142015
8471679,3976.55,60.21808118081181,-0.6833948339483394,2710,2710,1953,130,174.0533511560229,751.7166666666667,58.417204301075266,-1.6602150537634408,465,465,352,28,26.41672535382637,20142015
8471695,4063.016666666667,57.343500363108205,-0.23057371096586785,2754,2754,2011,156,165.43890865999464,0,NA,NA,0,0,0,0,0,20142015
8471715,2837.85,60.57373519913886,0.05489773950484392,1858,1858,1353,108,135.00066649998809,240.93333333333337,59.71204188481675,-1.6701570680628273,191,191,137,15,12.592492783523909,20142015
8471734,4184.25,58.90438988095238,0.20907738095238096,2688,2688,1896,156,168.4337346995062,0,NA,NA,0,0,0,0,0,20142015
8471750,3519,57.40317600352889,-0.41288045875606527,2267,2267,1620,136,147.09585967950687,1458.9666666666667,58.31104033970276,0.7622080679405521,942,942,669,53,58.99756063577168,20142015
8471774,1236.5,61.55321944809461,0.7003942181340341,761,761,553,54,53.100478523198554,0,NA,NA,0,0,0,0,0,20142015
8473404,1004.8833333333332,58.66613418530351,-1.3146964856230032,626,626,452,51,38.5174178114521,0,NA,NA,0,0,0,0,0,20142015
8473434,1052.8166666666666,59.82387190684134,0.15283842794759825,687,687,488,54,45.11783584669816,0,NA,NA,0,0,0,0,0,20142015
8473461,2885.383333333333,57.93870489372219,-0.1329708353929807,2023,2023,1490,108,125.33796933191972,0,NA,NA,0,0,0,0,0,20142015
8473499,748.45,58.75185185185185,-0.6925925925925925,540,540,403,33,35.78111545974296,0,NA,NA,0,0,0,0,0,20142015
8473503,1766.8833333333334,58.486988847583646,-1.0743494423791822,1345,1345,1001,93,91.80697212883923,0,NA,NA,0,0,0,0,0,20142015
8473523,2833.6,58.985439173320806,-0.08219821512447158,2129,2129,1504,145,139.24276471710184,0,NA,NA,0,0,0,0,0,20142015
8473541,3177.15,59.03525641025641,-1.4254807692307692,2496,2496,1735,152,168.56236677420313,0,NA,NA,0,0,0,0,0,20142015
8473553,36.75,52.666666666666664,-3.7777777777777777,27,27,17,1,1.443184221738999,0,NA,NA,0,0,0,0,0,20142015
8473575,3306.8333333333335,59.254746835443044,-0.32674050632911394,2528,2528,1791,141,165.2559519249739,0,NA,NA,0,0,0,0,0,20142015
8473607,1849.75,59.45313553607552,0.03776129467296021,1483,1483,1067,92,100.56794409015298,11,44.5,8.875,8,8,6,0,0.6145832599795363,20142015
8473614,316.71666666666664,59.27615062761506,0.19246861924686193,239,239,168,15,17.666664464706216,0,NA,NA,0,0,0,0,0,20142015
8473972,2871,60.03666997026759,-1.1788899900891971,2018,2018,1376,113,129.6220316482758,322.31666666666666,61.76855895196506,2.0087336244541483,229,229,173,14,14.932890471156057,20142015
8474152,832.5166666666667,62.34402852049911,-0.3939393939393939,561,561,419,27,40.62623895075,297.76666666666665,61.870370370370374,-2.4583333333333335,216,216,171,11,11.243912431906748,20142015
8474202,71.85,60.166666666666664,0.8055555555555556,36,36,25,5,1.9188977046357865,0,NA,NA,0,0,0,0,0,20142015
8474550,3587.9,58.30829420970266,0.12597809076682315,2556,2556,1811,155,158.25397154508855,0,NA,NA,0,0,0,0,0,20142015
8474591,65.9,57.44736842105263,-2.3157894736842106,38,38,25,1,2.7007238703057195,0,NA,NA,0,0,0,0,0,20142015
8474593,77.63333333333334,59.48076923076923,-0.2692307692307692,52,52,33,4,2.854393343811947,0,NA,NA,0,0,0,0,0,20142015
8474596,2077.0333333333333,60.84156862745098,0.5419607843137255,1275,1275,909,79,83.54190753815547,327.73333333333335,61.86931818181818,-0.5397727272727273,176,176,125,12,11.396591727846715,20142015
8474636,2138.366666666667,59.33625730994152,-0.5738304093567251,1368,1368,986,85,97.46979956749162,0,NA,NA,0,0,0,0,0,20142015
8474651,4247.483333333334,57.152227288670645,-0.4531743247983164,2851,2851,2044,157,179.96449506963864,805.7166666666667,60.03015075376885,0.35678391959798994,597,597,412,23,38.78324955996587,20142015
8474682,1004.9666666666668,59.09971098265896,-1.3092485549132948,692,692,509,46,46.489505618350584,0,NA,NA,0,0,0,0,0,20142015
8474690,65,61.75757575757576,0.9393939393939394,33,33,26,3,2.39827019815718,0,NA,NA,0,0,0,0,0,20142015
8474765,1407.9666666666667,58.25091911764706,-0.7536764705882353,1088,1088,798,73,66.59757469693032,0,NA,NA,0,0,0,0,0,20142015
8474889,775.3666666666667,59.15625,-1.3705357142857142,448,448,307,29,30.6990027420356,0,NA,NA,0,0,0,0,0,20142015
8475215,1471.5833333333333,58.60247855100096,-0.7559580552907531,1049,1049,779,74,63.62641530724795,0,NA,NA,0,0,0,0,0,20142015
8475252,250.25,58.56053811659193,-0.6233183856502242,223,223,155,18,14.362879687531017,0,NA,NA,0,0,0,0,0,20142015
8475299,333.28333333333336,60.57272727272727,-0.6636363636363637,220,220,153,14,14.318340379146989,0,NA,NA,0,0,0,0,0,20142015
8475311,1568.7166666666667,58.203960396039605,-0.9782178217821782,1010,1010,719,68,59.215022992808144,23.166666666666668,66.25,2.375,16,16,9,0,1.034569338905239,20142015
8475361,351.2,58.55744680851064,0.16170212765957448,235,235,168,15,15.645920918420405,0,NA,NA,0,0,0,0,0,20142015
8475622,1009.85,59.43076923076923,-0.22923076923076924,650,650,450,44,43.93804303830488,0,NA,NA,0,0,0,0,0,20142015
8475660,2094.95,61.077597840755736,-1.2921727395411606,1482,1482,1038,77,98.532806560398285,0,NA,NA,0,0,0,0,0,20142015
8475663,2323.9666666666667,60.94860681114551,-0.4938118811881188,1616,1616,1201,95,114.85318849189288,198.26666666666668,55.92741935483871,-2.379032258064516,124,124,88,10,7.653924109545161,20142015
8475680,92.41666666666669,56.622950819672134,0.16393442622950818,61,61,44,7,4.395597007612014,0,NA,NA,0,0,0,0,0,20142015
8475681,3227.5666666666666,58.940064545873675,-0.05394190871369295,2169,2169,1542,170,146.48332931683768,0,NA,NA,0,0,0,0,0,20142015
8475683,2994.4333333333334,60.118906605922554,0.4533029612756264,2195,2195,1632,134,145.59975158521695,0,NA,NA,0,0,0,0,0,20142015
8475717,895.1,57.61714285714286,-0.8514285714285714,700,700,511,35,45.77173037479368,0,NA,NA,0,0,0,0,0,20142015
8475781,20,60.38461538461539,2.3846153846153846,13,13,12,3,0.9654679523175212,0,NA,NA,0,0,0,0,0,20142015
8475831,65,57.63636363636363,1.0909090909090908,33,33,25,2,1.5209074380103151,60,52.975,-1.875,40,40,21,3,1.9966253973172323,20142015
8475839,307.75,61.616379310344826,-0.4051724137931034,232,232,158,14,16.210966827520316,0,NA,NA,0,0,0,0,0,20142015
8475852,1585.0333333333333,59.82421875,1.8115234375,1024,1024,768,63,70.49005508826997,398.23333333333335,60.07786885245902,-2.4631147540983607,244,244,186,14,16.368379916498565,20142015
8475883,3105.7166666666667,59.62014388489209,-0.38321342925659474,2085,2085,1436,123,138.84652487450435,1049.6666666666667,59.91545189504373,0.478134110787172,686,686,472,41,40.7935019282222,20142015
8476234,925.4333333333332,59.24242424242424,-0.3365231259968102,627,627,469,40,42.50963819361745,0,NA,NA,0,0,0,0,0,20142015
8476316,59.6,62.27142857142857,-2.5285714285714285,70,70,51,2,5.00738932684819,0,NA,NA,0,0,0,0,0,20142015
8476341,255.71666666666667,60.272222222222226,0.4111111111111111,180,180,149,20,15.872378566467052,0,NA,NA,0,0,0,0,0,20142015
8476434,1339.9166666666667,60.43196544276458,0.10259179265658748,926,926,674,58,61.30682411582197,0,NA,NA,0,0,0,0,0,20142015
8476839,1336.4833333333331,60.06639427987743,-0.3575076608784474,979,979,681,76,67.8178239730357,0,NA,NA,0,0,0,0,0,20142015
8476844,900.2,57.41989881956155,-1.2006745362563238,593,593,425,35,40.41995114441952,0,NA,NA,0,0,0,0,0,20142015
8476876,31.25,59.57142857142857,1.2142857142857142,14,14,6,3,0.9271086068119122,0,NA,NA,0,0,0,0,0,20142015
8476883,864.1166666666667,57.02456140350877,-0.0912280701754386,570,570,415,34,36.48203441022737,112.71666666666668,59.52054794520548,-0.6301369863013698,73,73,57,6,5.294621147739633,20142015
8476904,22.866666666666667,40.357142857142854,3.5714285714285716,14,14,10,0,0.5913013311092303,0,NA,NA,0,0,0,0,0,20142015
8476992,105.73333333333332,60.88135593220339,1.9830508474576272,59,59,47,4,4.0990504838098225,0,NA,NA,0,0,0,0,0,20142015
8477084,119.08333333333331,62.89655172413793,-3.396551724137931,58,58,45,1,3.9034706860590886,0,NA,NA,0,0,0,0,0,20142015
8477092,60,66.72222222222223,-3.7777777777777777,54,54,36,3,4.282016054629082,0,NA,NA,0,0,0,0,0,20142015
8477202,1410.9833333333331,60.56818181818182,0.01136363636363636,968,968,707,42,60.80220177110502,122.15,60.75238095238095,-2.8190476190476192,105,105,81,7,6.079249306362903,20142015
8477234,118.36666666666666,61.67816091954023,-0.21839080459770116,87,87,58,3,5.15843600458041,0,NA,NA,0,0,0,0,0,20142015
8477293,792.1833333333333,60.42940038684719,-1.7214700193423598,517,517,389,25,33.31228683306726,0,NA,NA,0,0,0,0,0,20142015
8466141,3601.85,58.51395730706076,-0.3854679802955665,2436,2436,1801,141,155.52437220144566,438.3333333333333,56.75806451612903,0.1774193548387097,310,310,227,15,19.143570902515663,20152016
8467950,3477.133333333333,60.22055427251732,0.1285604311008468,2598,2598,1915,161,167.24947827247755,0,NA,NA,0,0,0,0,0,20152016
8468011,3043.483333333333,60.38058340929808,-0.577939835916135,2194,2194,1634,137,155.96984633537264,0,NA,NA,0,0,0,0,0,20152016
8468038,39.483333333333334,64.3157894736842,-6.684210526315789,19,19,17,1,1.4496310832391082,0,NA,NA,0,0,0,0,0,20152016
8468685,3772.366666666667,61.874588665447895,0.09542961608775136,2735,2735,1944,156,195.18369048253408,204.81666666666663,61.96666666666667,-2.08,150,150,113,15,11.49739663036383,20152016
8469514,62.3,64.51515151515152,-3.272727272727273,33,33,28,4,2.6732510806282295,0,NA,NA,0,0,0,0,0,20152016
8469608,1753.5,60.17460317460318,-0.4595616024187453,1323,1323,921,77,84.89944086974548,0,NA,NA,0,0,0,0,0,20152016
8470140,2279.1833333333334,59.951204447189625,-0.10809141445336629,1619,1619,1121,105,109.567497337982,554.7833333333333,60.8986301369863,-0.136986301369863,365,365,257,26,23.403620502054157,20152016
8470147,835.4333333333333,59.97118644067797,1.493220338983051,590,590,417,46,46.61215158824527,0,NA,NA,0,0,0,0,0,20152016
8470320,3038.0666666666666,60.52248953974895,0.8284518828451883,1912,1912,1343,122,130.85917414144458,0,NA,NA,0,0,0,0,0,20152016
8470594,3462.55,59.26375545851528,-0.00480349344978166,2290,2290,1665,132,145.79891049325525,79.31666666666666,61.09090909090909,3.886363636363636,44,44,32,4,2.9699527204126746,20152016
8470645,3322.65,61.58206356116674,0.6874183717892903,2297,2297,1719,131,152.66058583128506,447.8,63.07665505226481,-1.0418118466898956,287,287,205,19,18.762735911738385,20152016
8470657,1973.8833333333337,60.63248502994012,-0.0815868263473054,1336,1336,979,92,91.501756907963,117.15,56.32183908045977,0.5172413793103449,87,87,64,7,5.522969631662938,20152016
8470860,2091.1833333333334,61.40645634629494,0.8723404255319149,1363,1363,984,80,97.06845242863037,0,NA,NA,0,0,0,0,0,20152016
8470880,2263,62.145806451612906,0.2264516129032258,1550,1550,1114,78,108.33444396979536,1057.6666666666667,63.42312746386334,-0.5427069645203679,761,761,546,43,51.91575937785832,20152016
8471186,50.5,67.45454545454545,0,33,33,18,4,3.745237587025781,0,NA,NA,0,0,0,0,0,20152016
8471219,1351.2333333333331,58.173210161662816,-1.033487297921478,866,866,608,49,57.02976175221507,0,NA,NA,0,0,0,0,0,20152016
8471227,3861.4,57.909858074415034,-1.0644418872266974,2607,2607,1829,150,157.80226794988073,358.85,59.726141078838175,-0.5601659751037344,241,241,163,20,14.111470502710306,20152016
8471239,3412.4333333333334,59.44016893477241,-0.4026278742374472,2131,2131,1597,122,155.87827184277802,0,NA,NA,0,0,0,0,0,20152016
8471306,2287.4666666666667,59.58343558282208,0.05521472392638037,1630,1630,1197,90,116.58506198784175,733.1333333333333,59.362637362637365,0.6776556776556777,546,546,388,30,35.69184389341544,20152016
8471403,2144.633333333333,59.39875604699378,-0.5038009675190048,1447,1447,1034,94,96.1842239650045,0,NA,NA,0,0,0,0,0,20152016
8471418,356.3333333333333,62.552,0.816,250,250,175,16,19.41458013367824,0,NA,NA,0,0,0,0,0,20152016
8471469,3895.366666666667,58.336192109777016,-0.5394511149228131,2332,2332,1745,161,145.43227503461733,865.9666666666667,58.983361064891845,-1.1647254575707155,601,601,404,38,37.146871611516005,20152016
8471679,698.3333333333334,56.091649694501015,-0.1894093686354379,491,491,365,24,29.96077644106593,0,NA,NA,0,0,0,0,0,20152016
8471695,3678.05,58.014783927217586,0.23881728582259287,2638,2638,1855,157,165.8937458719795,0,NA,NA,0,0,0,0,0,20152016
8471715,1899.0166666666669,59.77942322681216,-0.3819173811379579,1283,1283,918,88,92.24238905968194,0,NA,NA,0,0,0,0,0,20152016
8471734,4034.483333333333,59.92934782608695,-0.28233009708737866,2576,2576,1820,149,175.57252678179367,295.5833333333333,59.51231527093596,0.04926108374384237,203,203,132,15,14.63293987408772,20152016
8471750,3584.633333333333,56.82629107981221,-0.5646606914212549,2343,2343,1673,123,143.3868324745902,582.4333333333333,58.139024390243904,-0.0975609756097561,410,410,297,18,27.858725094375032,20152016
8471774,674.1333333333333,58.7010582010582,1.6216931216931216,378,378,285,33,27.783431882027365,0,NA,NA,0,0,0,0,0,20152016
8473404,232.71666666666667,65.71333333333334,0.5933333333333334,150,150,109,13,10.799572871841102,0,NA,NA,0,0,0,0,0,20152016
8473434,2591.0833333333335,58.99778147531891,0.6577925679423183,1803,1803,1271,102,119.84937379545572,0,NA,NA,0,0,0,0,0,20152016
8473461,3150.4333333333334,59.08089260808926,-0.9549046954904696,2151,2151,1602,132,144.27701111438395,176.1,57.78294573643411,0.9457364341085271,129,129,81,12,9.66085818181959,20152016
8473499,720.7166666666667,58.83524904214559,-0.5153256704980843,522,522,374,29,31.51320003070705,0,NA,NA,0,0,0,0,0,20152016
8473503,2290.45,57.20253968253968,0.5441269841269841,1575,1575,1128,88,99.23910023907156,29.083333333333332,49.55555555555556,13.333333333333334,9,9,7,1,0.3450714047395005,20152016
8473523,856.3,58.71766848816029,-1.506375227686703,549,549,399,31,37.66578930579334,0,NA,NA,0,0,0,0,0,20152016
8473541,2146.766666666667,58.245367412140574,-0.10351437699680512,1565,1565,1114,103,99.84889225091422,0,NA,NA,0,0,0,0,0,20152016
8473553,732.05,57.03377110694184,0.7879924953095685,533,533,408,34,31.485304876405593,117.21666666666668,54.258426966292134,3.146067415730337,89,89,65,6,5.405822837047218,20152016
8473575,3159.4166666666665,58.28893528183716,-0.41586638830897704,2395,2395,1714,148,152.52532572533923,0,NA,NA,0,0,0,0,0,20152016
8473607,1825.5166666666669,59.64492753623188,0.01851851851851851,1242,1242,908,69,80.87744726217007,178.41666666666666,55.95424836601307,-1.4052287581699343,153,153,105,2,8.639320186990203,20152016
8473614,59.86666666666667,51.46666666666667,-3.488888888888889,45,45,31,3,2.5496641167687213,0,NA,NA,0,0,0,0,0,20152016
8473972,1350.8666666666666,59.54862579281184,-0.49365750528541225,946,946,654,79,63.67677157608533,0,NA,NA,0,0,0,0,0,20152016
8474152,1560.0166666666669,60.23644859813084,1.0532710280373832,1070,1070,784,67,70.58369012627982,0,NA,NA,0,0,0,0,0,20152016
8474550,2654.383333333333,60.18549280177187,-1.034330011074197,1806,1806,1246,118,121.71704924884442,237.01666666666668,62.28148148148148,2.2222222222222223,135,135,96,13,7.998767894507141,20152016
8474593,1847.4333333333336,59.875370919881306,-0.021513353115727,1348,1348,988,84,96.40040798673424,0,NA,NA,0,0,0,0,0,20152016
8474596,2583.366666666667,60.90419869899467,-0.3648728562980485,1691,1691,1261,101,114.30300879550477,169.1,60.23809523809524,-0.5904761904761905,105,105,68,7,7.2729198438461715,20152016
8474636,1585.95,60.04612546125461,-1.0009225092250922,1084,1084,805,75,73.88160705141185,0,NA,NA,0,0,0,0,0,20152016
8474651,3841.1833333333334,58.234833659491194,-0.7639921722113503,2555,2555,1803,141,163.06102796611475,731.5333333333333,57.68642447418738,-0.751434034416826,523,523,363,21,29.21266470774304,20152016
8474682,226.16666666666663,60.38805970149254,-1.7462686567164178,134,134,98,12,8.694721449476013,0,NA,NA,0,0,0,0,0,20152016
8474765,906.1333333333332,59.589285714285715,-1.6899350649350648,616,616,443,47,39.77427704425596,0,NA,NA,0,0,0,0,0,20152016
8474889,3785.866666666667,59.60419235511714,1.7361282367447597,2433,2433,1734,143,157.79319574176662,1473.3,59.21656686626746,1.0489021956087825,1002,1002,684,53,61.44404261091003,20152016
8475195,1500.5833333333333,61.00730593607306,0.4009132420091324,1095,1095,789,78,77.31310825883278,0,NA,NA,0,0,0,0,0,20152016
8475215,1164.0833333333333,57.61207897793263,-0.6643437862950058,861,861,635,48,50.83175750969266,0,NA,NA,0,0,0,0,0,20152016
8475234,398.7,58.02985074626866,0.6604477611940298,268,268,210,18,20.437546122879027,4.783333333333333,68.25,-0.25,4,4,2,0,0.4039897147874001,20152016
8475299,1196.75,61.36764705882353,-0.392156862745098,816,816,564,55,55.90436556258622,0,NA,NA,0,0,0,0,0,20152016
8475311,1063.4,58.96978021978022,-1.2307692307692308,728,728,507,43,47.077688065236075,0,NA,NA,0,0,0,0,0,20152016
8475361,1258.4666666666667,58.79768786127168,-0.4797687861271676,865,865,623,57,52.882960768180794,0,NA,NA,0,0,0,0,0,20152016
8475622,978.9333333333332,57.93202416918429,0.3066465256797583,662,662,464,38,43.596240125601064,19.95,66.5,11.25,4,4,3,1,0.41869658601284143,20152016
8475660,3222.8166666666666,59.70189343901365,-0.20035226772346984,2271,2271,1649,137,154.78711087495836,0,NA,NA,0,0,0,0,0,20152016
8475663,1920.1,61.69423368740516,-1.3034901365705616,1318,1318,910,90,93.26257833256504,0,NA,NA,0,0,0,0,0,20152016
8475681,821.9666666666667,58.76381909547739,0.20268006700167504,597,597,447,42,39.41882436907967,0,NA,NA,0,0,0,0,0,20152016
8475683,2116.35,57.23419041000695,-0.10979847116052814,1439,1439,1049,97,96.82557620141476,0,NA,NA,0,0,0,0,0,20152016
8475717,985.4333333333332,59.931909212283045,-1.144192256341789,749,749,539,42,52.75209997331202,0,NA,NA,0,0,0,0,0,20152016
8475809,240.75,61.1125,-1.9375,160,160,116,5,11.792159531911285,0,NA,NA,0,0,0,0,0,20152016
8475831,1111.0333333333333,58.285714285714285,-0.7380952380952381,756,756,523,43,49.94968631774239,0,NA,NA,0,0,0,0,0,20152016
8475839,2206.0666666666666,58.011536126290224,1.289010321797207,1647,1647,1143,101,104.42151871223146,0,NA,NA,0,0,0,0,0,20152016
8475852,2960.5833333333335,58.839412360688954,0.02279635258358662,1974,1974,1448,115,133.28441569444286,177.16666666666666,57.794392523364486,1.0841121495327102,107,107,73,4,6.88262125927859,20152016
8475883,2297.9333333333334,58.60273081924577,-0.31014304291287387,1538,1538,1086,88,98.04148490284751,297.3666666666667,57.57,-0.61,200,200,132,7,10.757388865523646,20152016
8476234,1240.4333333333334,58.712066905615295,-1.038231780167264,837,837,605,58,56.13412450543217,0,NA,NA,0,0,0,0,0,20152016
8476309,60,54.1025641025641,1.1538461538461535,39,39,30,4,1.8209025455579273,0,NA,NA,0,0,0,0,0,20152016
8476316,299.51666666666665,61.11467889908257,1.2935779816513762,218,218,142,18,16.434489854649062,0,NA,NA,0,0,0,0,0,20152016
8476341,178.15,57.906976744186046,2.5271317829457365,129,129,97,9,10.606804320401078,0,NA,NA,0,0,0,0,0,20152016
8476343,974.95,57.8921875,-0.684375,640,640,456,49,41.165844416923306,0,NA,NA,0,0,0,0,0,20152016
8476412,12.783333333333331,66.83333333333333,-0.5,6,6,4,1,0.4268561569037228,0,NA,NA,0,0,0,0,0,20152016
8476433,20,59.666666666666664,5.666666666666667,9,9,6,2,0.6733900268398176,0,NA,NA,0,0,0,0,0,20152016
8476434,2294.6666666666665,59.97444996451384,0.0880056777856636,1409,1409,993,79,89.96511154457112,116.75,61.5679012345679,-1.3580246913580247,81,81,60,6,5.373901577908737,20152016
8476444,194.03333333333333,58.6412213740458,-0.22137404580152673,131,131,93,11,9.091261521757469,0,NA,NA,0,0,0,0,0,20152016
8476883,1258.6333333333334,56.67627494456763,-0.35365853658536583,902,902,646,58,55.10971600834721,434.4166666666667,59.030812324929975,-1.1680672268907564,357,357,267,20,24.33905974946054,20152016
8476899,748.5833333333334,58.83153347732181,0.04103671706263499,463,463,355,25,30.62940160464596,1267.2666666666669,58.31616766467066,-0.4179640718562874,835,835,576,44,50.79133549983845,20152016
8476904,31.816666666666663,69.78571428571429,-5.214285714285714,14,14,11,0,1.173875567741666,0,NA,NA,0,0,0,0,0,20152016
8476914,1803.05,59.571005917159766,1.073224852071006,1352,1352,969,78,92.91780383380733,0,NA,NA,0,0,0,0,0,20152016
8476945,1433.4666666666667,60.168432203389834,-0.8336864406779662,944,944,683,56,66.36796600061106,0,NA,NA,0,0,0,0,0,20152016
8476999,1130.6666666666667,57.91570881226053,-0.02298850574712643,783,783,565,49,47.0797800631635,0,NA,NA,0,0,0,0,0,20152016
8477202,1382.3166666666666,59.623862487360974,0.08088978766430738,989,989,712,61,64.97061920513593,0,NA,NA,0,0,0,0,0,20152016
8477237,3122.733333333333,60.531157270029674,-0.4564787339268051,2022,2022,1458,141,132.3213857576702,0,NA,NA,0,0,0,0,0,20152016
8477293,1150.35,61.681451612903224,0.3911290322580645,744,744,530,43,52.711015537980465,93.83333333333331,61.57407407407408,-1.0925925925925926,54,54,38,4,4.103120569959819,20152016
8477356,59.95,58.97727272727273,0.2272727272727273,44,44,32,1,2.8450693922330665,0,NA,NA,0,0,0,0,0,20152016
8477424,58.016666666666666,51.61290322580645,-2.774193548387097,31,31,23,3,1.8468707980263477,0,NA,NA,0,0,0,0,0,20152016
8477831,24.433333333333337,57,-0.8571428571428571,7,7,6,1,0.3414856961643505,0,NA,NA,0,0,0,0,0,20152016
8477914,18.466666666666665,59.25,-3.25,4,4,3,1,0.3117472010079836,0,NA,NA,0,0,0,0,0,20152016
8478559,58.03333333333333,61.229166666666664,-4.291666666666667,48,48,34,3,2.514960003705619,0,NA,NA,0,0,0,0,0,20152016
8478999,49.7,59.111111111111114,4.333333333333333,27,27,20,5,1.6164959798257017,0,NA,NA,0,0,0,0,0,20152016
8479292,60,62.073170731707314,-4.560975609756097,41,41,28,2,2.446812139404582,0,NA,NA,0,0,0,0,0,20152016
8466141,2327.1666666666665,58.81163084702908,-1.343236409608091,1582,1582,1218,104,106.73960177626368,0,NA,NA,0,0,0,0,0,20162017
