playerId,gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,iMC_ev,iMC_pp,iMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
8465009,2021020012,2021-10-14,14.3,0,2.05,0,0,0,7,0,0,0,0,0,9,0,1,4,0,0,16,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0,1,19,0,3,0,0,0,11,0,1,14,0,2,0,0,0,9,0,1,10,0,2,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,1
8465009,2021020025,2021-10-16,16.016666666666666,0,1.3833333333333333,0,0,0,9,0,0,0,0,0,6,0,1,3,0,0,8,0,0,1,0,0,10,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,12,0,0,25,0,1,2,0,0,7,0,0,16,0,0,2,0,0,5,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0
8465009,2021020046,2021-10-19,18.166666666666668,0,1.7833333333333334,0,0,0,12,0,0,0,0,0,3,0,2,4,0,0,16,0,2,2,0,0,8,0,0,0,0,0,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,12,0,0,18,0,6,1,0,0,9,0,0,17,0,6,1,0,0,9,0,0,13,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8465009,2021020057,2021-10-21,15.616666666666667,0,2.95,0,0,0,5,0,1,0,0,0,5,0,1,1,0,0,9,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12,0,1,15,0,3,1,0,0,10,0,1,12,0,3,1,0,0,4,0,1,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8465009,2021020077,2021-10-23,20.433333333333334,0,0,0,0,0,7,0,0,0,0,0,5,0,0,2,0,0,17,0,0,2,0,0,9,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,14,0,0,19,0,0,3,0,0,9,0,0,14,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8465009,2021020082,2021-10-24,16.25,0,0,0,0,0,4,0,0,0,0,0,9,0,0,1,0,0,15,0,0,1,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,9,0,0,19,0,0,1,0,0,9,0,0,15,0,0,1,0,0,7,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
8465009,2021020121,2021-10-30,16.483333333333334,0,1.7333333333333334,0,0,0,10,0,1,0,0,0,8,0,1,3,0,0,9,0,1,1,0,0,7,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,4,0,0,2,0,0,9,0,1,22,0,3,2,0,0,6,0,1,17,0,2,2,0,0,6,0,1,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,1
8465009,2021020150,2021-11-04,17.8,1.0833333333333333,2.25,0,0,0,8,0,1,0,0,0,10,2,1,0,0,0,14,0,0,0,0,0,8,0,0,0,0,0,1,0,0,4,0,0,11,0,0,0,0,0,0,0,0,4,1,0,18,1,0,27,1,4,3,0,0,15,0,0,18,1,3,3,0,0,14,0,0,15,1,3,0,0,0,3,0,0,0,1,1,0,0,0,3,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8465009,2021020170,2021-11-06,17.566666666666666,0,0.16666666666666666,0,0,0,5,0,0,0,0,0,6,0,0,1,0,0,5,0,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,13,0,0,24,0,0,1,0,0,8,0,0,16,0,0,0,0,0,5,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8465009,2021020176,2021-11-07,16.45,0,1.3166666666666667,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,1,16,0,2,1,0,0,13,0,1,12,0,2,0,0,0,10,0,0,7,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8465009,2021020199,2021-11-11,19.183333333333334,0.31666666666666665,0.85,0,0,0,12,0,0,0,0,0,6,0,1,3,0,0,13,0,0,1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,29,1,0,14,0,1,2,0,0,21,1,0,11,0,1,0,0,0,14,0,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,1,0,0
8465009,2021020230,2021-11-15,13.9,0.13333333333333333,2.0166666666666666,0,0,0,10,1,0,0,0,0,5,0,0,3,0,0,11,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,5,10,1,0,0,15,0,0,9,0,2,1,0,0,10,0,0,9,0,2,0,0,0,6,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8465009,2021020233,2021-11-16,17.733333333333334,0,4.45,0,0,0,7,0,2,0,0,0,7,0,0,4,0,0,16,0,0,1,0,0,14,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,1,21,0,2,3,0,0,13,0,1,20,0,2,3,0,0,11,0,1,16,0,2,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,3,0,0,2,0,0
8465009,2021020266,2021-11-20,14.5,1.45,3.45,0,0,0,3,3,2,0,0,0,9,0,2,1,0,0,6,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,15,4,0,15,0,4,1,0,0,12,3,0,12,0,3,1,0,0,11,2,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
8465009,2021020276,2021-11-21,16.383333333333333,0.2,4.35,0,0,0,5,0,1,0,0,0,8,0,4,3,0,0,12,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,11,0,0,20,0,7,2,0,0,8,0,0,15,0,5,2,0,0,6,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8465009,2021020369,2021-12-04,14.466666666666667,0,2.183333333333333,0,0,0,6,0,2,0,0,0,3,0,2,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,10,0,0,10,0,6,3,0,0,6,0,0,4,0,6,2,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8465009,2021020377,2021-12-05,14.766666666666667,0,1.25,0,0,0,4,0,2,0,0,0,6,0,0,6,0,0,10,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,7,0,0,18,0,2,2,0,0,7,0,0,11,0,2,1,0,0,4,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8465009,2021020391,2021-12-07,16.133333333333333,0,3.1,0,0,0,3,0,1,0,0,0,3,0,3,4,0,1,9,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,2,0,0,3,0,0,13,0,2,14,0,10,1,0,0,11,0,1,9,0,9,0,0,0,5,0,1,7,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8465009,2021020404,2021-12-09,17.45,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,5,7,0,0,4,0,0,15,0,0,14,0,0,2,0,0,11,0,0,12,0,0,1,0,0,7,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
8465009,2021020422,2021-12-11,13.15,0,0.85,0,0,0,6,0,0,0,0,0,5,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,5,0,10,7,0,0,0,0,12,0,0,13,0,1,0,0,0,11,0,0,9,0,1,0,0,0,7,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8465009,2021020438,2021-12-14,17.433333333333334,0,1.9,0,0,0,3,0,1,0,0,0,5,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0,0,28,0,4,0,0,0,10,0,0,22,0,3,0,0,0,9,0,0,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
8465009,2021020458,2021-12-16,17.65,0.03333333333333333,1.7,0,0,0,10,0,0,0,0,0,9,0,0,3,0,0,9,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,3,0,0,14,0,2,23,0,2,1,0,0,7,0,2,17,0,2,1,0,0,5,0,2,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8465009,2021020483,2021-12-19,18.1,0,0,0,0,0,11,0,0,0,0,0,8,0,0,1,0,0,8,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,14,0,0,16,0,0,3,0,0,11,0,0,12,0,0,3,0,0,9,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
8465009,2021020553,2021-12-30,20.566666666666666,0,1.6166666666666667,0,0,0,11,0,2,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,15,0,0,24,0,7,2,0,0,13,0,0,19,0,7,2,0,0,12,0,0,17,0,7,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,0,0,1,0,0,1,0,2
8465009,2021020569,2022-01-01,22.083333333333332,0,0,0,0,0,6,0,0,0,0,0,9,0,0,2,0,0,11,0,0,1,0,0,6,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,11,0,0,0,0,0,11,0,0,5,0,0,0,0,0,8,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8465009,2021020653,2022-01-13,15.1,0,3.4166666666666665,0,0,0,4,0,0,0,0,0,8,0,2,0,0,2,6,0,2,1,0,0,5,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,12,0,0,13,0,4,2,0,0,11,0,0,11,0,3,2,0,0,8,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
8465009,2021020670,2022-01-15,16.05,0,2.183333333333333,0,0,0,5,0,0,0,0,0,8,0,0,1,0,0,13,0,0,0,0,0,5,0,0,0,0,1,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,7,0,0,18,0,3,2,0,0,7,0,0,15,0,3,1,0,0,4,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8465009,2021020684,2022-01-17,17.35,0,4.416666666666667,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,7,0,1,0,0,0,1,0,0,1,0,0,3,0,2,1,0,0,5,0,1,0,0,0,0,0,0,1,0,1,19,0,3,21,0,1,1,0,1,18,0,3,16,0,1,0,0,0,11,0,2,7,0,1,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,3,0,0,1,0,0
8465009,2021020340,2022-01-18,15.55,0,0.75,0,0,0,11,0,0,0,0,0,9,0,1,1,0,0,7,0,0,1,0,0,7,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,5,7,0,0,2,0,0,11,0,0,14,0,2,2,0,0,9,0,0,11,0,2,2,0,0,5,0,0,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8465009,2021020714,2022-01-21,18.85,0.65,0,0,0,0,6,1,0,0,0,0,12,0,0,2,0,0,7,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,17,0,0,12,0,0,1,0,0,12,0,0,9,0,0,1,0,0,11,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8465009,2021021211,2022-01-22,16.533333333333335,0,2.466666666666667,0,0,0,5,0,1,0,0,0,7,0,2,1,0,0,11,0,1,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,0,0,12,0,0,11,0,2,3,0,0,9,0,0,8,0,1,2,0,0,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
8465009,2021020746,2022-01-25,18.783333333333335,0,0.6166666666666667,0,0,0,11,0,0,0,0,0,6,0,0,1,0,0,12,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,23,0,0,11,0,0,4,0,0,19,0,0,9,0,0,3,0,0,12,0,0,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8465009,2021020761,2022-01-27,17.433333333333334,0,0.8,0,0,0,8,0,0,0,0,0,6,0,1,3,0,0,7,0,0,0,0,0,8,0,0,0,0,0,2,0,1,3,0,0,4,0,0,0,0,0,0,0,0,2,0,0,17,0,0,12,0,3,1,0,0,10,0,0,8,0,3,1,0,0,10,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1
8465009,2021020784,2022-01-30,17.5,0,0.5833333333333334,0,0,0,6,0,0,0,0,0,10,0,0,2,0,0,6,0,0,2,0,0,8,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,0,14,0,0,19,0,0,4,0,0,13,0,0,11,0,0,2,0,0,7,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0
8465009,2021020799,2022-02-01,17.383333333333333,0,1.1,0,0,0,5,0,1,0,0,0,6,0,0,1,0,0,7,0,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,14,0,0,13,0,1,2,0,0,13,0,0,9,0,0,2,0,0,11,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
8465009,2021020777,2022-02-02,16.183333333333334,0,1.7,0,0,0,2,0,0,0,0,0,5,0,0,2,0,0,8,0,0,0,0,0,7,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0,12,0,1,24,0,2,4,0,0,7,0,1,17,0,1,1,0,0,4,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0
8465009,2021020598,2022-02-09,17.316666666666666,0,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,17,0,0,19,0,0,1,0,0,10,0,0,15,0,0,1,0,0,7,0,0,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8465009,2021020623,2022-02-11,15.383333333333333,0,1.2166666666666666,0,0,0,3,0,1,0,0,0,5,0,0,5,0,0,10,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,9,0,0,21,0,3,1,0,0,7,0,0,17,0,3,0,0,0,2,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,1
