gameId,gameDate,cA_neither_ev,cA_neither_pp,cA_neither_sh,cA_rush_ev,cA_rush_pp,cA_rush_sh,cA_rebound_ev,cA_rebound_pp,cA_rebound_sh,cA_both_ev,cA_both_pp,cA_both_sh,fA_neither_ev,fA_neither_pp,fA_neither_sh,fA_rush_ev,fA_rush_pp,fA_rush_sh,fA_rebound_ev,fA_rebound_pp,fA_rebound_sh,fA_both_ev,fA_both_pp,fA_both_sh,sA_neither_ev,sA_neither_pp,sA_neither_sh,sA_rush_ev,sA_rush_pp,sA_rush_sh,sA_rebound_ev,sA_rebound_pp,sA_rebound_sh,sA_both_ev,sA_both_pp,sA_both_sh,gA_neither_ev,gA_neither_pp,gA_neither_sh,gA_rush_ev,gA_rush_pp,gA_rush_sh,gA_rebound_ev,gA_rebound_pp,gA_rebound_sh,gA_both_ev,gA_both_pp,gA_both_sh,apA_neither_ev,apA_neither_pp,apA_neither_sh,apA_rush_ev,apA_rush_pp,apA_rush_sh,apA_rebound_ev,apA_rebound_pp,apA_rebound_sh,apA_both_ev,apA_both_pp,apA_both_sh,asA_neither_ev,asA_neither_pp,asA_neither_sh,asA_rush_ev,asA_rush_pp,asA_rush_sh,asA_rebound_ev,asA_rebound_pp,asA_rebound_sh,asA_both_ev,asA_both_pp,asA_both_sh,rgA_neither_ev,rgA_neither_pp,rgA_neither_sh,rgA_rush_ev,rgA_rush_pp,rgA_rush_sh,rgA_rebound_ev,rgA_rebound_pp,rgA_rebound_sh,rgA_both_ev,rgA_both_pp,rgA_both_sh
2019020009,2019-10-03,35,0,6,3,0,0,2,0,0,0,0,0,26,0,4,3,0,0,1,0,0,0,0,0,18,0,2,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019020041,2019-10-08,51,1,6,2,0,0,3,0,0,2,0,0,39,0,5,2,0,0,2,0,0,1,0,0,28,0,3,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0
2019020052,2019-10-10,34,2,5,3,1,0,0,0,0,0,0,0,25,1,4,3,1,0,0,0,0,0,0,0,18,1,4,2,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019020090,2019-10-15,43,0,4,6,0,0,5,0,1,0,0,0,29,0,1,4,0,0,5,0,1,0,0,0,26,0,1,3,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0
2019020121,2019-10-19,40,0,7,1,0,0,2,0,0,0,0,0,31,0,6,1,0,0,2,0,0,0,0,0,21,0,6,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019020138,2019-10-22,41,2,7,1,0,0,3,0,0,0,0,0,29,0,6,1,0,0,1,0,0,0,0,0,20,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2019020150,2019-10-24,46,0,4,3,0,0,2,0,0,0,0,0,31,0,4,3,0,0,2,0,0,0,0,0,20,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019020185,2019-10-29,30,1,4,4,0,0,1,0,0,1,0,0,23,1,2,4,0,0,1,0,0,1,0,0,15,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2019020194,2019-10-31,48,2,6,2,0,0,2,0,0,0,0,0,33,1,3,2,0,0,2,0,0,0,0,0,23,0,1,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019020222,2019-11-04,30,0,8,2,0,0,1,0,1,0,0,0,22,0,6,2,0,0,1,0,1,0,0,0,18,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2019020244,2019-11-07,28,0,11,0,0,0,1,0,1,0,0,0,17,0,8,0,0,0,1,0,1,0,0,0,15,0,6,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2019020277,2019-11-12,43,1,5,0,0,0,2,0,1,0,0,0,33,1,3,0,0,0,1,0,1,0,0,0,20,0,3,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2019020310,2019-11-16,21,0,0,3,0,0,1,0,0,0,0,0,17,0,0,2,0,0,1,0,0,0,0,0,11,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019020339,2019-11-21,20,0,7,0,0,0,1,0,1,0,0,0,16,0,5,0,0,0,1,0,1,0,0,0,12,0,3,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2019020401,2019-11-29,49,2,6,4,0,0,4,0,1,0,0,0,33,2,6,4,0,0,4,0,1,0,0,0,20,2,2,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0
2019020430,2019-12-03,38,2,15,1,0,0,2,1,0,0,0,0,30,2,12,1,0,0,2,1,0,0,0,0,19,1,7,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2019020460,2019-12-07,45,1,6,2,0,0,1,0,0,0,0,0,34,1,5,1,0,0,1,0,0,0,0,0,26,1,4,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019020505,2019-12-14,24,1,7,1,0,0,1,0,0,0,0,0,18,1,6,1,0,0,1,0,0,0,0,0,14,1,6,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019020527,2019-12-17,51,1,5,7,0,0,0,0,0,0,0,0,32,1,5,3,0,0,0,0,0,0,0,0,22,1,5,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019020555,2019-12-21,44,0,8,3,0,1,2,0,2,0,0,0,34,0,5,3,0,1,2,0,2,0,0,0,23,0,4,1,0,1,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2019020576,2019-12-23,48,1,1,0,0,0,3,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2019020586,2019-12-27,8,0,1,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019020596,2019-12-28,24,0,4,3,0,0,3,0,0,2,0,0,18,0,3,3,0,0,3,0,0,2,0,0,16,0,3,3,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0
2019020626,2020-01-01,42,3,9,4,0,0,3,0,1,0,0,0,35,3,5,3,0,0,3,0,1,0,0,0,25,0,4,2,0,0,3,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
2019020652,2020-01-04,43,2,5,1,1,0,1,0,0,0,0,0,34,2,4,1,1,0,1,0,0,0,0,0,20,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019020671,2020-01-07,37,1,9,2,0,1,2,0,0,0,0,0,34,1,7,2,0,1,2,0,0,0,0,0,25,0,6,1,0,1,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019020684,2020-01-09,55,0,4,5,1,0,2,0,0,0,0,0,34,0,2,2,1,0,0,0,0,0,0,0,26,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019020723,2020-01-14,53,0,7,0,0,0,0,0,2,0,0,0,38,0,4,0,0,0,0,0,2,0,0,0,26,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019020752,2020-01-18,38,1,11,3,0,0,1,0,0,0,0,0,28,0,9,2,0,0,1,0,0,0,0,0,22,0,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019020770,2020-01-27,42,0,3,1,0,1,5,0,0,0,0,0,33,0,2,1,0,1,4,0,0,0,0,0,24,0,1,1,0,0,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2019020783,2020-01-30,49,2,4,2,0,0,1,0,1,0,0,0,37,2,4,0,0,0,1,0,1,0,0,0,26,2,2,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2019020800,2020-02-01,44,2,17,5,1,1,5,0,1,0,0,0,34,2,13,5,1,0,1,0,0,0,0,0,20,2,11,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
2019020864,2020-02-10,21,1,4,1,0,0,0,0,1,0,0,0,15,1,2,1,0,0,0,0,1,0,0,0,14,1,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019020912,2020-02-16,55,2,3,6,1,0,2,0,0,0,0,0,43,2,2,3,1,0,2,0,0,0,0,0,32,1,2,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019020943,2020-02-21,44,1,15,5,0,1,3,0,0,0,0,1,31,1,13,4,0,1,3,0,0,0,0,1,21,0,9,4,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0
2019021018,2020-03-02,39,2,1,2,0,0,4,0,0,0,0,0,31,1,1,2,0,0,3,0,0,0,0,0,25,1,1,2,0,0,2,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
