teamId,gameId,gameDate,mP_ev,mP_pp,mP_sh,FW_ev,FW_pp,FW_sh,FL_ev,FL_pp,FL_sh,HG_ev,HG_pp,HG_sh,HT_ev,HT_pp,HT_sh,TW_ev,TW_pp,TW_sh,GW_ev,GW_pp,GW_sh,MD_ev,MD_pp,MD_sh,MC_ev,MC_pp,MC_sh,CF_ev,CF_pp,CF_sh,CA_ev,CA_pp,CA_sh,FF_ev,FF_pp,FF_sh,FA_ev,FA_pp,FA_sh,SF_ev,SF_pp,SF_sh,SA_ev,SA_pp,SA_sh,GF_ev,GF_pp,GF_sh,GA_ev,GA_pp,GA_sh,APF_ev,APF_pp,APF_sh,APA_ev,APA_pp,APA_sh,ASF_ev,ASF_pp,ASF_sh,ASA_ev,ASA_pp,ASA_sh,RSF_ev,RSF_pp,RSF_sh,RSA_ev,RSA_pp,RSA_sh,RBF_ev,RBF_pp,RBF_sh,RBA_ev,RBA_pp,RBA_sh,RCF_ev,RCF_pp,RCF_sh,RCA_ev,RCA_pp,RCA_sh
1,2014020006,2014-10-09,49.16666666666667,5.266666666666667,5.566666666666666,19,2,3,25,4,3,35,0,1,29,1,0,5,0,0,3,0,1,6,0,0,8,2,0,47,6,0,54,2,12,35,4,0,45,2,7,23,3,0,32,1,6,6,0,0,2,0,2,6,0,0,2,0,2,4,0,0,2,0,2,7,0,0,1,0,0,5,1,0,2,0,1,5,1,0,2,0,1
1,2014020022,2014-10-11,37.65,7.883333333333334,14.466666666666667,13,7,5,18,2,7,22,0,3,24,1,2,0,0,0,3,0,0,15,0,2,16,5,2,22,13,1,31,2,18,17,13,1,27,2,12,14,10,0,20,1,8,3,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,1,1,1,0,1,0,0,2,1,0,0,0,1,2,1,0,0,0,1
1,2014020044,2014-10-14,47.016666666666666,6.183333333333334,6.8,20,3,3,20,1,3,21,1,0,13,1,1,5,1,0,5,3,1,8,0,0,6,2,0,33,10,0,37,2,12,27,8,0,27,1,9,18,7,0,21,1,5,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,3,0,0,2,0,0,4,1,0,1,1,1,4,1,0,1,1,1
1,2014020052,2014-10-16,44.68333333333334,6,9.316666666666666,26,5,6,23,3,6,20,1,1,20,2,0,1,2,1,4,0,1,6,0,0,8,0,2,45,9,2,35,1,20,31,6,1,26,1,16,22,5,1,22,1,10,2,0,0,5,0,1,2,0,0,4,0,1,2,0,0,4,0,1,2,1,1,1,0,0,2,1,0,1,0,2,2,1,0,1,0,2
1,2014020067,2014-10-18,48.71666666666667,6,5.283333333333333,27,3,3,31,3,4,10,0,0,6,0,0,0,0,1,5,4,0,6,0,5,8,0,5,41,7,2,34,2,12,34,6,2,29,2,9,32,3,2,22,2,8,2,0,0,2,0,2,2,0,0,2,0,2,2,0,0,1,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,2014020080,2014-10-21,51.800000000000004,7.633333333333334,3.2666666666666666,31,1,1,17,6,4,8,0,0,9,0,0,4,0,1,6,1,0,8,0,2,6,0,0,37,11,1,34,2,4,28,9,1,28,1,3,23,7,1,21,1,3,0,3,0,2,0,2,0,3,0,2,0,2,0,3,0,1,0,2,1,0,1,3,0,0,2,1,0,1,0,1,2,1,0,1,0,1
1,2014020101,2014-10-24,61.016666666666666,0,3.9833333333333334,29,0,6,36,0,0,16,0,0,17,0,0,5,0,0,10,0,0,0,0,5,9,0,0,42,0,2,46,0,4,34,0,2,41,0,3,26,0,1,34,0,3,2,0,0,1,0,1,2,0,0,1,0,1,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,2014020109,2014-10-25,49.266666666666666,7.866666666666666,6.516666666666667,24,3,3,22,7,3,16,0,2,31,1,0,8,0,2,4,3,1,10,2,0,8,2,0,44,9,0,49,0,14,33,8,0,34,0,8,22,7,0,29,0,6,1,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,5,1,0,1,0,0,4,1,0,7,0,0,4,1,0,7,0,0
1,2014020127,2014-10-28,41.666666666666664,6,12.333333333333334,16,3,3,22,1,10,16,1,6,25,5,1,5,0,3,5,0,0,6,0,0,10,0,4,33,6,2,30,0,20,23,5,1,22,0,17,17,1,1,19,0,14,2,0,1,5,0,3,2,0,1,4,0,3,2,0,0,1,0,3,1,1,1,4,0,1,2,0,0,1,0,1,2,0,0,1,0,1
1,2014020139,2014-10-30,59,2,4,30,2,0,23,0,3,13,0,1,16,0,1,7,0,0,12,1,0,2,0,0,4,0,0,46,4,0,35,0,5,33,3,0,29,0,4,25,3,0,22,0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,2014020157,2014-11-01,45.43333333333333,7.7,6.866666666666666,22,5,5,21,2,5,10,1,1,15,3,0,2,0,1,6,3,0,12,0,4,10,0,0,35,11,0,30,0,10,25,8,0,27,0,10,21,8,0,26,0,8,1,2,0,1,0,1,1,2,0,1,0,1,1,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2014020173,2014-11-04,49.71666666666667,6,4.283333333333333,19,3,3,23,3,3,10,0,0,14,0,0,5,0,1,6,1,0,6,0,0,6,0,0,40,7,0,33,1,4,29,3,0,26,1,3,23,3,0,19,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
1,2014020191,2014-11-06,50.96666666666667,6,3.033333333333333,22,2,2,25,2,1,15,0,1,14,1,0,1,0,0,2,0,0,6,0,0,6,0,0,45,6,0,43,0,6,34,6,0,33,0,6,22,5,0,23,0,6,3,0,0,2,0,2,3,0,0,2,0,2,3,0,0,1,0,2,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,2,0,0
1,2014020199,2014-11-07,49.61666666666667,6,4.383333333333334,19,4,2,26,3,5,14,0,1,16,0,0,2,0,0,3,0,0,8,0,0,8,0,2,33,11,1,31,1,9,19,5,1,28,1,8,15,2,0,23,1,7,2,0,0,2,0,2,2,0,0,1,0,2,1,0,0,1,0,2,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,2,0,0
1,2014020218,2014-11-10,58.65,0,1.35,22,0,1,28,0,0,20,0,0,27,0,0,5,0,0,5,0,0,2,0,2,4,2,0,53,0,0,46,0,2,38,0,0,34,0,1,28,0,0,22,0,1,2,0,0,3,0,1,2,0,0,1,0,1,2,0,0,0,0,1,3,0,0,1,0,0,5,0,0,1,0,0,5,0,0,1,0,0
1,2014020220,2014-11-11,41.61666666666667,11.3,7.083333333333333,19,2,4,21,8,4,15,1,1,6,2,0,3,0,0,3,3,1,10,0,4,8,0,0,25,9,1,29,1,7,22,6,1,24,1,6,19,3,1,17,1,6,2,1,0,0,1,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,1,0,0,0,1
1,2014020243,2014-11-14,46,6,8,24,3,2,20,4,6,12,0,1,15,1,0,5,0,1,12,0,0,8,0,0,10,0,0,41,8,2,40,2,20,28,7,2,30,2,11,23,4,1,21,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,2,0,2,3,0,0,2,0,2
1,2014020254,2014-11-15,50,4,6,24,4,1,24,1,4,13,0,0,6,0,2,8,0,1,4,1,0,4,0,0,6,0,0,36,7,0,32,0,5,29,6,0,29,0,5,20,5,0,25,0,4,2,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0
1,2014020273,2014-11-18,46.95,3.35,9.7,13,1,3,18,3,5,17,0,1,25,0,1,6,0,1,10,0,1,4,0,0,8,0,2,38,4,3,51,0,12,27,3,3,38,0,5,16,3,3,31,0,3,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,1,0,0,5,0,0,5,0,1,0,1,0,5,0,0,0,1,0,5,0,0
1,2014020294,2014-11-21,48,4,8,24,2,5,25,1,1,18,0,3,18,0,0,2,0,1,10,3,0,4,0,0,8,0,0,32,6,1,64,1,4,27,5,1,42,1,3,22,4,0,26,1,2,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,2,0,0,9,0,0,2,0,0,9,0,0
1,2014020305,2014-11-22,55.48333333333333,1.5666666666666667,7.95,26,1,3,32,0,6,12,0,0,24,1,2,11,0,2,17,2,0,2,0,4,10,2,2,55,3,0,49,0,11,37,3,0,41,0,8,28,1,0,32,0,5,3,1,0,3,0,1,3,1,0,2,0,1,3,1,0,2,0,1,3,0,0,3,0,0,4,1,0,1,0,0,4,1,0,1,0,0
1,2014020321,2014-11-25,56,0,4,22,0,2,25,0,2,16,0,0,20,0,0,9,0,1,7,0,0,5,0,0,9,0,0,44,0,2,52,0,8,30,0,2,42,0,5,18,0,2,33,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,1,5,0,0,3,0,1,5,0,0
