playerId,gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
8466141,2018020019,2018-10-06,21,0,3,17,0,3,10,0,3,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0
8466141,2018020192,2018-11-02,59,2,3,39,1,3,31,1,2,1,0,1,1,0,1,0,0,1,2,0,0,3,0,0,3,0,0
8466141,2018020228,2018-11-08,38,3,8,30,2,5,24,1,2,1,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0
8466141,2018020248,2018-11-10,40,1,11,32,0,9,25,0,6,2,0,0,2,0,0,1,0,0,9,0,1,3,0,1,3,0,1
8466141,2018020267,2018-11-13,71,2,1,50,2,1,29,1,1,1,0,0,1,0,0,1,0,0,3,0,0,9,0,0,9,0,0
8466141,2018020280,2018-11-15,43,4,3,37,4,3,32,3,1,5,1,0,5,1,0,5,0,0,3,2,0,4,0,0,4,0,0
8466141,2018020296,2018-11-17,37,2,4,27,2,4,20,1,3,3,0,1,3,0,1,2,0,1,2,1,0,0,0,0,0,0,0
8466141,2018020325,2018-11-21,46,0,5,32,0,5,25,0,3,5,0,1,4,0,1,4,0,1,7,0,0,3,0,0,3,0,0
8466141,2018020342,2018-11-23,19,0,0,16,0,0,10,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,3,0,0
8466141,2018020417,2018-12-04,49,1,6,37,0,3,30,0,3,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0
8466141,2018020430,2018-12-06,48,5,10,37,5,7,29,3,4,3,1,0,3,0,0,2,0,0,7,0,0,2,0,1,2,0,1
8466141,2018020450,2018-12-08,44,3,3,31,3,1,23,2,1,3,1,0,2,1,0,2,1,0,8,0,1,3,1,0,3,1,0
8466141,2018020470,2018-12-11,51,0,11,40,0,8,30,0,3,4,0,0,4,0,0,3,0,0,4,0,0,1,0,0,1,0,0
8466141,2018020497,2018-12-15,61,0,13,43,0,9,28,0,4,3,0,0,3,0,0,3,0,0,4,0,1,2,0,0,2,0,0
8466141,2018020517,2018-12-18,41,3,9,33,3,6,24,3,5,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0
8466141,2018020531,2018-12-20,51,0,6,33,0,5,19,0,3,3,0,2,3,0,2,3,0,2,9,0,0,0,0,1,0,0,1
8466141,2018020547,2018-12-22,52,3,11,41,3,7,28,3,3,1,0,0,1,0,0,1,0,0,6,0,1,5,1,0,4,1,1
8466141,2018020580,2018-12-28,43,0,8,34,0,6,24,0,3,3,0,1,2,0,1,2,0,1,4,0,0,1,0,2,1,0,2
8466141,2018020606,2018-12-31,13,0,0,12,0,0,8,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
8466141,2018020623,2019-01-03,46,0,8,39,0,6,28,0,5,4,0,0,3,0,0,2,0,0,1,0,0,1,0,0,1,0,0
8466141,2018020660,2019-01-08,21,4,4,16,4,2,12,4,0,2,2,0,2,1,0,2,1,0,2,2,0,3,0,0,3,0,0
8466141,2018020685,2019-01-11,56,1,0,32,1,0,22,1,0,3,0,0,3,0,0,2,0,0,8,0,0,2,0,0,2,0,0
8466141,2018020703,2019-01-13,52,2,6,46,1,4,30,1,3,3,0,0,2,0,0,2,0,0,5,0,0,2,0,0,2,0,0
8466141,2018020733,2019-01-18,40,1,0,30,0,0,21,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,2,0,0
8466141,2018020758,2019-01-21,54,0,7,42,0,5,25,0,4,2,0,0,2,0,0,2,0,0,4,0,0,6,0,1,6,0,1
8466141,2018020782,2019-02-01,50,2,4,38,2,3,22,0,3,3,0,0,2,0,0,1,0,0,11,0,0,7,0,0,7,0,0
8466141,2018020824,2019-02-07,43,2,9,37,2,6,26,2,3,1,1,0,1,1,0,1,1,0,7,0,0,3,0,1,3,0,1
8466141,2018020848,2019-02-09,66,4,1,45,2,1,27,2,1,4,0,0,4,0,0,4,0,0,8,2,0,6,0,0,6,0,0
8466141,2018020858,2019-02-10,11,0,3,10,0,3,8,0,3,0,0,2,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0
8466141,2018020865,2019-02-12,41,0,3,28,0,1,17,0,1,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
8466141,2018020948,2019-02-23,37,3,2,22,3,1,17,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
8466141,2018020966,2019-02-25,54,1,3,42,1,3,35,1,3,3,0,0,3,0,0,2,0,0,1,0,0,4,0,0,4,0,0
8466141,2018020977,2019-02-26,38,1,19,29,1,14,22,1,7,1,1,1,1,0,1,1,0,1,3,0,2,3,0,0,3,0,0
8466141,2018020989,2019-02-28,76,2,2,57,2,1,43,2,1,5,0,0,4,0,0,3,0,0,7,0,0,5,0,0,5,0,0
8466141,2018021013,2019-03-03,49,1,3,38,1,2,31,1,1,2,0,1,2,0,1,2,0,1,6,0,1,2,0,0,2,0,0
8466141,2018021022,2019-03-05,63,2,4,46,1,3,33,1,3,2,0,1,2,0,1,1,0,1,7,1,0,2,0,1,2,0,1
8466141,2018021033,2019-03-07,50,2,12,32,1,12,20,1,7,2,1,1,2,1,1,1,1,1,2,0,1,2,0,0,2,0,0
8466141,2018021136,2019-03-21,52,2,3,40,2,3,31,2,1,1,1,0,0,1,0,0,0,0,9,0,0,6,0,0,6,0,0
8466141,2018021169,2019-03-25,47,1,10,35,1,5,27,1,5,4,0,1,4,0,1,4,0,1,4,0,0,1,0,2,1,0,2
8466141,2018021192,2019-03-28,49,1,5,38,1,2,27,1,2,2,0,0,2,0,0,2,0,0,6,0,0,4,0,1,4,0,1
8466141,2018021204,2019-03-30,56,0,5,40,0,1,30,0,1,1,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0
8466141,2018021221,2019-04-01,51,0,3,40,0,2,30,0,0,3,0,0,3,0,0,2,0,0,9,0,0,2,0,0,2,0,0
8466141,2018021262,2019-04-06,29,1,8,24,1,7,20,1,6,3,0,1,3,0,1,3,0,1,2,0,0,2,0,0,2,0,0
8467950,2018020009,2018-10-04,64,0,13,50,0,9,38,0,5,4,0,0,3,0,0,1,0,0,3,0,0,4,0,1,4,0,1
8467950,2018020018,2018-10-06,77,1,2,52,0,1,36,0,1,2,0,1,2,0,1,2,0,1,6,0,0,2,0,0,2,0,0
8467950,2018020042,2018-10-10,40,4,24,30,4,23,20,4,20,4,0,2,4,0,2,3,0,2,2,0,1,4,0,2,4,0,2
8467950,2018020059,2018-10-13,59,2,19,39,2,12,28,0,9,1,0,0,1,0,0,1,0,0,3,0,0,4,0,0,4,0,0
8467950,2018020076,2018-10-15,59,1,8,45,1,7,31,1,6,0,0,1,0,0,1,0,0,1,4,0,0,3,0,0,3,0,0
8467950,2018020107,2018-10-20,44,3,10,28,3,6,20,3,4,2,0,1,2,0,1,2,0,1,3,0,0,4,0,0,4,0,0
8467950,2018020125,2018-10-23,53,1,5,38,1,5,27,0,5,2,0,2,2,0,2,2,0,2,6,0,0,3,0,0,3,0,0
8467950,2018020147,2018-10-26,60,1,12,44,1,9,28,1,8,4,0,2,4,0,2,4,0,2,4,0,0,2,0,1,2,0,1
8467950,2018020163,2018-10-28,76,2,19,52,2,14,39,0,14,3,0,1,2,0,1,0,0,1,8,0,0,11,0,4,12,0,4
8467950,2018020175,2018-10-30,42,1,3,31,1,1,22,1,1,1,0,1,0,0,1,0,0,1,3,1,0,3,0,0,3,0,0
8467950,2018020183,2018-11-01,58,1,19,47,1,16,34,1,13,1,0,1,1,0,1,1,0,1,2,0,0,3,0,2,3,0,2
8467950,2018020195,2018-11-03,16,0,0,13,0,0,10,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0
8467950,2018020207,2018-11-04,76,0,9,57,0,4,41,0,4,3,0,1,3,0,1,3,0,1,2,0,0,5,0,0,5,0,0
8467950,2018020218,2018-11-06,51,2,2,40,2,0,32,1,0,3,0,0,3,0,0,3,0,0,3,1,0,2,0,0,2,0,0
8467950,2018020231,2018-11-08,73,2,5,50,2,5,39,0,3,3,0,2,3,0,2,2,0,2,1,1,0,7,0,0,7,0,0
