gameId,gameTypeId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,oMD_ev,oMD_pp,oMD_sh,iMC_ev,iMC_pp,iMC_sh,oMC_ev,oMC_pp,oMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2024020009,2,2024-10-09,12.3,3.066666666666667,0,0,0,0,11,2,0,0,0,0,3,2,0,0,0,0,6,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,4,0,14,1,0,4,0,0,11,3,0,9,1,0,2,0,0,6,2,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2024020035,2,2024-10-12,12.416666666666666,4.783333333333333,0,0,0,0,2,3,0,0,0,0,6,3,0,0,0,0,4,0,0,1,0,0,5,0,0,0,0,0,0,1,0,2,0,0,7,0,0,2,0,0,2,2,0,0,0,0,2,0,0,3,0,0,15,9,0,12,0,0,2,0,0,10,6,0,9,0,0,1,0,0,7,3,0,7,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024020040,2,2024-10-13,11.466666666666667,4.5,0,0,0,0,5,3,0,0,0,0,2,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,4,0,0,2,0,0,2,0,0,2,1,0,12,5,0,16,1,0,1,1,0,9,2,0,10,1,0,0,1,0,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2024020055,2,2024-10-15,10.3,3.5166666666666666,0,0,0,0,5,1,0,0,0,0,6,2,0,1,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,9,6,0,17,1,0,1,2,0,7,4,0,12,1,0,0,2,0,5,4,0,10,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,1,0,1,2,0,2,0,0
2024020087,2,2024-10-19,14.783333333333333,2.35,0,0,0,0,10,3,0,0,0,0,7,1,0,0,0,0,3,1,0,3,0,0,9,0,0,0,0,0,1,0,0,1,0,0,4,0,0,2,0,0,4,0,0,0,0,0,2,4,0,2,0,0,20,5,0,15,0,0,2,0,0,14,4,0,11,0,0,2,0,0,11,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
2024020102,2,2024-10-22,12.533333333333333,4.433333333333334,0,0,0,0,7,1,0,0,0,0,15,4,0,0,0,0,3,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,4,0,0,2,0,0,2,0,0,0,2,0,20,8,0,14,1,0,0,2,0,11,7,0,11,1,0,0,2,0,7,6,0,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,5,0,0,0,0,0,2,2,0,3,0,0,0,1,0,2,2,0,3,0,0
2024020114,2,2024-10-24,16.066666666666666,3.066666666666667,0,0,0,0,7,3,0,0,0,0,10,1,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,2,1,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,25,8,0,24,0,0,0,1,0,17,6,0,19,0,0,0,1,0,14,5,0,13,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,3,2,0,2,0,0,0,1,0,3,2,0,2,0,0
2024020129,2,2024-10-26,11.65,5.633333333333334,0,0,0,0,5,5,0,0,0,0,11,1,0,1,0,0,6,0,0,1,0,0,6,0,0,2,0,0,3,0,0,0,0,0,3,2,0,2,0,0,2,0,0,0,0,0,12,0,0,0,1,0,14,9,0,18,1,0,0,1,0,9,5,0,16,1,0,0,0,0,6,0,0,13,1,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2024020147,2,2024-10-28,10.583333333333334,1.3666666666666667,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,10,3,0,9,0,0,0,0,0,6,3,0,6,0,0,0,0,0,2,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024020158,2,2024-10-30,11.766666666666667,3.066666666666667,0,0,0,0,5,2,0,0,0,0,7,4,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,6,1,0,4,0,0,4,0,0,0,0,0,2,0,0,1,2,0,14,3,0,7,0,0,1,2,0,9,3,0,5,0,0,1,1,0,8,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2024020173,2,2024-11-01,8.333333333333334,2.0833333333333335,0,0,0,0,5,2,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,6,1,0,2,1,0,2,0,0,5,0,0,2,0,0,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024020190,2,2024-11-03,14.966666666666667,1.0166666666666666,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,4,0,0,2,0,0,6,0,0,1,0,0,2,0,0,2,0,0,6,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,25,0,0,8,0,0,1,0,0,13,0,0,4,0,0,1,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024020196,2,2024-11-05,14.95,0.9166666666666666,0,0,0,0,4,2,0,0,0,0,7,2,0,0,0,0,6,0,0,1,0,0,8,0,0,2,0,0,3,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,23,2,0,9,1,0,2,0,0,14,1,0,5,1,0,2,0,0,10,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0
2024020208,2,2024-11-07,14.783333333333333,1.9333333333333333,0,0,0,0,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,13,2,0,16,0,0,1,1,0,9,2,0,11,0,0,1,0,0,6,1,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2024020224,2,2024-11-09,15.4,1.9,0,0,0,0,5,0,0,0,0,0,9,1,0,0,0,0,2,1,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,15,3,0,8,0,0,1,0,0,11,2,0,6,0,0,0,0,0,7,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2024020242,2,2024-11-11,15.25,2.716666666666667,0,0,0,0,3,3,0,0,0,0,4,2,0,0,0,0,8,0,0,1,0,0,6,0,0,0,0,0,2,1,0,2,1,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,14,6,0,19,1,0,1,0,0,9,5,0,10,0,0,0,0,0,6,4,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0
2024020250,2,2024-11-12,13.9,0.9333333333333333,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,5,0,0,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,16,1,0,11,0,0,2,1,0,9,1,0,10,0,0,1,1,0,5,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0
2024020269,2,2024-11-15,11.55,2.6166666666666667,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,5,0,0,4,0,0,8,0,0,1,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,15,6,0,13,0,0,0,0,0,10,5,0,11,0,0,0,0,0,7,4,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,3,0,0
2024020299,2,2024-11-19,15.183333333333334,0.7,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,15,4,0,8,0,0,1,1,0,9,3,0,7,0,0,1,1,0,7,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024020314,2,2024-11-21,10.183333333333334,3.8833333333333333,0,0,0,0,2,1,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,3,1,0,11,7,0,14,0,0,3,0,0,9,3,0,9,0,0,2,0,0,6,3,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2024020319,2,2024-11-23,12.15,1.6333333333333333,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,1,0,4,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,0,0,18,3,0,13,0,0,1,0,0,14,3,0,8,0,0,1,0,0,5,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
2024020340,2,2024-11-25,12.933333333333334,1.8,0,0,0,0,8,0,0,0,0,0,8,1,0,0,0,0,4,0,0,1,0,0,4,0,0,1,0,0,2,0,0,1,0,0,4,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,15,2,0,14,0,0,0,0,0,6,2,0,8,0,0,0,0,0,5,2,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2024020350,2,2024-11-27,12.45,2.966666666666667,0,0,0,0,4,2,0,0,0,0,6,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,16,7,0,15,0,0,1,3,0,9,5,0,10,0,0,1,1,0,6,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
