teamId,gameId,gameDate,mP_ev,mP_pp,mP_sh,FW_ev,FW_pp,FW_sh,FL_ev,FL_pp,FL_sh,HG_ev,HG_pp,HG_sh,HT_ev,HT_pp,HT_sh,TW_ev,TW_pp,TW_sh,GW_ev,GW_pp,GW_sh,MD_ev,MD_pp,MD_sh,MC_ev,MC_pp,MC_sh,CF_ev,CF_pp,CF_sh,CA_ev,CA_pp,CA_sh,FF_ev,FF_pp,FF_sh,FA_ev,FA_pp,FA_sh,SF_ev,SF_pp,SF_sh,SA_ev,SA_pp,SA_sh,GF_ev,GF_pp,GF_sh,GA_ev,GA_pp,GA_sh,APF_ev,APF_pp,APF_sh,APA_ev,APA_pp,APA_sh,ASF_ev,ASF_pp,ASF_sh,ASA_ev,ASA_pp,ASA_sh,RSF_ev,RSF_pp,RSF_sh,RSA_ev,RSA_pp,RSA_sh,RBF_ev,RBF_pp,RBF_sh,RBA_ev,RBA_pp,RBA_sh,RCF_ev,RCF_pp,RCF_sh,RCA_ev,RCA_pp,RCA_sh
1,2023020012,2023-10-12,48.85,7.483333333333333,3.6666666666666665,17,4,4,24,7,3,31,1,1,21,3,1,7,0,0,14,2,1,10,2,0,2,4,2,52,13,3,42,4,12,41,8,3,34,4,8,21,5,1,25,3,7,2,1,1,1,0,2,2,1,1,0,0,2,1,0,1,0,0,2,5,0,0,4,1,0,7,1,0,5,0,3,7,1,0,5,0,3
1,2023020017,2023-10-13,49.016666666666666,6.216666666666667,9.766666666666667,24,3,3,23,3,5,20,2,1,18,0,4,9,0,1,5,1,1,8,2,2,14,0,2,50,13,3,39,1,13,35,8,3,29,1,9,26,7,3,24,1,8,1,2,0,1,0,2,1,2,0,1,0,2,1,2,0,1,0,1,2,0,1,1,0,0,4,0,0,6,0,0,4,0,0,6,0,0
1,2023020036,2023-10-16,46.86666666666666,7.933333333333334,5.2,22,6,2,22,7,3,38,1,1,28,3,0,4,0,1,5,1,1,8,2,2,10,0,0,48,23,0,39,3,7,31,16,0,30,3,7,21,13,0,24,1,5,1,2,0,3,0,1,1,2,0,3,0,1,1,1,0,2,0,1,4,2,0,1,0,0,4,4,0,3,0,1,4,4,0,3,0,1
1,2023020064,2023-10-20,53.16666666666667,5.15,4,21,3,5,28,3,0,15,0,0,27,1,0,7,0,0,6,0,1,12,0,0,6,0,0,64,8,2,40,0,7,38,7,2,33,0,5,30,7,2,27,0,5,1,4,0,3,0,1,1,4,0,3,0,1,1,4,0,2,0,1,10,1,0,4,0,0,3,0,0,6,0,2,3,0,0,6,0,2
1,2023020087,2023-10-24,47.66666666666667,6.016666666666667,6.316666666666666,25,5,8,19,1,2,19,0,1,13,1,0,7,0,0,12,0,1,6,2,0,8,0,0,59,13,5,40,0,12,41,10,3,28,0,10,26,7,1,22,0,7,2,2,1,1,0,1,2,2,1,1,0,1,1,1,0,0,0,0,9,0,3,4,0,1,8,2,1,4,0,0,7,3,1,4,0,0
1,2023020099,2023-10-25,53.5,2,4.5,22,1,3,20,1,1,33,0,0,23,1,1,13,0,0,5,1,0,0,2,0,6,0,0,50,6,1,42,1,8,29,3,1,29,1,7,20,2,0,19,1,5,4,0,0,4,1,1,4,0,0,4,0,1,4,0,0,3,0,1,7,1,0,1,0,0,10,0,0,2,0,0,9,0,0,2,0,0
1,2023020113,2023-10-27,47.78333333333333,8.216666666666667,4,22,7,5,19,1,2,14,0,0,16,0,0,3,0,1,8,1,0,26,0,0,19,0,2,47,19,3,41,1,11,29,16,2,33,1,6,23,14,2,22,1,4,3,1,1,4,0,0,2,1,0,4,0,0,2,1,0,3,0,0,1,0,1,5,0,0,7,1,0,6,0,0,7,1,0,6,0,0
1,2023020127,2023-10-29,47.35,2.9,9.75,17,2,4,23,2,3,10,0,0,14,0,0,8,0,2,2,0,1,6,0,0,8,0,4,49,7,2,37,1,29,35,5,1,26,1,20,26,4,0,19,1,14,2,2,0,2,0,1,1,2,0,2,0,1,1,2,0,2,0,1,3,0,1,1,0,0,7,1,0,4,0,5,7,1,0,4,0,5
1,2023020151,2023-11-02,51.833333333333336,5.516666666666667,2.65,22,7,2,14,0,4,12,1,0,25,0,1,4,0,0,11,0,0,6,2,2,2,0,2,48,15,1,45,0,8,39,11,1,33,0,6,29,9,0,20,0,5,2,3,0,2,0,1,2,3,0,2,0,1,1,3,0,2,0,1,2,0,0,4,0,0,6,1,0,3,0,1,6,1,0,3,0,1
1,2023020158,2023-11-03,54,2,4,29,2,2,17,0,4,10,1,0,31,1,1,4,0,0,7,0,1,2,2,0,6,0,0,57,4,0,47,7,10,48,4,0,36,7,6,31,3,0,29,3,3,1,0,0,2,2,0,1,0,0,2,2,0,1,0,0,2,2,0,8,0,0,3,1,0,7,1,0,5,1,0,7,1,0,5,1,0
1,2023020174,2023-11-05,50.35,5.65,4,24,2,5,28,5,3,20,0,1,24,2,0,7,0,1,4,0,1,6,0,0,0,2,2,62,8,2,46,1,8,46,5,2,34,1,6,35,4,2,28,1,5,2,1,1,2,0,0,1,1,0,2,0,0,0,1,0,2,0,0,7,0,1,1,0,0,7,0,0,2,0,1,7,0,0,2,0,1
1,2023020188,2023-11-07,45.31666666666666,7,7.683333333333334,32,6,1,17,6,6,13,0,0,16,5,1,2,0,1,3,1,0,19,0,2,8,2,2,38,10,0,42,6,14,23,8,0,29,6,11,17,6,0,21,3,8,1,2,0,3,2,1,1,2,0,2,1,1,1,2,0,2,1,1,1,0,0,3,0,0,6,0,0,6,0,0,6,0,0,6,0,0
1,2023020206,2023-11-10,47.71666666666667,6.066666666666666,6.216666666666667,24,2,4,19,5,5,30,1,3,19,0,0,3,0,0,11,0,0,4,2,2,4,0,4,46,10,0,37,2,12,31,6,0,29,2,8,22,4,0,21,1,5,2,0,0,3,1,0,2,0,0,3,1,0,2,0,0,3,1,0,5,0,0,2,0,0,6,0,0,3,0,0,6,0,0,3,0,0
1,2023020236,2023-11-14,47.21666666666667,6.616666666666666,6.166666666666667,23,4,5,23,4,2,21,0,3,16,0,0,3,0,0,3,0,0,19,0,0,15,0,2,56,13,0,39,2,12,38,7,0,31,2,9,30,4,0,23,2,6,1,2,0,3,1,2,1,2,0,3,1,2,1,2,0,3,1,2,7,0,0,2,0,0,7,1,0,6,0,0,7,1,0,6,0,0
1,2023020245,2023-11-16,54.63333333333334,0.6833333333333333,4.683333333333334,30,0,2,21,1,2,21,0,0,22,0,0,4,0,2,2,0,0,0,2,0,4,2,0,44,3,5,45,0,2,35,1,5,36,0,1,27,0,4,22,0,1,4,0,1,2,0,0,4,0,1,2,0,0,4,0,0,1,0,0,1,0,0,1,0,0,4,0,0,4,0,0,4,0,0,4,0,0
