playerId,gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
8467950,2022020013,2022-10-13,43,1,8,34,1,6,31,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,1,0,0
8467950,2022020084,2022-10-22,49,0,12,35,0,8,25,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,4,0,1,4,0,1
8467950,2022020131,2022-10-29,38,0,9,28,0,7,22,0,4,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,3,0,0,5,0,3,5,0,3
8467950,2022020174,2022-11-04,37,3,18,31,3,15,20,2,10,3,0,1,3,0,1,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
8467950,2022020228,2022-11-12,42,3,10,33,3,6,25,1,4,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,1,0,1,5,0,2,5,0,2
8467950,2022020252,2022-11-15,43,0,12,34,0,7,26,0,6,3,0,2,3,0,2,2,0,1,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
8467950,2022020257,2022-11-16,11,1,9,10,1,7,9,1,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
8467950,2022020301,2022-11-22,31,0,17,23,0,15,20,0,11,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,2,1,0,1,1,0,1
8467950,2022020327,2022-11-25,66,2,3,49,2,3,40,2,2,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4,0,0,7,0,0,7,0,0
8467950,2022020361,2022-11-30,46,1,24,41,1,19,30,1,14,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,3,4,0,3
8467950,2022020426,2022-12-09,33,0,23,26,0,17,21,0,12,2,0,2,2,0,2,1,0,2,0,0,0,0,0,0,2,0,0,1,0,2,1,0,2
8467950,2022020457,2022-12-13,42,1,12,36,1,11,30,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
8467950,2022020492,2022-12-17,37,0,17,27,0,14,20,0,11,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0
8467950,2022020592,2023-01-01,46,0,2,40,0,2,31,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
8467950,2022020990,2023-01-09,51,0,14,39,0,12,31,0,7,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0
8467950,2022020709,2023-01-17,52,2,0,38,1,0,25,1,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0
8467950,2022020753,2023-01-23,43,4,2,31,4,2,25,4,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,6,1,1,6,1,1
8467950,2022020854,2023-02-13,41,3,7,32,3,6,20,3,5,2,1,2,2,1,2,2,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
8467950,2022020912,2023-02-21,21,0,6,15,0,6,14,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2
8467950,2022020930,2023-02-24,76,1,8,65,1,6,43,1,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,12,0,0,12,0,0
8467950,2022020958,2023-02-28,53,0,5,44,0,4,31,0,4,3,0,1,2,0,1,2,0,1,0,0,0,0,0,0,3,0,0,7,0,0,7,0,0
8467950,2022021006,2023-03-06,55,0,7,46,0,5,32,0,5,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0
8467950,2022021061,2023-03-13,45,0,4,36,0,3,25,0,3,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0
8467950,2022021091,2023-03-17,41,0,2,29,0,2,20,0,2,4,0,1,4,0,1,3,0,1,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0
8467950,2022021124,2023-03-21,28,0,6,23,0,4,17,0,3,6,0,0,6,0,0,3,0,0,0,0,0,2,0,0,4,0,0,2,0,0,2,0,0
8467950,2022021302,2023-04-13,48,0,8,37,0,8,28,0,5,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
8470594,2022020017,2022-10-13,38,1,15,28,1,12,24,1,10,6,0,1,5,0,1,4,0,1,0,0,0,0,0,0,3,0,0,3,0,2,3,0,2
8470594,2022020034,2022-10-15,9,0,11,8,0,10,7,0,7,3,0,1,3,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8470594,2022020067,2022-10-20,46,1,9,32,0,9,20,0,6,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,5,0,1,5,0,1
8470594,2022020074,2022-10-22,50,4,21,35,4,16,28,3,12,3,0,1,3,0,1,3,0,1,0,0,0,0,0,0,3,1,0,5,0,2,5,0,2
8470594,2022020101,2022-10-25,51,0,6,33,0,3,25,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,4,0,1,5,0,1
8470594,2022020113,2022-10-27,50,1,16,32,0,11,21,0,8,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,4,0,0,7,0,2,7,0,2
8470594,2022020140,2022-10-30,44,1,0,33,1,0,25,1,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,1,0,3,0,0,3,0,0
8470594,2022020151,2022-11-01,47,1,5,40,1,5,30,1,4,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0
8470594,2022020167,2022-11-03,39,0,4,32,0,3,21,0,2,3,0,1,3,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8470594,2022020206,2022-11-08,52,1,14,38,1,6,24,1,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,2,0,1
8470594,2022020224,2022-11-11,54,0,10,39,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0
8470594,2022020254,2022-11-15,29,0,14,22,0,11,16,0,9,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2
8470594,2022020322,2022-11-25,43,2,3,33,2,3,23,2,3,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,1,4,0,1
8470594,2022020341,2022-11-27,38,0,3,31,0,1,22,0,1,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8470594,2022020370,2022-12-01,37,0,10,24,0,7,17,0,4,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1
8470594,2022020393,2022-12-04,50,2,13,34,2,8,26,1,8,5,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
8470594,2022020414,2022-12-07,33,4,14,23,3,13,16,1,9,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,2,0,0,2,1,1,2,1,1
8470594,2022020429,2022-12-09,49,1,5,37,1,4,32,1,4,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0
8470594,2022020452,2022-12-12,34,0,11,22,0,10,14,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
8470594,2022020481,2022-12-16,39,0,8,28,0,7,23,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0
8470594,2022020524,2022-12-21,42,1,0,34,1,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
8470594,2022020569,2022-12-29,51,1,20,38,1,15,31,1,10,1,0,2,1,0,2,1,0,2,0,0,0,0,0,0,3,0,0,8,0,3,8,0,3
8470594,2022020589,2022-12-31,51,0,12,41,0,4,28,0,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,7,0,1,7,0,1
8470594,2022020610,2023-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8470594,2022020631,2023-01-07,57,1,6,41,1,6,32,1,4,4,0,2,4,0,2,4,0,1,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0
8470594,2022020649,2023-01-10,74,0,16,48,0,13,36,0,7,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,9,0,2,9,0,2
8470594,2022020685,2023-01-14,50,0,4,35,0,3,25,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0
8470594,2022020721,2023-01-19,35,5,24,25,5,19,14,3,12,2,1,2,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
8470594,2022020758,2023-01-24,41,1,19,28,1,16,25,0,13,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,3,0,0,1,0,2,1,0,2
8470594,2022020778,2023-01-26,46,1,7,33,0,5,26,0,4,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,2,3,0,2
8470594,2022020795,2023-01-28,53,1,0,39,0,0,31,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,6,0,0
8470594,2022020812,2023-02-06,56,1,15,44,1,10,27,1,8,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,4,0,0,7,0,1,7,0,1
