playerId,gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,iMC_ev,iMC_pp,iMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
8448208,2012020011,2013-01-19,11.483333333333333,4.533333333333333,0.05,0,0,0,13,1,0,0,0,0,4,5,0,0,0,0,4,0,0,5,0,0,9,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,3,2,0,17,7,0,10,5,0,3,1,0,14,5,0,9,4,0,2,1,0,12,3,0,8,1,0,1,1,0,2,2,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,0,0,2,3,0,0,1,0,1,2,0,0,1,0,0,1,0,1,2,0,0,1,0
8448208,2012020017,2013-01-20,13.65,3.2,1.15,0,0,0,9,1,2,0,0,0,4,4,1,0,0,0,4,0,0,1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,1,10,5,2,15,0,0,1,2,0,4,2,1,13,0,0,1,2,0,2,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
8448208,2012020031,2013-01-22,15.583333333333334,2.2333333333333334,0,0,0,0,9,1,0,0,0,0,10,1,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,0,5,2,0,16,5,0,12,1,0,4,2,0,14,5,0,11,1,0,3,2,0,9,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8448208,2012020046,2013-01-24,12.266666666666667,1,0,0,0,0,5,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,2,0,0,3,0,0,7,0,0,21,0,0,3,0,0,6,0,0,18,0,0,2,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
8448208,2012020074,2013-01-28,14.183333333333334,3.5833333333333335,0,0,0,0,10,1,0,0,0,0,6,3,0,0,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,0,16,2,0,4,0,0,3,0,0,12,1,0,3,0,0,1,0,0,7,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8448208,2012020085,2013-01-29,13.45,3.4166666666666665,0,0,0,0,7,1,0,0,0,0,6,3,0,1,0,0,2,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,15,2,0,12,2,0,3,1,0,11,2,0,8,2,0,2,1,0,8,2,0,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0
8448208,2012020105,2013-02-01,16.616666666666667,2.5833333333333335,0,0,0,0,9,1,0,0,0,0,8,1,0,0,0,0,5,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,2,0,0,7,0,0,15,3,0,17,1,0,4,0,0,10,1,0,13,0,0,3,0,0,7,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8448208,2012020115,2013-02-02,18.233333333333334,0.5,0.26666666666666666,0,0,0,7,0,1,0,0,0,7,0,0,0,0,0,6,0,0,3,0,0,7,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,25,0,0,9,0,0,6,0,0,17,0,0,6,0,0,4,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0
8448208,2012020124,2013-02-04,16.266666666666666,4.283333333333333,0,0,0,0,4,1,0,0,0,0,11,3,0,0,0,0,3,1,0,2,0,0,6,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,0,0,4,0,0,3,4,0,17,10,0,10,1,0,2,2,0,11,7,0,10,1,0,1,2,0,6,6,0,8,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,2,1,0,3,1,0,0,0,0
8448208,2012020140,2013-02-06,18.1,2.55,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,5,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,15,4,0,12,0,0,2,1,0,8,2,0,10,0,0,2,1,0,7,2,0,7,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
