playerId,gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
8467950,2019020001,2019-10-02,58,1,20,44,1,17,32,0,10,4,0,1,4,0,1,3,0,1,7,0,1,4,0,0,4,0,0
8467950,2019020020,2019-10-05,49,5,9,32,4,6,22,4,4,1,1,2,1,1,2,1,0,2,0,0,0,1,0,1,1,0,1
8467950,2019020062,2019-10-12,43,2,7,27,2,4,18,2,1,2,0,0,2,0,0,1,0,0,0,0,0,3,0,0,3,0,0
8467950,2019020079,2019-10-14,40,3,21,29,2,14,24,1,9,1,0,0,1,0,0,0,0,0,6,0,0,5,0,2,5,0,2
8467950,2019020120,2019-10-19,55,0,14,34,0,12,19,0,7,3,0,1,3,0,1,3,0,1,3,0,0,5,0,1,5,0,1
8467950,2019020158,2019-10-25,19,0,3,15,0,3,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8467950,2019020172,2019-10-27,52,0,27,31,0,20,21,0,15,1,0,1,1,0,1,0,0,1,6,0,0,2,0,2,2,0,2
8467950,2019020206,2019-11-02,40,2,9,32,2,7,24,2,6,3,0,2,2,0,2,1,0,1,1,0,0,1,0,0,1,0,0
8467950,2019020225,2019-11-05,52,0,7,37,0,6,26,0,6,4,0,0,3,0,0,3,0,0,6,0,0,4,0,0,5,0,0
8467950,2019020271,2019-11-11,30,0,0,27,0,0,24,0,0,4,0,0,4,0,0,4,0,0,2,0,0,1,0,0,1,0,0
8467950,2019020281,2019-11-13,39,0,8,32,0,6,20,0,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1
8467950,2019020304,2019-11-16,45,1,10,35,1,8,23,1,7,3,0,0,3,0,0,2,0,0,2,0,2,2,0,1,2,0,1
8467950,2019020331,2019-11-20,68,2,4,51,2,3,32,2,2,0,0,1,0,0,1,0,0,1,4,1,1,6,0,0,6,0,0
8467950,2019020369,2019-11-25,40,1,4,28,1,2,17,0,2,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0
8467950,2019020436,2019-12-04,43,0,17,33,0,11,18,0,8,1,0,1,1,0,1,1,0,1,3,0,0,3,0,0,2,0,1
8467950,2019020452,2019-12-07,11,0,0,9,0,0,6,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8467950,2019020575,2019-12-23,71,1,6,53,0,5,41,0,3,1,0,0,1,0,0,0,0,0,7,0,0,4,0,0,4,0,0
8467950,2019020603,2019-12-29,54,3,17,40,3,12,23,2,9,2,0,2,2,0,2,1,0,2,4,0,0,4,1,3,4,1,3
8467950,2019020632,2020-01-02,46,0,6,32,0,4,27,0,3,3,0,2,3,0,2,3,0,2,5,0,1,3,0,0,3,0,0
8467950,2019020648,2020-01-04,46,4,6,33,1,4,26,0,1,4,0,0,3,0,0,3,0,0,5,0,0,2,0,0,1,0,1
8467950,2019020667,2020-01-07,41,2,0,35,2,0,28,2,0,5,0,0,5,0,0,4,0,0,4,0,0,2,0,0,2,0,0
8467950,2019020734,2020-01-16,61,2,4,47,2,3,39,2,2,3,1,0,3,0,0,2,0,0,3,1,0,1,0,1,1,0,1
8467950,2019020774,2020-01-28,35,1,13,27,1,10,22,1,7,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
8467950,2019020795,2020-02-01,45,0,24,29,0,21,20,0,16,1,0,1,1,0,1,1,0,1,3,0,1,3,0,2,3,0,2
8467950,2019020843,2020-02-08,30,2,2,26,2,1,20,1,1,3,0,1,3,0,1,3,0,1,5,0,0,1,0,0,1,0,0
8467950,2019020901,2020-02-15,19,3,0,13,2,0,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0
8467950,2019020910,2020-02-16,57,0,0,48,0,0,39,0,0,3,0,0,3,0,0,3,0,0,4,0,0,5,0,0,5,0,0
8467950,2019020922,2020-02-18,51,0,7,42,0,7,24,0,3,3,0,1,2,0,1,2,0,1,1,0,0,7,0,0,7,0,0
8467950,2019020952,2020-02-22,62,2,3,48,2,2,34,2,1,3,0,0,2,0,0,0,0,0,4,0,0,5,0,0,5,0,0
8467950,2019020977,2020-02-25,46,2,12,30,1,10,22,1,10,1,0,2,1,0,2,1,0,1,4,0,0,3,0,2,3,0,2
8467950,2019021022,2020-03-03,50,0,5,37,0,5,31,0,4,6,0,1,6,0,1,4,0,1,2,0,0,6,0,0,6,0,0
8467950,2019021038,2020-03-05,47,0,17,40,0,13,31,0,9,2,0,1,2,0,1,2,0,1,1,0,1,0,0,3,0,0,3
8467950,2019021057,2020-03-07,46,7,5,37,7,3,24,6,2,1,0,0,1,0,0,1,0,0,4,0,0,6,2,3,7,1,3
8467950,2019021082,2020-03-11,46,1,16,32,1,15,27,1,11,2,0,1,2,0,1,2,0,1,2,0,0,3,0,2,3,0,2
8468011,2019020059,2019-10-11,51,1,5,37,1,4,24,1,2,1,0,0,1,0,0,0,0,0,6,0,0,2,0,0,2,0,0
8468011,2019020112,2019-10-18,41,0,4,35,0,2,23,0,1,1,0,1,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0
8468011,2019020138,2019-10-22,10,0,6,9,0,4,9,0,2,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
8468011,2019020169,2019-10-26,41,1,23,28,0,16,23,0,14,0,0,2,0,0,2,0,0,1,0,0,0,4,0,3,4,0,3
8468011,2019020219,2019-11-03,50,1,12,35,0,10,27,0,10,2,0,1,2,0,1,2,0,1,2,0,0,1,0,1,1,0,1
8468011,2019020278,2019-11-12,52,1,11,40,1,8,28,1,7,3,0,1,3,0,1,2,0,1,1,0,0,4,0,2,4,0,2
8468011,2019020353,2019-11-23,36,1,13,24,0,12,17,0,10,3,0,3,3,0,3,3,0,3,1,0,0,4,0,2,4,0,2
8468011,2019020423,2019-12-02,64,1,8,52,0,7,29,0,7,2,0,0,2,0,0,2,0,0,6,0,0,3,0,1,3,0,1
8468011,2019020451,2019-12-06,45,0,4,40,0,4,32,0,4,2,0,1,1,0,1,1,0,1,3,0,0,3,0,0,3,0,0
8468011,2019020535,2019-12-18,34,5,3,24,4,3,15,3,2,1,1,1,1,1,1,0,1,0,2,0,0,1,0,0,1,0,0
8468011,2019020565,2019-12-22,42,4,16,38,4,12,29,4,8,4,1,0,3,1,0,3,1,0,2,0,1,2,0,2,2,0,2
