gameId,gameTypeId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,oMD_ev,oMD_pp,oMD_sh,iMC_ev,iMC_pp,iMC_sh,oMC_ev,oMC_pp,oMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2024020202,2,2024-11-05,13.05,6.9,2.466666666666667,0,0,0,7,5,2,0,0,0,6,6,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,14,0,0,0,0,0,0,2,0,3,8,0,13,26,1,14,2,3,3,8,0,10,19,1,10,2,1,0,4,0,5,11,1,6,1,1,0,1,0,1,2,0,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,8,0,0,0,0,0,2,0,0,8,0,0,0,0
2024020217,2,2024-11-07,23.083333333333332,1.1666666666666667,0.9333333333333333,0,0,0,9,1,1,0,0,0,11,1,2,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,2,0,0,5,1,0,32,5,0,17,2,2,4,0,0,23,3,0,15,1,1,2,0,0,16,2,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,1,2,0,1,0,0
2024020233,2,2024-11-09,20.066666666666666,4.616666666666666,1.4833333333333334,0,0,0,15,3,0,0,0,0,11,3,1,2,0,0,4,0,0,1,0,0,5,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,2,0,5,3,0,21,8,1,23,0,3,4,3,0,18,7,0,19,0,2,2,3,0,14,5,0,13,0,2,1,0,0,4,1,0,1,0,1,1,0,0,4,1,0,1,0,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,1,0,0,0,1,0,4,1,0,1,0,0
2024020243,2,2024-11-11,20.083333333333332,2.8666666666666667,1.5666666666666667,0,0,0,11,1,1,0,0,0,9,2,1,1,0,0,2,0,0,2,0,0,5,0,0,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,18,7,0,24,0,2,1,0,0,12,6,0,15,0,2,1,0,0,7,4,0,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,4,0,0
2024020255,2,2024-11-13,18.55,3.6333333333333333,1.0333333333333334,0,0,0,7,2,0,0,0,0,19,1,1,1,0,0,5,0,0,2,1,0,7,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,5,0,0,26,1,0,9,0,3,3,0,0,17,0,0,8,0,2,3,0,0,13,0,0,5,0,1,1,0,0,3,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,3,0,0,4,0,0,2,0,0,1,0,0,4,0,0,2,0,0
2024020268,2,2024-11-15,19.533333333333335,1.9833333333333334,0.65,0,0,0,11,0,1,0,0,1,12,2,1,1,0,0,3,0,0,1,1,0,6,1,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,4,0,17,0,0,1,0,0,11,3,0,13,0,0,1,0,0,6,1,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024020289,2,2024-11-18,16.366666666666667,3.2333333333333334,0.45,0,0,0,7,0,0,2,0,0,11,3,0,0,0,0,5,1,0,1,1,0,6,2,0,1,0,0,1,0,0,2,0,0,7,1,0,0,0,0,2,0,0,0,0,0,4,0,0,3,0,0,16,2,0,13,2,0,3,0,0,8,2,0,10,2,0,1,0,0,4,2,0,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024020310,2,2024-11-21,16.85,1.2,1.0833333333333333,0,0,0,6,1,0,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,2,0,0,4,0,0,0,0,0,0,0,0,9,1,0,22,2,0,15,0,3,7,1,0,16,1,0,11,0,3,4,0,0,11,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,1,1,0,0,2,0,0,2,0,1
2024020321,2,2024-11-23,20.133333333333333,0,0.35,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,2,0,0,2,0,0,11,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,16,0,0,25,0,1,1,0,0,12,0,0,17,0,1,0,0,0,9,0,0,8,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2024020334,2,2024-11-25,15.533333333333333,5,0,0,0,0,7,3,0,0,0,0,11,1,0,0,1,0,4,2,0,0,0,0,2,1,0,1,0,0,2,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,8,0,22,3,0,0,2,0,4,5,0,18,2,0,0,2,0,2,3,0,14,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,0,0,1,0,0,1,0,3,1,0
