gameId,xGA_ev,xGA_pp,xGA_sh
2021020072,2.139548931772834,0.25166535052168304,0.1758470892849428
2021020090,1.5771443332678412,0.40493650620120186,0.05142220086248141
2021020207,3.4359984085922357,0.46674050997503586,0.04261232991506073
2021020225,0.9065417208548716,1.050601949559431,0.07998470537024036
2021020274,1.3232981391956637,0.8546724945605482,0
2021020365,2.8528369050133486,0.3286426451114277,0
2021020397,1.831617715115738,0.36345498720597774,0.09542904298400663
2021020443,2.16251085847619,0.45654102040674555,0
2021020478,1.7631699877843583,0,0
2021020602,2.4174239202719114,0.930693261413652,0
2021020612,2.514014354069047,0.6036097739912054,0.16092870890134614
2021020804,0.35541874657517464,0.07068723794296045,0
2021020820,0.9407101111764076,0.7281770529168581,0.3059337788030417
2021020886,2.345566623806414,0.17549738866775058,0
2021020912,2.1227441460484058,0.6726890933595737,0
2021020949,1.7644187076321503,0.28350391000434216,0
2021020990,1.4305028366349082,0.45117484337304503,0
2021021136,1.9457604476922277,0.16153760865615113,0.11732198820243034
2021021174,0.3368610698417749,0.1291033011501196,0.20544782519257282
2021021191,0.5728110060277541,0.20207001776042438,0
2021021256,1.994518481716869,0.19680352425004893,0.0050290288792303045
2021021280,1.199068602413216,0.6842491632178825,0
2021021309,3.2182447762151947,1.2675361627795432,0
2021030243,0.5073970737597998,0.2401223958770362,0
