gameId,xGA_ev,xGA_pp,xGA_sh
2019020005,1.606075334026964,0.7371211733376376,0.00884428511773427
2019020021,3.4981854322510024,0.1598588784788986,0
2019020036,1.19127854840758,0.3287062628466375,0.02967889776914446
2019020058,2.27976045250577,0.13871236399549017,0
2019020080,1.2947443275917965,0.8685511774997023,0.00785409397821827
2019020107,2.5841291328046827,0.5973924050668074,0.2586197144436807
2019020135,1.818170443529092,0.1653966260667082,0.10832320720144126
2019020153,2.613488523475373,0.9219505486923457,0.14264072163686004
2019020170,2.3681200553745767,1.0168719662485624,0
2019020178,0.6735890473210921,0,0
2019020191,2.695626314841668,0.4481470398846421,0
2019020208,1.1487307133354179,0.1877569012436402,0
2019020238,1.726315253369494,0.9151657753834223,0.05353962664069057
2019020252,3.082511015352613,0.6881974302391345,0.2464422621275484
2019020272,1.3208150365922986,0.2289042936250003,0.06659025956927819
2019020288,2.658614424482595,0,0
2019020306,2.459970778480845,0.6101826523558526,0
2019020319,2.090144375084288,0.5979097111734939,0.027998821395318153
2019020334,3.437406677373974,0.06419903840798606,0
2019020355,2.7376465542821014,0.9657693892057928,0.06983563837446456
2019020383,2.0190498857647268,0.20802550472630174,0.17101252617431908
2019020457,1.7800898471525481,0.269854908639058,0.11378158676460758
2019020464,2.218964934202918,0.31410739163045726,8.784864569433076e-4
2019020473,3.7126395804257015,0.9101350697681185,0.1400819661560144
2019020489,1.4268943663723672,0.6531405036451177,0.1509428219129105
2019020508,2.420271709433603,1.0061052234749452,0.40518505265916815
2019020519,1.7165353357765167,0.15307326710168873,0
2019020548,1.5593184041610968,0.6611013766151232,1.9188265650350736e-4
2019020572,2.0985682532597503,0.664397239660815,0.018498297448470015
2019020608,2.9292669380756378,1.2601641351134452,0.00450431161344063
2019020619,1.0660138696631045,0.32012860197429815,0.1380929870153529
2019020632,1.9961175355644483,0.6333294920496805,0
2019020645,0.5805669233586445,0.0882267370326347,0.03378825224593149
2019020681,2.237066194876273,1.077894469837891,0
2019020749,1.4881403552809924,1.1407817648059115,0.13112409316788792
2019020760,1.5023806375800157,0.9130100774680647,0.08283709810380145
2019020765,2.411802760588835,1.370923008794296,0
2019020794,2.495306556544856,0.6201914825889356,0.48335608274162234
2019020809,2.365438851648026,0.663038953689772,0
2019020818,2.1673663096750166,0.24385409093207913,0.0036107170374365502
2019020830,2.2106641977055035,0.7142669973996446,0.01272221371665351
2019020847,1.1260410291263663,0.851937931362931,0.8929124871966425
2019020861,1.3036346178211573,1.4482749441849676,0.11826997850244696
2019020883,1.0385301469663422,0.2816541374253163,0
2019020917,1.9353916263898903,0.28926263843718814,0.04286647614030901
2019020931,2.440149928094992,0.1932631709295271,0
2019020940,2.5836496919917566,1.9850443269111087,0
2019020979,2.8104140027381765,0,0.43371005621363423
2019020987,2.2199077462066272,0.3339815639114829,0.47139098310408656
2019021002,2.1997320077114813,0.2633540321629899,0
2019030041,1.6339474416962445,0.3734778689533476,0
2019030042,1.8022180254684912,1.065777043551822,0
2019030043,1.92192081845891,0,7.897739852054655e-4
2019030044,1.9073985131527667,1.1323247864877022,0.00116862541291403
