gameId,xGA_ev,xGA_pp,xGA_sh
2017020167,3.930314327007278,0.8680698665350278,0
2017020212,3.321544422114143,0.5824704730758745,0.07321504778154521
2017020231,0.3921317191733361,0.9276341170691733,0
2017020240,0.89973474397694575,0.0379502170764624,0.08107744830526688
2017020358,1.9508520423256113,1.2095691200545107,0.0011676505984354177
2017020366,1.8610740260528533,0.19467520220071471,0
2017020404,1.9559422257492092,0.8902259519026465,0
2017020429,1.6223307781066074,0.6800544240981182,0
2017020512,2.0028736853382076,0.43156703592309675,0.00418676772908772
2017020531,1.854520614261762,0.8237952165358622,0
2017020612,1.6346305330573834,0.6129546444961318,0.05031020801551791
2017020684,1.3160028769292742,1.1437097967955934,0
2017020724,0.1713067104328963,0,0
2017020759,0.3345269591960134,0,0
2017020761,0.2883728516522248,0.1162668944091558,0
2017020781,1.8583305733364603,2.2603300895938006,0.09315421461182524
2017020792,0.24245114731637835,0.5582856585974694,0
2017020808,3.122625050617877,1.7271948436014122,0.00813610584741093
2017020812,2.6104476587791416,0.22645839940145712,0.2670447697139257
2017020917,1.400380668969373,0.25548386924896127,0
2017020928,2.049381325427788,2.6744265539342478,0.05600719684836823
2017020956,2.855675192393384,1.2403437369746866,0.0037403595994923303
2017020962,3.308244561017038,0.4321450790228998,0.11741600458460622
2017021046,2.8316190578683873,0.3004061594253153,0.00371747261746581
2017021222,1.6725255141180273,0.20271990190316191,0
2017021240,1.291842569589128,0.3291614240214185,0
2017021256,2.2143543488189072,0.35070392830079167,0.11265417881253452
2017021267,2.6462271125248646,0.2787839858906783,0.07866087931854276
2017030183,0.23341878090846938,1.6451914130935097,0
