gameId,xGA_ev,xGA_pp,xGA_sh
2016020044,1.6845639899652205,0.4046358057098857,0.040911857406069
2016020078,1.619378397889774,0.12981308806989586,0
2016020225,1.7379519200914515,0.7041075219357763,0.19255686848515075
2016020280,2.76533117231389,0.6096288508791214,0
2016020339,1.8772899349171064,0.7322571050882717,0
2016020461,1.628188455977914,0.2927962651371798,0
2016020506,2.8241384345190714,0.5845031470657457,0
2016020593,3.0847407330807064,0.24085102177252424,0
2016020648,2.0343983844233,0.9850781258465525,0.03231021729741737
2016020707,1.8682221753182782,0.1471005407909126,0
2016020751,2.447270279172048,0.7452927641914677,0.003345948395033
2016020801,1.5008439949062207,1.7048760947254744,0.1724938044232231
2016020852,2.268549604762068,0.20082698987085829,0
2016020929,1.4124783967563357,0.24758024659517613,0.07011187916692549
2016020997,1.4193733620828846,0.04762233223584877,0
2016021012,1.253936467488596,0.417687689964352,0
2016021106,1.3219586539415453,0.3278037570619158,0
2016021217,1.6536815975106478,0,0
