gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2025020109,2025-10-22,66,2,3,47,0,2,30,0,1,2,0,0,2,0,0,2,0,0,3,0,0,10,0,0,10,0,0
2025020267,2025-11-12,60,1,4,44,1,4,32,1,3,4,0,0,4,0,0,3,0,0,4,0,0,6,0,0,6,0,0
2025020287,2025-11-15,44,1,13,30,0,12,20,0,8,3,0,1,3,0,1,1,0,1,1,0,0,1,0,0,1,0,0
2025020302,2025-11-17,61,0,4,42,0,4,31,0,2,1,0,0,1,0,0,1,0,0,2,0,0,6,0,1,6,0,1
2025020316,2025-11-19,63,2,8,41,1,6,30,1,4,6,0,0,6,0,0,5,0,0,2,0,0,7,0,0,7,0,0
2025020399,2025-11-29,38,1,7,29,1,6,19,1,4,2,0,0,1,0,0,1,0,0,2,0,1,1,0,1,1,0,1
2025020423,2025-12-03,45,2,21,33,2,12,23,1,11,3,0,2,3,0,2,3,0,2,5,0,0,6,0,4,6,0,4
2025020474,2025-12-09,14,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2025020685,2026-01-08,54,0,12,34,0,11,25,0,7,2,0,0,2,0,0,1,0,0,5,0,0,5,0,1,5,0,1
2025020716,2026-01-12,65,2,1,46,2,1,28,2,1,2,0,1,2,0,1,2,0,1,6,0,0,7,0,0,7,0,0
2025020740,2026-01-15,38,0,5,32,0,4,20,0,3,1,0,2,1,0,2,0,0,2,5,0,0,3,0,1,3,0,1
2025020831,2026-01-27,42,0,0,26,0,0,18,0,0,2,0,0,2,0,0,2,0,0,4,0,0,6,0,0,6,0,0
2025020886,2026-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
