gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2021020432,2021-12-12,56,0,1,48,0,0,39,0,0,3,0,0,2,0,0,2,0,0,2,0,0,4,0,0,4,0,0
2021020482,2021-12-19,39,1,1,32,1,0,21,1,0,2,1,0,2,0,0,2,0,0,5,0,0,4,0,0,4,0,0
2021020653,2022-01-13,35,0,13,24,0,11,19,0,6,2,0,1,2,0,1,2,0,1,3,0,0,1,0,1,1,0,1
2021020724,2022-01-22,53,1,1,38,1,1,30,1,1,4,0,0,4,0,0,4,0,0,9,0,0,1,0,0,1,0,0
2021020732,2022-01-23,53,0,5,45,0,4,33,0,4,3,0,0,2,0,0,1,0,0,7,0,0,3,0,0,3,0,0
2021020745,2022-01-25,28,1,4,24,0,3,21,0,3,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2021020759,2022-01-27,44,5,3,38,5,3,28,5,2,1,1,1,1,0,1,1,0,1,3,0,0,3,1,1,3,2,1
2021020779,2022-01-29,44,0,4,34,0,4,20,0,3,2,0,0,2,0,0,1,0,0,6,0,0,3,0,0,3,0,0
2021020798,2022-02-01,35,2,5,31,2,4,25,1,2,6,0,0,6,0,0,3,0,0,1,0,0,2,0,0,2,0,0
2021020666,2022-02-08,43,0,10,30,0,8,24,0,7,1,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0
2021020529,2022-02-10,46,1,6,35,1,5,26,1,4,4,0,0,4,0,0,3,0,0,3,0,0,3,0,0,3,0,0
2021020817,2022-02-13,62,0,8,42,0,8,28,0,6,3,0,0,3,0,0,3,0,0,3,0,0,1,0,0,1,0,0
2021020631,2022-02-15,42,1,2,34,1,2,28,1,1,6,0,0,5,0,0,4,0,0,1,0,0,4,0,0,4,0,0
2021020824,2022-02-25,44,2,11,34,2,6,27,2,6,3,0,3,2,0,3,2,0,3,6,0,0,0,0,0,0,0,0
2021020961,2022-03-15,12,5,2,8,4,1,7,3,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2021020966,2022-03-16,30,3,0,23,3,0,17,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2021020989,2022-03-19,55,3,8,43,3,7,32,2,5,4,0,1,4,0,1,4,0,1,7,0,0,5,0,2,5,0,2
2021021074,2022-03-31,28,0,1,23,0,1,19,0,1,3,0,0,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2021021254,2022-04-23,55,0,5,42,0,3,28,0,1,3,0,0,2,0,0,1,0,0,2,0,0,2,0,0,2,0,0
2021021294,2022-04-28,10,1,0,9,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
