gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2016020026,2016-10-15,54,0,8,41,0,4,32,0,4,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,5,0,1,6,0,3,6,0,3
2016020072,2016-10-22,46,2,4,36,2,3,29,2,3,3,0,1,2,0,1,1,0,1,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0
2016020178,2016-11-06,43,2,14,30,2,11,25,2,8,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,1,1,4,0,3,4,0,3
2016020209,2016-11-11,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016020238,2016-11-15,6,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016020270,2016-11-19,42,1,9,34,1,6,22,1,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,0,0,2,0,1,2,0,1
2016020320,2016-11-26,47,0,8,38,0,4,26,0,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,1,7,0,0,7,0,0
2016020361,2016-12-03,52,0,11,38,0,8,25,0,5,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,7,0,0,2,0,0,2,0,0
2016020374,2016-12-04,46,1,4,36,1,4,29,1,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2016020389,2016-12-06,41,1,0,29,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,5,0,0
2016020409,2016-12-09,59,0,3,44,0,2,36,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,2,0,0
2016020427,2016-12-11,44,0,7,30,0,6,18,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0
2016020433,2016-12-13,62,0,0,51,0,0,34,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0
2016020446,2016-12-15,47,1,5,39,1,3,29,1,2,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0
2016020467,2016-12-17,48,0,0,34,0,0,27,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2016020474,2016-12-18,53,1,3,35,1,2,31,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,1,4,0,0,4,0,0
2016020489,2016-12-20,35,2,12,24,1,10,21,1,8,3,0,1,3,0,1,2,0,1,0,0,0,0,0,0,8,1,1,3,0,1,3,0,1
2016020544,2016-12-30,41,2,3,33,2,1,27,1,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0
2016020587,2017-01-06,54,1,12,36,1,11,28,1,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,5,0,1,5,0,1
2016020634,2017-01-13,5,0,0,4,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2016020685,2017-01-20,55,3,3,37,3,2,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0
2016020737,2017-01-26,29,2,17,20,1,15,17,1,14,3,0,1,3,0,1,2,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0
2016020827,2017-02-11,62,1,4,39,0,3,29,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,6,0,0
2016020872,2017-02-19,32,2,15,26,2,9,18,2,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,1
2016020917,2017-02-26,50,0,2,35,0,1,31,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0
2016020935,2017-03-01,66,2,0,48,2,0,37,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,8,0,0
2016021042,2017-03-16,55,0,11,35,0,7,28,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,4,0,1,4,0,1
2016021067,2017-03-19,45,0,0,29,0,0,25,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2,0,0
2016021084,2017-03-21,6,0,1,5,0,1,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
2016021109,2017-03-25,9,0,0,8,0,0,6,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2016021124,2017-03-27,59,3,12,40,2,9,24,2,4,3,0,2,3,0,2,2,0,2,0,0,0,0,0,0,3,1,0,2,0,1,2,0,1
2016021188,2017-04-04,63,5,16,45,5,10,38,5,8,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,6,1,0,6,1,0
