gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2022020095,2022-10-24,55,0,17,43,0,13,35,0,7,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,3,3,0,0,3,0,0
2022020115,2022-10-27,61,4,8,43,4,7,33,4,4,4,0,1,4,0,1,3,0,1,0,0,0,0,0,0,6,0,0,7,0,1,7,0,1
2022020146,2022-10-31,15,2,2,13,2,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2022020199,2022-11-08,56,0,1,47,0,1,34,0,1,5,0,0,5,0,0,4,0,0,0,0,0,0,0,0,11,0,0,1,0,0,1,0,0
2022020269,2022-11-17,71,2,13,56,2,12,42,2,7,2,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,1,6,0,1
2022020334,2022-11-26,45,4,3,39,4,2,32,3,2,3,1,0,2,1,0,1,1,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0
2022020384,2022-12-03,28,0,5,24,0,4,16,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0
2022020407,2022-12-06,59,1,4,43,1,3,36,1,3,3,0,1,3,0,1,2,0,1,0,0,0,0,0,0,3,0,0,7,0,0,7,0,0
2022020422,2022-12-08,40,0,3,26,0,3,16,0,3,3,0,1,3,0,1,3,0,1,0,0,0,0,0,0,2,0,0,5,0,1,5,0,1
2022020482,2022-12-16,69,0,8,54,0,8,37,0,6,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,6,0,0,6,0,0
2022020515,2022-12-20,52,0,7,45,0,4,29,0,3,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,1,4,0,1
2022020642,2023-01-08,68,2,11,45,2,9,28,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,6,0,0
2022020670,2023-01-12,62,1,3,48,1,3,37,1,1,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0
2022020741,2023-01-21,19,0,4,12,0,2,9,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0
2022020779,2023-01-26,42,0,3,32,0,3,23,0,3,4,0,1,2,0,1,2,0,1,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0
2022020897,2023-02-19,32,5,10,28,5,9,23,4,7,6,0,1,6,0,1,5,0,1,0,0,0,0,0,0,3,0,1,1,0,1,1,0,1
2022020983,2023-03-02,47,2,5,32,2,4,19,2,4,2,1,0,2,1,0,2,0,0,0,0,0,0,0,0,6,1,0,1,0,1,1,0,1
2022021045,2023-03-11,59,2,11,46,2,10,33,2,4,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,7,0,0,7,0,0
2022021078,2023-03-15,13,2,4,12,2,3,8,2,1,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
2022021113,2023-03-19,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022021204,2023-04-01,54,3,9,43,2,8,29,1,5,3,1,2,2,0,2,1,0,2,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0
