gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2013020082,2013-10-15,9,0,4,5,0,3,4,0,3,1,0,2,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013020315,2013-11-19,10,1,3,10,0,2,7,0,2,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013020656,2014-01-07,68,1,13,52,0,9,33,0,7,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,6,1,0,3,0,3,3,0,3
2013020690,2014-01-12,55,1,2,35,1,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0
2013020705,2014-01-14,39,0,12,32,0,8,25,0,7,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,1,0,1,1,0,1
2013020716,2014-01-16,36,2,3,26,2,2,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0
2013020734,2014-01-18,61,1,11,45,1,5,30,1,4,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,7,0,2,6,0,3
2013020752,2014-01-21,45,3,24,33,1,16,23,1,12,2,0,2,1,0,2,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
2013020764,2014-01-23,56,1,3,42,1,2,31,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
2013020783,2014-01-25,67,0,4,45,0,0,32,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0
2013020805,2014-01-28,50,1,7,41,1,3,30,0,3,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0
2013020814,2014-01-30,35,0,6,33,0,5,20,0,3,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0
2013020832,2014-02-01,40,2,9,33,2,8,25,1,6,3,1,0,3,1,0,3,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
2013020851,2014-02-04,55,0,3,45,0,3,34,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
2013020865,2014-02-06,39,0,5,31,0,4,16,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2013020897,2014-02-27,36,1,3,24,0,2,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2013020900,2014-02-28,62,2,6,41,1,3,28,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,6,0,0
2013020922,2014-03-03,42,0,1,28,0,1,22,0,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2013020960,2014-03-08,49,3,16,37,3,12,24,3,11,2,0,2,1,0,2,1,0,2,0,0,0,0,0,0,5,1,0,4,0,2,4,0,2
2013020983,2014-03-11,33,1,7,27,0,6,21,0,5,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
2013020994,2014-03-13,42,2,9,30,0,7,25,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,4,0,0,4,0,0
2013021010,2014-03-15,51,0,0,41,0,0,29,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2013021022,2014-03-17,48,0,0,32,0,0,28,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0
2013021057,2014-03-22,39,1,6,33,1,6,24,1,5,1,0,2,1,0,2,1,0,2,0,0,0,0,0,0,1,0,0,2,0,1,2,0,1
2013021089,2014-03-26,30,1,0,20,1,0,12,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2013021098,2014-03-27,32,2,17,23,2,10,16,2,6,2,1,2,2,0,2,2,0,2,0,0,0,0,0,0,2,1,0,3,0,1,3,0,1
2013030152,2014-04-19,15,2,4,13,2,3,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
2013030153,2014-04-21,31,2,4,21,2,4,16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,1,0,0
2013030154,2014-04-24,23,1,10,16,1,6,8,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
2013030155,2014-04-26,53,3,8,36,2,5,29,1,5,3,1,0,3,1,0,3,0,0,0,0,0,0,0,0,1,0,0,6,0,1,6,0,1
2013030156,2014-04-28,41,1,11,29,1,9,16,1,6,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0
2013030157,2014-04-30,34,1,7,22,1,4,16,1,4,3,0,1,3,0,1,3,0,1,0,0,0,0,0,0,2,0,1,2,0,2,2,0,2
