gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2011020080,2011-10-20,52,4,16,34,4,14,31,3,9,4,0,2,4,0,2,4,0,2,0,0,0,0,0,0,2,0,0,3,0,1,3,0,1
2011020098,2011-10-22,30,4,4,17,4,3,13,3,2,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,1,0,2,0,0,2,0,0
2011020110,2011-10-24,38,2,14,27,1,13,22,1,7,2,0,2,2,0,2,2,0,1,2,0,2,0,0,0,0,0,0,4,0,0,4,0,0
2011020127,2011-10-27,39,1,5,30,1,5,24,1,5,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,1,3,0,1
2011020142,2011-10-29,56,0,14,42,0,11,28,0,9,1,0,2,1,0,2,1,0,2,0,0,0,0,0,0,3,0,0,1,0,2,1,0,2
2011020154,2011-10-30,43,4,15,30,3,11,21,1,8,1,0,2,1,0,2,0,0,2,0,0,0,0,0,0,2,1,0,4,0,1,4,0,1
2011020166,2011-11-02,30,1,7,21,1,6,15,1,6,1,0,2,1,0,2,1,0,1,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0
2011020184,2011-11-05,10,4,1,5,4,0,2,4,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011020203,2011-11-08,40,0,3,29,0,1,21,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0
2011020277,2011-11-19,54,1,13,43,1,11,31,1,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,1,1,0,0,1,0,0
2011020297,2011-11-22,45,0,10,32,0,10,24,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,5,0,0
2011020324,2011-11-25,61,2,8,49,2,5,26,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2011020340,2011-11-27,41,1,10,30,1,10,21,0,7,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011020353,2011-11-30,58,0,11,43,0,8,32,0,7,4,0,1,4,0,1,3,0,1,0,0,0,0,0,0,7,0,0,4,0,0,4,0,0
2011020387,2011-12-05,46,0,13,35,0,10,25,0,7,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,1,0,1,1,0,1
2011020467,2011-12-17,73,0,4,49,0,3,34,0,2,5,0,0,4,0,0,4,0,0,0,0,0,0,0,0,12,0,0,2,0,0,2,0,0
2011020533,2011-12-27,15,4,3,13,4,2,13,3,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2011020575,2012-01-03,49,1,12,37,1,5,20,1,3,3,0,0,3,0,0,1,0,0,0,0,0,2,0,0,4,0,1,1,0,0,1,0,0
2011020585,2012-01-05,58,1,6,44,1,4,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0
2011020603,2012-01-07,83,0,2,63,0,2,39,0,1,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0
2011020617,2012-01-10,57,3,0,39,3,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,0,4,0,0
2011020644,2012-01-13,34,1,4,25,1,3,22,1,2,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
2011020649,2012-01-14,50,3,10,35,2,5,24,2,4,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0
2011020685,2012-01-19,50,3,2,32,2,2,20,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,2,1,1,0,0,1,0,0
2011020702,2012-01-21,39,1,8,26,1,6,18,1,4,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0
2011020716,2012-01-23,53,0,0,35,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,1,0,0
