gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2018020031,2018-10-07,40,0,6,27,0,5,21,0,3,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,1,2,0,0,2,0,0
2018020061,2018-10-13,56,1,6,45,1,5,36,0,3,7,0,1,6,0,1,4,0,1,0,0,0,0,0,0,2,0,0,4,0,2,4,0,2
2018020075,2018-10-15,21,0,10,14,0,6,12,0,3,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
2018020160,2018-10-28,40,1,0,32,1,0,30,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2018020197,2018-11-03,58,2,4,51,2,3,37,2,3,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,4,1,0,2,0,0,2,0,0
2018020250,2018-11-10,77,0,15,61,0,11,45,0,7,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,3,0,1,11,0,0,10,0,1
2018020292,2018-11-17,72,1,0,56,1,0,39,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0
2018020335,2018-11-23,38,1,9,25,1,8,14,1,5,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2018020366,2018-11-26,19,1,4,16,1,3,13,1,1,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2018020410,2018-12-02,42,1,1,33,1,1,26,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2018020429,2018-12-06,69,0,13,42,0,10,27,0,4,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,6,0,0,4,0,1,4,0,1
2018020448,2018-12-08,33,0,9,21,0,7,15,0,4,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0
2018020467,2018-12-11,25,0,8,18,0,6,11,0,4,3,0,2,3,0,2,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018020498,2018-12-15,53,0,18,42,0,17,34,0,14,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,2,0,0,3,0,5,3,0,5
2018020520,2018-12-18,50,0,8,41,0,5,30,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,1,3,0,0,3,0,0
2018020534,2018-12-20,73,1,6,57,1,5,35,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,2,3,0,2
2018020563,2018-12-23,42,0,11,35,0,9,20,0,4,5,0,0,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0
2018020594,2018-12-29,57,2,11,40,2,9,35,2,5,4,0,1,3,0,1,3,0,1,0,0,0,0,0,0,10,0,0,4,0,2,4,0,2
