gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2022020013,2022-10-13,43,1,8,34,1,6,31,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,1,0,0
2022020084,2022-10-22,49,0,12,35,0,8,25,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,4,0,1,4,0,1
2022020131,2022-10-29,38,0,9,28,0,7,22,0,4,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,3,0,0,5,0,3,5,0,3
2022020174,2022-11-04,37,3,18,31,3,15,20,2,10,3,0,1,3,0,1,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
2022020228,2022-11-12,42,3,10,33,3,6,25,1,4,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,1,0,1,5,0,2,5,0,2
2022020252,2022-11-15,43,0,12,34,0,7,26,0,6,3,0,2,3,0,2,2,0,1,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
2022020257,2022-11-16,11,1,9,10,1,7,9,1,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
2022020301,2022-11-22,31,0,17,23,0,15,20,0,11,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,2,1,0,1,1,0,1
2022020327,2022-11-25,66,2,3,49,2,3,40,2,2,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4,0,0,7,0,0,7,0,0
2022020361,2022-11-30,46,1,24,41,1,19,30,1,14,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,3,4,0,3
2022020426,2022-12-09,33,0,23,26,0,17,21,0,12,2,0,2,2,0,2,1,0,2,0,0,0,0,0,0,2,0,0,1,0,2,1,0,2
2022020457,2022-12-13,42,1,12,36,1,11,30,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2022020492,2022-12-17,37,0,17,27,0,14,20,0,11,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0
2022020592,2023-01-01,46,0,2,40,0,2,31,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
2022020990,2023-01-09,51,0,14,39,0,12,31,0,7,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0
2022020709,2023-01-17,52,2,0,38,1,0,25,1,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0
2022020753,2023-01-23,43,4,2,31,4,2,25,4,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,6,1,1,6,1,1
2022020854,2023-02-13,41,3,7,32,3,6,20,3,5,2,1,2,2,1,2,2,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2022020912,2023-02-21,21,0,6,15,0,6,14,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2
2022020930,2023-02-24,76,1,8,65,1,6,43,1,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,12,0,0,12,0,0
2022020958,2023-02-28,53,0,5,44,0,4,31,0,4,3,0,1,2,0,1,2,0,1,0,0,0,0,0,0,3,0,0,7,0,0,7,0,0
2022021006,2023-03-06,55,0,7,46,0,5,32,0,5,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0
2022021061,2023-03-13,45,0,4,36,0,3,25,0,3,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0
2022021091,2023-03-17,41,0,2,29,0,2,20,0,2,4,0,1,4,0,1,3,0,1,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0
2022021124,2023-03-21,28,0,6,23,0,4,17,0,3,6,0,0,6,0,0,3,0,0,0,0,0,2,0,0,4,0,0,2,0,0,2,0,0
2022021302,2023-04-13,48,0,8,37,0,8,28,0,5,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
