gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2019020032,2019-10-06,28,1,8,23,0,5,19,0,3,3,0,0,3,0,0,3,0,0,0,0,0,2,0,1,2,0,1
2019020048,2019-10-10,51,4,8,31,4,7,25,3,7,1,0,1,1,0,1,1,0,1,8,0,0,1,0,1,1,0,1
2019020089,2019-10-15,42,3,9,32,2,5,28,1,3,4,1,0,4,1,0,4,1,0,0,0,0,3,0,0,3,0,0
2019020111,2019-10-18,58,1,10,45,1,6,33,1,3,2,0,0,2,0,0,2,0,0,1,0,0,5,0,0,5,0,0
2019020143,2019-10-23,50,5,2,42,5,2,33,3,1,3,1,0,3,0,0,3,0,0,3,0,0,5,0,0,5,0,0
2019020171,2019-10-27,27,2,8,21,2,7,12,2,6,3,0,2,3,0,2,3,0,2,0,0,0,0,0,0,0,0,0
2019020199,2019-11-01,17,2,1,14,2,1,9,2,1,0,1,0,0,1,0,0,0,0,2,1,0,3,0,0,3,0,0
2019020208,2019-11-02,49,4,7,41,4,6,32,4,5,3,0,1,3,0,1,3,0,1,5,0,0,9,0,3,8,0,4
2019020222,2019-11-04,15,0,11,8,0,10,3,0,8,0,0,2,0,0,2,0,0,2,0,0,0,0,0,4,0,0,4
2019020248,2019-11-08,35,0,16,25,0,11,19,0,9,1,0,1,1,0,1,0,0,1,4,0,2,0,0,1,0,0,1
2019020266,2019-11-10,34,2,9,22,2,8,13,0,6,2,0,0,2,0,0,2,0,0,1,0,1,1,0,0,1,0,0
2019020278,2019-11-12,56,2,5,42,2,4,24,2,1,3,0,0,3,0,0,2,0,0,7,0,0,10,0,0,10,0,0
2019020293,2019-11-14,63,0,4,46,0,3,30,0,1,3,0,0,3,0,0,3,0,0,3,0,0,9,0,0,9,0,0
2019020323,2019-11-19,40,1,14,33,1,11,25,1,7,4,0,0,3,0,0,0,0,0,1,0,0,2,0,0,2,0,0
2019020354,2019-11-23,40,0,12,33,0,11,23,0,10,4,0,0,3,0,0,2,0,0,2,0,0,1,0,1,1,0,1
2019020379,2019-11-27,57,0,3,49,0,3,37,0,3,2,0,1,2,0,1,2,0,1,3,0,0,3,0,0,3,0,0
2019020406,2019-11-30,38,3,7,28,3,7,25,2,5,2,0,1,2,0,1,2,0,1,3,0,0,2,0,0,2,0,0
