gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2020020034,2021-01-17,42,0,8,29,0,7,24,0,6,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
2020020114,2021-01-28,54,1,4,45,1,3,28,1,2,1,0,1,1,0,1,1,0,0,3,0,0,4,0,0,4,0,0
2020020139,2021-01-31,37,1,14,29,1,13,24,1,9,2,0,0,2,0,0,1,0,0,2,0,0,2,0,0,2,0,0
2020020176,2021-02-05,55,0,0,39,0,0,25,0,0,1,0,0,1,0,0,1,0,0,5,0,0,6,0,0,6,0,0
2020020189,2021-02-07,49,1,0,43,1,0,37,1,0,3,0,0,3,0,0,2,0,0,2,0,0,4,0,0,4,0,0
2020020256,2021-02-15,51,0,6,42,0,6,29,0,2,4,0,0,4,0,0,3,0,0,0,0,0,1,0,0,1,0,0
2020020062,2021-02-17,53,2,10,44,2,8,26,2,7,2,0,1,2,0,1,1,0,1,6,0,0,4,0,0,4,0,0
2020020275,2021-02-19,39,1,9,35,1,8,26,1,5,2,0,0,2,0,0,1,0,0,2,0,0,2,0,1,2,0,1
2020020009,2021-02-22,31,1,2,25,1,2,22,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0
2020020303,2021-02-24,33,2,6,27,1,5,21,0,4,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,2,0,1
2020020348,2021-03-01,40,3,9,31,3,8,20,3,8,2,0,1,2,0,1,2,0,1,2,0,0,2,0,0,1,1,0
2020020076,2021-03-07,43,3,8,34,2,4,22,1,3,2,1,1,2,1,1,1,1,1,0,0,0,3,0,0,3,0,0
2020020487,2021-03-20,13,29,0,10,22,0,7,14,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
2020020505,2021-03-23,51,1,5,35,1,5,28,1,3,2,0,1,2,0,1,2,0,1,6,1,0,3,0,0,3,0,0
2020020547,2021-03-28,51,1,9,34,1,9,25,1,8,0,0,1,0,0,1,0,0,1,6,0,0,3,0,0,3,0,0
2020020575,2021-04-01,45,2,3,31,2,2,23,2,2,2,0,0,2,0,0,2,0,0,3,0,0,2,0,0,2,0,0
2020020600,2021-04-04,46,0,12,32,0,8,27,0,5,0,0,0,0,0,0,0,0,0,4,0,1,3,0,1,3,0,1
2020020629,2021-04-08,34,1,12,28,1,10,16,0,5,1,0,1,1,0,1,1,0,1,2,0,0,8,0,0,8,0,0
2020020670,2021-04-13,48,0,7,36,0,5,24,0,2,2,0,0,2,0,0,2,0,0,2,0,0,6,0,0,6,0,0
2020020679,2021-04-15,38,0,3,28,0,2,17,0,2,2,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2020020745,2021-04-24,27,2,12,20,2,6,12,2,5,2,0,1,2,0,1,2,0,1,1,0,0,1,0,1,1,0,1
2020020758,2021-04-26,18,1,6,16,1,5,13,0,3,1,0,1,1,0,1,1,0,1,3,0,0,1,0,0,1,0,0
2020020841,2021-05-10,36,4,11,26,3,10,21,3,6,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,2,0,0
2020030142,2021-05-18,40,2,7,30,2,4,24,2,2,2,0,0,2,0,0,2,0,0,3,0,1,2,0,0,2,0,0
2020030143,2021-05-20,28,1,5,21,1,4,19,1,2,3,0,2,3,0,2,1,0,2,3,0,0,1,0,2,1,0,2
2020030144,2021-05-22,10,1,6,9,1,4,8,1,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
