gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2011020023,2011-10-09,30,3,6,25,2,5,17,1,4,4,0,1,3,0,1,1,0,1,4,0,2,0,0,0,0,0,0
2011020045,2011-10-13,42,0,8,33,0,5,29,0,3,3,0,1,3,0,1,2,0,1,7,0,1,0,0,1,0,0,1
2011020066,2011-10-17,45,0,5,35,0,4,26,0,3,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,2,0,0
2011020079,2011-10-19,43,1,4,28,1,4,18,1,4,1,0,2,1,0,2,1,0,2,4,0,0,0,0,0,0,0,0
2011020083,2011-10-20,34,1,20,21,1,17,18,1,10,2,0,1,1,0,1,1,0,1,2,1,0,1,0,6,1,0,6
2011020103,2011-10-22,6,0,0,6,0,0,5,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0
2011020128,2011-10-27,55,0,21,45,0,14,33,0,10,6,0,1,5,0,1,5,0,1,5,0,0,6,0,3,6,0,3
2011020146,2011-10-29,42,0,10,29,0,10,22,0,5,0,0,1,0,0,1,0,0,1,2,0,0,1,0,1,1,0,1
2011020158,2011-10-31,52,0,17,38,0,11,32,0,10,2,0,1,2,0,1,2,0,1,2,0,0,3,0,0,3,0,0
2011020168,2011-11-03,54,0,13,40,0,8,31,0,3,0,0,0,0,0,0,0,0,0,1,0,2,5,0,2,5,0,2
2011020186,2011-11-05,28,2,7,25,2,6,22,1,5,3,0,0,3,0,0,2,0,0,0,0,0,2,0,3,2,0,3
2011020197,2011-11-06,31,1,20,22,1,18,16,1,9,1,0,1,1,0,1,1,0,1,0,1,0,2,0,1,2,0,1
2011020202,2011-11-08,54,3,23,42,2,19,26,2,17,1,1,4,1,1,4,1,0,3,3,0,0,7,0,3,7,0,3
2011020217,2011-11-10,24,1,13,20,1,10,10,0,5,2,0,2,2,0,2,2,0,2,2,0,0,0,0,1,0,0,1
2011020234,2011-11-12,43,1,9,32,1,5,22,1,4,2,0,0,2,0,0,2,0,0,1,1,0,1,0,0,0,0,1
2011020246,2011-11-14,38,1,16,31,1,12,21,1,10,2,0,0,2,0,0,1,0,0,1,0,1,1,0,1,1,0,1
2011020267,2011-11-17,45,3,19,36,3,17,20,2,10,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,2
2011020274,2011-11-19,35,1,19,28,1,12,23,0,8,2,0,2,2,0,2,2,0,2,3,0,0,1,0,1,1,0,1
2011020304,2011-11-23,58,0,10,45,0,6,32,0,5,4,0,0,4,0,0,4,0,0,4,0,1,2,0,0,2,0,0
2011020329,2011-11-26,36,3,15,32,3,10,25,3,7,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
2011020349,2011-11-29,40,2,16,35,2,12,22,2,9,4,0,1,4,0,1,3,0,1,1,0,1,2,0,0,2,0,0
2011020360,2011-12-01,52,1,6,41,1,4,29,1,3,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0
2011020376,2011-12-03,51,0,11,36,0,7,18,0,7,1,0,1,1,0,1,1,0,0,2,0,0,1,0,1,1,0,1
2011020397,2011-12-06,50,3,21,34,3,15,27,2,11,1,0,0,1,0,0,1,0,0,3,0,0,2,0,1,2,0,1
2011020426,2011-12-10,37,0,8,29,0,7,22,0,4,7,0,0,7,0,0,6,0,0,2,0,0,1,0,0,1,0,0
2011020446,2011-12-13,48,1,13,41,1,8,28,1,6,0,0,1,0,0,1,0,0,1,4,0,0,2,0,2,2,0,2
2011020458,2011-12-15,53,2,9,39,0,6,23,0,5,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,1,0,0
2011020492,2011-12-20,49,0,7,40,0,5,31,0,2,2,0,0,2,0,0,2,0,0,5,0,0,5,0,1,5,0,1
2011020504,2011-12-22,45,0,15,31,0,13,19,0,8,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,0,1
2011020513,2011-12-23,43,0,15,35,0,11,28,0,11,3,0,1,3,0,1,1,0,1,6,0,0,3,0,2,3,0,2
2011020535,2011-12-27,58,0,2,41,0,1,32,0,1,1,0,0,1,0,0,1,0,0,2,0,0,4,0,0,4,0,0
2011020562,2011-12-31,49,2,10,32,2,6,19,1,4,1,0,1,1,0,1,1,0,1,3,0,0,3,0,0,3,0,0
2011020580,2012-01-04,36,1,6,25,1,5,19,1,4,6,0,0,5,0,0,5,0,0,5,0,1,1,0,0,1,0,0
2011020602,2012-01-07,54,1,9,38,1,5,27,1,4,0,0,1,0,0,1,0,0,1,3,0,0,2,0,0,2,0,0
2011020616,2012-01-10,58,4,14,42,4,11,30,3,9,4,0,1,3,0,1,2,0,1,0,1,0,6,0,3,6,1,3
2011020638,2012-01-12,60,0,5,48,0,5,34,0,3,2,0,0,2,0,0,2,0,0,3,0,1,4,0,0,4,0,0
2011020653,2012-01-14,38,0,8,27,0,6,23,0,2,2,0,0,2,0,0,1,0,0,1,0,0,2,0,0,2,0,0
2011020671,2012-01-17,8,0,1,7,0,1,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2011020691,2012-01-19,47,0,6,32,0,4,23,0,3,1,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,0,0
2011020706,2012-01-21,26,1,8,21,1,6,17,1,5,3,0,0,2,0,0,1,0,0,4,0,0,0,0,2,0,0,2
2011020724,2012-01-24,38,0,14,31,0,9,25,0,6,3,0,0,3,0,0,2,0,0,5,0,1,3,0,1,3,0,1
2011020738,2012-01-31,59,0,5,38,0,4,24,0,4,0,0,1,0,0,1,0,0,1,3,0,0,1,0,1,1,0,1
2011020757,2012-02-02,52,1,4,39,1,1,29,1,1,1,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0
2011020782,2012-02-05,40,4,5,25,2,4,21,1,1,1,1,1,1,1,1,1,1,1,3,0,2,2,0,0,2,0,0
2011020794,2012-02-07,44,0,2,29,0,2,18,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
2011020805,2012-02-09,54,0,10,38,0,8,28,0,6,0,0,2,0,0,2,0,0,2,0,0,1,2,0,1,2,0,1
2011020811,2012-02-11,49,0,7,43,0,6,35,0,4,6,0,2,6,0,2,5,0,2,3,0,0,4,0,1,4,0,1
2011020844,2012-02-14,41,0,1,34,0,1,23,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011020863,2012-02-17,53,0,4,43,0,3,31,0,2,2,0,0,2,0,0,1,0,0,4,0,0,1,0,1,1,0,1
2011020882,2012-02-19,42,1,15,31,1,13,23,1,8,0,0,1,0,0,1,0,0,0,7,0,0,1,0,0,1,0,0
2011020892,2012-02-21,69,0,11,55,0,11,44,0,11,4,0,1,4,0,1,3,0,1,7,0,0,4,0,3,4,0,3
2011020904,2012-02-23,46,2,8,27,1,7,18,1,6,1,0,2,1,0,2,1,0,2,5,0,1,0,0,1,0,0,1
2011020934,2012-02-27,42,0,7,31,0,4,21,0,4,3,0,2,2,0,2,2,0,2,4,0,0,2,0,1,2,0,1
2011020954,2012-03-01,47,0,14,35,0,10,27,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2011020982,2012-03-05,44,2,6,28,2,3,20,2,2,1,0,0,1,0,0,1,0,0,3,0,1,3,0,0,3,0,0
2011021009,2012-03-08,70,1,9,52,1,7,38,1,6,2,1,0,2,0,0,2,0,0,6,0,0,4,0,1,4,0,1
2011021013,2012-03-09,46,1,5,34,1,4,24,0,3,2,0,3,2,0,3,2,0,3,4,0,0,5,0,1,5,0,1
2011021048,2012-03-14,51,1,0,40,1,0,29,1,0,2,0,0,2,0,0,1,0,0,4,0,0,2,0,0,2,0,0
2011021061,2012-03-16,39,2,6,25,2,5,18,1,3,1,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
2011021081,2012-03-18,38,4,12,33,4,9,25,3,7,2,1,1,2,0,1,1,0,1,4,1,1,2,0,0,2,0,0
2011021090,2012-03-20,26,1,16,20,1,10,16,0,8,4,0,1,4,0,1,3,0,1,0,0,0,2,0,2,2,0,2
2011021112,2012-03-23,45,1,5,34,1,3,21,0,2,3,0,0,3,0,0,3,0,0,3,0,0,1,0,0,1,0,0
2011021124,2012-03-24,52,0,6,42,0,4,25,0,2,2,0,0,2,0,0,2,0,0,3,0,0,6,0,0,6,0,0
2011021136,2012-03-26,51,3,4,40,2,3,31,2,1,5,0,0,5,0,0,4,0,0,7,0,0,3,0,0,3,0,0
2011021148,2012-03-28,31,3,14,24,2,10,19,2,7,1,1,2,1,1,2,1,0,2,2,0,3,2,0,1,2,0,1
2011021174,2012-03-31,57,0,13,40,0,12,31,0,8,2,0,1,1,0,1,0,0,1,6,0,1,5,0,2,5,0,2
2011021194,2012-04-03,58,0,6,44,0,5,33,0,5,3,0,1,3,0,1,2,0,1,0,0,0,2,0,1,2,0,1
