gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2017020012,2017-10-05,42,3,18,34,3,15,24,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,0,1
2017020030,2017-10-07,44,3,5,32,2,4,23,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,0,0,5,0,0
2017020050,2017-10-11,41,2,10,33,2,9,26,2,9,3,0,1,3,0,1,3,0,1,0,0,2,0,0,0,4,0,2,2,0,2,2,0,2
2017020075,2017-10-14,38,0,10,28,0,8,18,0,7,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,7,0,0,2,0,1,2,0,1
2017020094,2017-10-18,54,1,17,40,1,13,28,1,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,0,1,10,0,1,10,0,1
2017020117,2017-10-21,63,1,6,42,1,4,31,1,4,3,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,1,5,0,0,5,0,0
2017020123,2017-10-23,37,1,20,30,1,14,22,0,11,2,0,1,2,0,1,2,0,1,0,0,0,2,0,0,2,0,1,1,0,3,1,0,3
2017020142,2017-10-26,54,2,17,40,2,12,28,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,1,2,4,1,2
2017020156,2017-10-28,53,0,5,45,0,3,29,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2017020175,2017-10-30,50,1,8,38,1,6,25,0,4,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,5,0,0,3,0,1,3,0,1
2017020197,2017-11-02,57,3,13,40,3,11,26,3,7,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,6,0,0,7,0,1,8,0,1
