gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2021020017,2021-10-15,39,1,10,27,1,8,19,1,7,1,0,2,1,0,2,1,0,2,3,0,1,0,0,1,0,0,1
2021020043,2021-10-19,44,0,16,32,0,11,22,0,7,1,0,1,1,0,1,1,0,1,5,0,1,4,0,1,4,0,1
2021020119,2021-10-30,42,0,14,32,0,11,27,0,8,2,0,0,2,0,0,2,0,0,1,0,0,4,0,0,4,0,0
2021020142,2021-11-02,43,4,10,28,4,7,17,4,6,1,1,2,1,1,2,0,0,2,2,1,0,1,0,0,1,0,0
2021020173,2021-11-06,48,5,7,31,4,4,20,3,4,1,0,1,1,0,1,1,0,1,1,0,0,2,0,0,2,0,0
2021020215,2021-11-13,47,2,5,40,2,4,29,2,4,3,0,1,3,0,1,3,0,1,3,1,0,6,0,0,6,0,0
2021020226,2021-11-14,17,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
2021020251,2021-11-18,23,1,1,16,1,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2021020312,2021-11-26,47,0,4,40,0,4,28,0,2,3,0,0,3,0,0,3,0,0,1,0,0,0,0,1,0,0,1
2021020363,2021-12-03,37,1,9,31,1,8,26,0,6,5,0,1,5,0,1,4,0,1,5,0,0,1,0,1,1,0,1
