gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2016020007,2016-10-13,64,0,4,51,0,2,39,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0
2016020021,2016-10-15,54,0,6,41,0,6,31,0,5,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0
2016020034,2016-10-17,40,2,15,26,2,11,22,1,8,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,1,0,0,3,0,4,3,0,4
2016020040,2016-10-18,43,3,6,34,2,6,25,2,5,3,0,1,3,0,1,1,0,1,0,0,0,0,0,0,5,0,0,2,0,0,2,0,0
2016020053,2016-10-20,48,2,12,36,2,9,28,1,5,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2016020073,2016-10-22,35,0,7,24,0,5,19,0,4,4,0,1,4,0,1,3,0,1,0,0,0,2,0,0,3,0,1,3,0,1,3,0,1
2016020086,2016-10-25,42,0,11,22,0,11,15,0,7,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,3,0,1,3,0,1
2016020100,2016-10-27,42,1,18,30,1,14,24,1,12,1,0,1,1,0,1,1,0,1,0,0,2,2,0,0,2,0,2,4,0,3,4,0,3
2016020117,2016-10-29,80,3,9,55,3,9,32,3,7,3,0,1,2,0,1,2,0,1,0,0,0,0,0,0,5,0,2,7,0,1,8,0,1
2016020156,2016-11-03,41,2,7,32,2,4,25,1,1,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2016020197,2016-11-10,58,0,16,41,0,10,36,0,7,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,4,0,0,7,0,2,7,0,2
2016020243,2016-11-16,29,2,15,20,2,11,16,2,7,3,0,2,3,0,2,2,0,2,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1
2016020263,2016-11-19,39,0,13,30,0,9,24,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0
2016020277,2016-11-21,43,1,5,37,1,5,30,1,4,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0
2016020303,2016-11-25,45,3,12,29,3,9,24,3,9,3,0,3,2,0,3,1,0,3,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
