gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2023021180,2024-03-31,45,1,7,34,0,4,19,0,3,2,0,0,2,0,0,2,0,0,3,0,1,8,0,0,7,0,1
2023021200,2024-04-03,45,1,8,29,1,6,15,0,6,0,0,1,0,0,1,0,0,1,7,1,1,7,0,0,6,0,0
2023021238,2024-04-08,45,0,7,27,0,7,18,0,5,1,0,2,1,0,2,0,0,2,4,0,0,2,0,0,2,0,0
2023021254,2024-04-10,31,1,6,25,1,4,14,1,3,4,0,0,4,0,0,3,0,0,1,1,0,1,0,0,1,0,0
2023030174,2024-04-28,52,1,0,40,1,0,29,1,0,3,0,0,3,0,0,2,0,0,6,0,0,3,0,0,3,0,0
2023030175,2024-04-30,48,2,7,30,2,4,20,1,1,1,0,1,1,0,1,1,0,1,1,0,1,3,0,0,3,0,0
2023030176,2024-05-03,52,0,13,41,0,8,23,0,5,0,0,0,0,0,0,0,0,0,2,0,0,5,0,3,5,0,3
2023030241,2024-05-08,41,1,2,28,1,2,15,1,2,3,0,1,3,0,1,2,0,1,2,0,0,2,0,0,2,0,0
2023030242,2024-05-10,62,0,10,44,0,8,27,0,4,3,0,1,3,0,1,3,0,1,1,0,0,7,0,2,7,0,2
2023030243,2024-05-12,71,0,16,49,0,12,34,0,11,1,0,2,1,0,2,1,0,2,8,0,1,7,0,5,7,0,5
2023030244,2024-05-14,50,2,8,34,2,8,24,1,5,2,0,1,2,0,1,1,0,1,5,1,0,2,0,1,2,0,1
2023030245,2024-05-16,47,1,9,32,1,6,20,0,3,2,0,0,2,0,0,2,0,0,7,0,0,3,0,0,3,0,0
2023030246,2024-05-18,54,0,9,39,0,6,24,0,3,5,0,0,5,0,0,4,0,0,4,0,0,6,0,0,6,0,0
2023030247,2024-05-20,32,2,11,25,2,8,19,2,8,2,0,1,2,0,1,2,0,1,1,0,0,4,0,2,4,0,2
