gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2017020011,2017-10-05,47,4,10,32,4,7,21,4,5,2,0,2,2,0,2,2,0,2,3,0,0,3,1,1,3,1,1
2017020029,2017-10-07,40,2,16,31,1,11,28,1,8,3,0,0,3,0,0,3,0,0,3,0,0,1,0,2,1,0,2
2017020038,2017-10-09,54,1,8,40,1,5,23,1,5,1,0,1,1,0,1,1,0,1,3,0,1,1,0,0,1,0,0
2017020049,2017-10-11,55,0,20,39,0,14,28,0,13,2,0,0,2,0,0,2,0,0,5,0,1,4,0,0,4,0,0
2017020060,2017-10-13,19,0,16,11,0,14,8,0,10,0,0,1,0,0,1,0,0,1,0,0,0,2,0,1,2,0,1
2017020078,2017-10-15,42,2,9,33,2,4,27,1,2,2,0,0,2,0,0,1,0,0,1,0,0,1,0,1,1,0,1
2017020109,2017-10-20,54,2,24,47,2,19,35,2,14,1,0,1,1,0,1,1,0,1,3,0,0,5,0,6,5,0,6
2017020127,2017-10-24,36,2,19,28,2,16,21,2,10,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,2,0,3
2017020145,2017-10-26,21,1,4,19,1,4,12,1,4,4,1,1,4,1,1,4,0,0,3,1,0,1,0,0,1,0,0
2017020159,2017-10-28,48,0,14,36,0,11,24,0,8,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,2,0,1
2017020184,2017-11-01,48,1,5,33,1,5,24,1,4,3,0,0,3,0,0,1,0,0,5,0,0,2,0,0,2,0,0
2017020199,2017-11-03,47,2,11,35,1,11,21,1,7,3,0,1,3,0,1,3,0,1,7,0,0,0,0,0,0,0,0
2017020231,2017-11-07,36,6,10,29,6,8,21,5,7,2,0,1,2,0,1,2,0,1,6,2,3,2,0,0,2,0,0
2017020263,2017-11-12,65,0,10,48,0,9,33,0,4,1,0,1,1,0,1,1,0,1,4,0,0,7,0,2,7,0,2
2017020277,2017-11-15,68,0,3,57,0,2,41,0,1,2,0,0,2,0,0,2,0,0,5,0,0,7,0,0,7,0,0
2017020309,2017-11-19,62,2,24,51,1,18,39,1,12,1,0,1,1,0,1,1,0,1,8,0,2,6,0,2,6,0,2
2017020332,2017-11-22,69,0,7,55,0,6,43,0,6,3,0,1,3,0,1,3,0,1,3,0,0,4,0,0,4,0,0
2017020337,2017-11-24,54,0,6,42,0,6,30,0,5,1,0,2,1,0,2,1,0,2,1,0,0,4,0,0,4,0,0
2017020366,2017-11-27,35,0,6,23,0,4,18,0,4,3,0,1,3,0,1,3,0,1,3,0,1,2,0,0,2,0,0
2017020379,2017-11-29,40,8,23,27,7,16,19,7,13,2,0,0,2,0,0,2,0,0,1,0,0,1,0,1,1,0,1
2017020391,2017-12-01,40,2,9,33,2,7,24,1,5,2,0,1,2,0,1,2,0,1,0,0,0,1,0,0,1,0,0
2017020424,2017-12-05,60,2,13,44,1,12,34,0,9,3,0,0,3,0,0,3,0,0,0,0,0,3,0,4,3,0,4
2017020443,2017-12-08,54,0,7,42,0,7,27,0,4,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
2017020465,2017-12-11,56,0,11,38,0,10,23,0,7,2,0,0,2,0,0,2,0,0,6,0,0,6,0,1,6,0,1
2017020483,2017-12-14,45,0,12,31,0,7,24,0,6,1,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0
2017020502,2017-12-16,68,0,0,45,0,0,27,0,0,3,0,0,3,0,0,1,0,0,4,0,0,7,0,0,7,0,0
2017020519,2017-12-19,46,0,3,40,0,3,30,0,2,4,0,0,4,0,0,3,0,0,4,0,0,2,0,0,2,0,0
2017020549,2017-12-23,47,3,6,35,3,5,24,1,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
2017020568,2017-12-27,41,0,14,31,0,11,21,0,6,3,0,0,3,0,0,1,0,0,4,0,1,1,0,2,1,0,2
2017020586,2017-12-29,51,1,6,31,1,5,18,1,4,1,0,0,1,0,0,1,0,0,1,0,0,4,0,0,4,0,0
2017020598,2017-12-31,52,0,8,32,0,6,20,0,5,0,0,2,0,0,2,0,0,0,2,0,2,3,0,0,3,0,0
2017020626,2018-01-04,54,0,14,37,0,14,26,0,8,1,0,0,1,0,0,1,0,0,6,0,0,2,0,1,2,0,1
2017020640,2018-01-06,53,0,12,38,0,9,26,0,5,3,0,0,3,0,0,2,0,0,4,0,1,0,0,0,0,0,0
2017020677,2018-01-13,48,1,7,33,1,3,21,1,3,2,0,0,2,0,0,2,0,0,4,0,0,2,0,1,2,0,1
2017020694,2018-01-17,53,0,10,39,0,7,29,0,4,1,0,2,1,0,2,1,0,2,3,0,0,3,0,1,3,0,1
2017020707,2018-01-19,63,0,2,41,0,0,24,0,0,1,0,0,1,0,0,1,0,0,5,0,0,6,0,0,6,0,0
2017020724,2018-01-21,32,0,15,24,0,9,15,0,7,3,0,2,3,0,2,2,0,2,5,0,0,1,0,1,1,0,1
2017020742,2018-01-23,44,5,7,41,5,6,36,3,5,1,1,1,1,1,1,1,0,1,2,1,0,1,0,0,1,0,0
2017020759,2018-01-25,37,2,10,31,2,9,18,1,8,3,0,0,1,0,0,0,0,0,5,0,0,3,0,2,3,0,2
2017020761,2018-01-30,43,1,7,30,0,6,21,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2017020842,2018-02-09,54,1,8,40,1,8,25,1,6,2,0,0,1,0,0,1,0,0,4,0,0,6,0,0,6,0,0
2017020860,2018-02-11,59,1,5,50,1,5,35,1,3,2,0,0,2,0,0,2,0,0,3,0,0,2,0,0,2,0,0
2017020870,2018-02-13,38,1,3,27,1,0,15,1,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
2017020886,2018-02-15,60,3,19,40,2,11,34,1,9,1,0,1,1,0,1,0,0,1,3,0,1,1,0,0,1,0,0
2017020896,2018-02-17,56,0,10,43,0,9,33,0,5,2,0,0,1,0,0,0,0,0,4,0,0,4,0,0,4,0,0
2017020917,2018-02-19,33,0,2,17,0,1,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017020999,2018-03-02,49,1,13,41,1,12,27,1,8,2,0,0,2,0,0,1,0,0,1,0,0,6,0,0,6,0,0
2017021010,2018-03-04,73,2,6,56,2,6,35,2,3,3,0,0,3,0,0,2,0,0,7,0,0,7,0,0,7,0,0
2017021028,2018-03-06,68,0,11,46,0,10,32,0,4,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,5,0,0
2017021039,2018-03-08,44,2,3,38,2,2,26,2,0,3,1,0,3,1,0,3,1,0,6,2,0,1,1,0,1,1,0
2017021068,2018-03-12,39,2,3,29,2,2,21,1,1,4,0,0,4,0,0,3,0,0,3,0,0,2,0,0,2,0,0
2017021082,2018-03-14,49,3,2,39,3,1,30,1,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0
2017021096,2018-03-16,42,0,20,33,0,16,21,0,9,2,0,0,2,0,0,2,0,0,1,0,0,6,0,1,5,0,2
2017021115,2018-03-18,29,1,9,20,1,5,14,0,3,1,0,1,1,0,1,1,0,1,1,0,0,2,0,0,2,0,0
2017021135,2018-03-21,58,0,3,45,0,3,29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2017021149,2018-03-23,79,1,3,55,1,3,39,1,2,3,0,0,3,0,0,2,0,0,4,0,1,5,0,0,5,0,0
2017021167,2018-03-25,47,2,6,40,2,5,28,0,4,3,0,1,3,0,1,2,0,1,4,0,0,6,0,0,6,0,0
2017021185,2018-03-27,48,1,2,40,1,2,27,1,1,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0
2017021204,2018-03-30,51,0,0,39,0,0,29,0,0,1,0,0,1,0,0,1,0,0,5,0,0,2,0,0,2,0,0
2017021222,2018-04-01,17,0,3,12,0,1,10,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2017030181,2018-04-12,46,1,23,36,1,20,23,1,10,2,0,1,2,0,1,1,0,1,4,0,0,4,0,2,4,0,2
2017030182,2018-04-14,51,2,15,40,2,11,25,2,8,2,0,1,2,0,1,2,0,1,4,0,0,3,0,3,3,0,3
2017030183,2018-04-16,32,0,10,23,0,9,16,0,8,4,0,1,4,0,1,1,0,1,4,0,0,0,0,1,0,0,1
2017030184,2018-04-18,41,1,9,27,1,6,20,1,3,2,0,0,2,0,0,1,0,0,1,0,1,6,0,1,6,0,1
