gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2024020035,2024-10-12,44,1,14,32,1,8,25,1,5,3,0,2,3,0,2,3,0,2,6,0,0,4,0,3,4,0,3
2024020071,2024-10-17,43,0,11,29,0,8,18,0,6,4,0,1,4,0,1,4,0,1,1,0,0,5,0,1,5,0,1
2024020108,2024-10-23,41,0,10,33,0,6,18,0,5,4,0,0,4,0,0,4,0,0,3,0,0,4,0,3,4,0,3
2024020210,2024-11-07,55,0,3,37,0,2,22,0,1,1,0,0,1,0,0,1,0,0,5,0,0,6,0,0,5,0,0
2024020258,2024-11-14,68,2,11,41,2,7,29,2,6,2,0,2,2,0,2,2,0,2,5,0,0,4,0,0,4,0,0
2024020278,2024-11-16,61,0,2,37,0,1,24,0,1,1,0,1,1,0,1,1,0,1,2,0,0,3,0,0,3,0,0
2024020302,2024-11-20,80,1,1,58,1,1,36,0,1,4,0,0,3,0,0,2,0,0,8,0,0,12,0,0,12,0,0
2024020338,2024-11-25,50,1,1,35,1,1,28,1,1,3,0,1,3,0,1,1,0,1,3,0,0,6,0,0,6,0,0
2024020362,2024-11-29,51,0,0,30,0,0,23,0,0,1,0,0,1,0,0,1,0,0,5,0,0,2,0,0,2,0,0
2024020414,2024-12-05,21,0,0,9,0,0,7,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2024020635,2025-01-05,45,2,3,34,1,2,24,1,0,3,0,0,3,0,0,3,0,0,4,0,0,5,1,0,5,1,1
2024020644,2025-01-07,43,0,5,27,0,3,16,0,1,2,0,1,2,0,1,2,0,1,2,0,1,6,0,0,5,0,0
2024020698,2025-01-14,49,1,3,37,1,1,26,1,1,2,0,0,1,0,0,1,0,0,5,0,0,5,0,0,5,0,0
2024020772,2025-01-24,46,2,7,35,1,7,22,1,4,3,0,0,3,0,0,3,0,0,2,0,0,6,0,0,7,0,0
2024020809,2025-01-29,26,0,0,14,0,0,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0,4,0,0
2024020816,2025-01-30,40,3,4,32,3,3,24,3,1,3,0,0,3,0,0,3,0,0,3,1,0,3,0,0,3,0,0
2024020864,2025-02-06,34,0,4,23,0,3,16,0,2,4,0,0,4,0,0,3,0,0,2,0,1,0,0,0,0,0,0
2024020956,2025-03-01,62,2,9,44,1,6,28,0,2,1,0,0,1,0,0,1,0,0,8,0,0,4,1,1,4,1,1
2024020977,2025-03-04,46,1,3,36,1,2,25,1,2,1,0,1,1,0,1,1,0,1,3,0,1,3,0,2,3,0,2
2024021013,2025-03-09,47,1,0,32,1,0,22,0,0,2,0,0,2,0,0,2,0,0,4,0,0,5,0,0,5,0,0
2024021027,2025-03-11,39,2,1,27,2,1,21,2,0,4,0,0,3,0,0,3,0,0,4,0,0,2,0,0,2,0,0
2024021074,2025-03-17,42,5,7,35,5,4,19,2,1,1,0,0,0,0,0,0,0,0,2,0,0,3,0,2,3,0,2
2024021105,2025-03-22,9,1,0,3,1,0,2,1,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0
2024021118,2025-03-23,41,0,13,26,0,10,22,0,7,5,0,2,4,0,2,4,0,2,1,0,0,2,0,1,2,0,1
2024021179,2025-03-31,60,0,4,37,0,3,26,0,3,1,0,0,1,0,0,1,0,0,6,0,0,1,0,0,1,0,0
2024021276,2025-04-13,59,1,7,37,1,2,23,1,1,3,0,1,3,0,1,3,0,1,3,0,0,5,0,1,5,0,1
