gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2015020010,2015-10-08,52,0,14,38,0,10,30,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
2015020027,2015-10-10,42,3,12,29,3,8,20,3,5,4,0,2,4,0,2,4,0,2,0,0,1,1,0,1,1,0,1
2015020082,2015-10-20,42,2,15,33,1,13,24,0,11,1,0,0,1,0,0,1,0,0,1,0,0,4,0,3,4,0,3
2015020093,2015-10-22,44,2,14,31,2,7,26,2,6,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
2015020113,2015-10-24,40,0,6,32,0,5,16,0,3,3,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0
2015020132,2015-10-27,38,0,9,23,0,6,15,0,5,2,0,1,2,0,1,2,0,1,4,0,1,1,0,1,1,0,1
2015020143,2015-10-29,56,0,4,42,0,3,30,0,2,2,0,1,1,0,1,1,0,1,4,0,0,3,0,0,3,0,0
2015020155,2015-10-31,31,4,11,26,4,10,20,4,5,0,1,2,0,1,2,0,0,2,1,2,0,1,1,0,1,1,0
2015020169,2015-11-02,38,0,16,33,0,14,20,0,6,2,0,2,2,0,2,2,0,2,2,0,0,4,0,2,4,0,2
2015020225,2015-11-10,51,1,3,44,1,2,29,0,1,2,0,1,2,0,1,2,0,1,2,0,0,4,0,0,4,0,0
2015020268,2015-11-17,44,0,8,31,0,7,21,0,4,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2015020301,2015-11-21,41,1,7,33,1,3,20,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2015020315,2015-11-24,28,1,6,19,1,5,13,1,2,4,1,0,2,1,0,1,0,0,4,0,0,1,0,0,1,0,0
2015020340,2015-11-27,53,0,15,40,0,13,29,0,7,1,0,1,1,0,1,0,0,1,4,0,0,1,0,0,1,0,0
2015020349,2015-11-28,47,0,0,39,0,0,26,0,0,3,0,0,3,0,0,2,0,0,1,0,0,6,0,0,6,0,0
2015020366,2015-12-01,63,1,8,48,1,6,27,0,5,3,0,0,2,0,0,2,0,0,5,0,0,9,0,2,9,0,2
2015020386,2015-12-04,37,0,10,26,0,7,21,0,3,2,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0
2015020415,2015-12-08,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015020431,2015-12-11,39,1,6,27,1,4,18,1,1,0,0,1,0,0,1,0,0,1,2,0,1,3,0,0,3,0,0
