gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2025020008,2025-10-09,45,0,5,32,0,2,22,0,2,3,0,0,3,0,0,3,0,0,2,0,1,2,0,0,2,0,0
2025020040,2025-10-13,46,2,2,35,2,2,19,2,2,4,0,0,4,0,0,4,0,0,1,0,0,8,0,0,8,0,0
2025020092,2025-10-19,49,0,6,33,0,5,23,0,4,2,0,1,2,0,1,1,0,1,2,0,0,10,0,0,10,0,0
2025020111,2025-10-23,52,0,9,38,0,8,23,0,6,5,0,1,5,0,1,5,0,1,2,0,0,5,0,0,5,0,0
2025020154,2025-10-28,41,2,19,28,2,16,21,2,12,2,0,0,2,0,0,1,0,0,5,0,0,4,0,2,4,0,2
2025020167,2025-10-30,52,0,17,46,0,15,29,0,11,2,0,1,2,0,1,1,0,1,3,0,1,7,0,3,7,0,3
2025020218,2025-11-06,41,3,5,27,3,3,17,3,2,2,0,0,2,0,0,2,0,0,3,0,0,3,2,1,2,2,1
2025020271,2025-11-13,43,0,4,24,0,4,17,0,4,3,0,1,3,0,1,3,0,1,5,0,0,2,0,0,3,0,0
2025020318,2025-11-19,61,0,7,39,0,6,28,0,5,3,0,1,3,0,1,3,0,1,6,0,0,8,0,0,8,0,0
2025020376,2025-11-28,51,2,7,42,1,7,29,0,7,3,0,2,3,0,2,2,0,2,7,0,0,7,0,1,7,0,1
2025020412,2025-12-02,9,0,4,7,0,3,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
2025020426,2025-12-04,68,0,2,56,0,2,39,0,0,2,0,0,2,0,0,1,0,0,9,0,0,9,0,0,9,0,0
2025020489,2025-12-11,50,2,6,32,2,6,22,2,5,2,0,1,2,0,1,2,0,1,6,0,0,11,0,1,12,0,1
2025020564,2025-12-21,23,2,6,19,2,4,13,2,2,4,0,1,4,0,1,4,0,1,2,0,0,4,0,0,4,0,0
2025020589,2025-12-27,47,0,6,37,0,4,31,0,2,3,0,0,3,0,0,3,0,0,5,0,0,3,0,1,3,0,2
2025020682,2026-01-08,47,4,6,32,4,3,24,3,2,1,0,0,1,0,0,1,0,0,5,2,0,2,0,1,2,0,1
2025020712,2026-01-11,60,0,2,42,0,1,26,0,1,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,7,0,0
2025020763,2026-01-17,54,0,2,41,0,1,23,0,1,2,0,0,2,0,0,1,0,0,3,0,0,8,0,0,8,0,0
2025020783,2026-01-20,7,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025020794,2026-01-22,52,0,15,33,0,12,23,0,10,2,0,1,2,0,1,2,0,1,3,0,0,5,0,3,5,0,3
2025020826,2026-01-26,41,1,15,29,0,14,20,0,8,4,0,0,4,0,0,4,0,0,7,0,0,5,0,1,5,0,1
2025020893,2026-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025020918,2026-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025020979,2026-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
