gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2024020091,2024-10-21,20,1,8,16,1,6,10,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2024020094,2024-10-22,53,0,10,36,0,6,29,0,6,3,0,2,3,0,2,1,0,2,2,0,0,0,0,0,3,0,0,5,0,1,5,0,1
2024020186,2024-11-03,41,0,6,36,0,5,27,0,5,4,0,1,4,0,1,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2024020311,2024-11-21,87,1,4,53,1,2,40,1,2,5,1,1,5,1,1,5,1,1,0,0,0,0,0,0,4,0,0,12,0,1,12,0,1
2024020369,2024-11-29,52,3,5,38,3,3,26,3,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,3,0,0,3,0,0
2024020488,2024-12-14,46,2,5,29,2,4,17,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,9,0,1,9,0,1
2024020549,2024-12-23,53,1,22,41,1,14,26,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,3,7,0,3
2024020580,2024-12-29,56,2,5,44,2,3,33,1,2,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,0,5,0,0
2024020636,2025-01-05,43,1,2,32,1,2,23,1,1,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,1,0,4,0,0,4,0,0
2024020686,2025-01-12,61,0,12,48,0,10,27,0,6,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,7,0,0,4,0,3,4,0,3
2024020744,2025-01-20,46,0,4,38,0,3,25,0,2,3,0,1,3,0,1,3,0,1,0,0,0,0,0,0,2,0,0,2,0,1,2,0,1
2024020773,2025-01-24,39,0,2,29,0,0,14,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
2024020801,2025-01-28,39,1,4,28,1,3,17,1,2,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
2024020976,2025-03-04,58,3,11,38,2,7,27,1,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,13,0,3,13,0,3
2024021043,2025-03-13,49,1,9,39,1,8,25,1,3,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,1
2024021160,2025-03-29,61,0,11,49,0,11,30,0,8,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,13,0,3,13,0,3
2024021215,2025-04-05,52,2,10,39,2,9,29,2,7,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,3,0,1,4,0,1,4,0,1
2024021280,2025-04-13,50,0,3,39,0,2,23,0,2,3,0,1,3,0,1,1,0,1,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0
2024021310,2025-04-17,43,3,0,32,3,0,20,2,0,3,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
