gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2012020085,2013-01-29,3,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012020115,2013-02-02,42,0,24,30,0,17,21,0,13,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,1,0,2
2012020190,2013-02-13,36,0,5,31,0,4,19,0,3,4,0,2,4,0,2,4,0,2,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
2012020203,2013-02-15,35,1,2,27,1,0,20,1,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2012020215,2013-02-17,39,0,11,30,0,11,20,0,6,3,0,1,3,0,1,3,0,1,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0
2012020277,2013-02-26,28,0,2,22,0,2,19,0,1,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
2012020415,2013-03-16,24,0,10,21,0,8,12,0,5,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,7,0,0,2,0,0,2,0,0
2012020504,2013-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012020590,2013-04-09,41,5,11,29,2,9,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,3,0,0
2012020607,2013-04-12,39,2,14,28,0,9,24,0,4,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
2012020618,2013-04-13,71,1,11,44,1,8,26,1,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,4,0,1,4,0,1
2012020627,2013-04-15,44,1,10,30,1,8,21,1,5,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0
2012020717,2013-04-27,62,2,10,49,2,8,31,1,5,2,1,0,2,1,0,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0
