gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2013020016,2013-10-04,49,1,5,38,1,2,28,1,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
2013020024,2013-10-05,55,0,6,36,0,4,27,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0
2013020038,2013-10-08,54,1,1,48,1,0,33,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0
2013020071,2013-10-12,53,2,5,38,2,3,26,2,3,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013020083,2013-10-15,56,0,10,41,0,9,26,0,8,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,5,0,0,1,0,1,1,0,1
2013020098,2013-10-17,30,4,14,23,3,9,18,3,8,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0
2013020117,2013-10-19,42,1,5,30,1,4,19,1,3,3,0,1,3,0,1,3,0,1,0,0,0,0,0,0,2,1,0,3,0,0,3,0,0
2013020130,2013-10-22,63,0,9,46,0,6,31,0,2,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0
2013020149,2013-10-25,46,0,19,37,0,15,31,0,11,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,1,5,0,1,5,0,1
2013020176,2013-10-29,30,1,15,22,1,14,15,0,9,1,0,2,1,0,2,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2013020194,2013-11-01,55,1,3,33,1,3,29,1,1,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0
2013020218,2013-11-05,51,3,12,38,3,10,29,2,8,2,0,4,1,0,4,1,0,3,0,0,0,0,0,0,3,0,0,4,0,1,4,0,1
2013020250,2013-11-09,42,0,10,30,0,9,24,0,4,2,0,2,2,0,2,1,0,2,0,0,0,2,0,0,0,0,0,4,0,0,4,0,0
2013020297,2013-11-16,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013020493,2013-12-14,51,0,5,37,0,1,24,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0
2013020512,2013-12-17,71,1,1,45,1,0,35,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0
2013020535,2013-12-20,34,0,22,22,0,14,15,0,9,1,0,2,1,0,2,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2013020544,2013-12-21,56,0,5,35,0,3,29,0,1,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
2013020558,2013-12-23,45,0,2,35,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,3,0,0
2013020580,2013-12-28,47,0,1,32,0,1,24,0,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2,0,0
2013020602,2013-12-31,47,4,8,36,4,7,29,4,5,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,3,1,0,4,0,1,4,0,1
2013020613,2014-01-02,61,1,1,46,0,1,38,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0
2013020632,2014-01-04,57,0,6,41,0,2,28,0,2,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,1,2,0,1
2013020643,2014-01-06,6,0,4,6,0,2,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2013020789,2014-01-27,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
