gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2019020036,2019-10-08,18,0,10,13,0,8,12,0,8,1,0,0,1,0,0,1,0,0,3,0,0,2,0,1,2,0,1
2019020067,2019-10-12,50,2,2,35,2,1,26,2,0,2,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0
2019020121,2019-10-19,58,0,10,42,0,4,24,0,3,1,0,1,1,0,1,1,0,1,1,0,0,6,0,0,6,0,0
2019020178,2019-10-28,37,5,10,29,2,7,22,2,6,3,0,2,3,0,2,2,0,1,1,0,2,2,0,0,1,1,0
2019020263,2019-11-10,42,0,12,35,0,10,27,0,7,3,0,2,2,0,2,2,0,2,2,0,0,2,0,0,2,0,0
2019020272,2019-11-12,18,1,9,14,0,9,11,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2
2019020362,2019-11-24,40,2,2,32,2,2,23,2,1,5,0,0,5,0,0,4,0,0,1,0,0,2,0,0,2,0,0
2019020729,2020-01-16,29,19,1,22,14,0,16,10,0,0,3,0,0,3,0,0,3,0,1,1,0,1,1,0,1,1,0
2019020830,2020-02-06,16,0,0,15,0,0,10,0,0,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,1,0,0
2019020868,2020-02-11,47,1,3,36,1,3,25,0,3,2,0,1,2,0,1,1,0,1,3,0,0,2,0,0,2,0,0
2019020883,2020-02-13,22,1,1,20,1,1,17,1,1,2,0,1,2,0,1,1,0,1,3,0,0,1,0,0,1,0,0
2019020898,2020-02-15,35,7,6,29,7,6,21,4,4,3,1,0,2,1,0,1,1,0,1,0,0,1,1,0,2,0,0
2019020957,2020-02-22,58,0,13,42,0,11,30,0,8,4,0,0,4,0,0,2,0,0,0,0,0,2,0,1,2,0,1
2019021012,2020-03-01,50,2,4,37,2,1,26,1,1,2,0,1,2,0,1,2,0,1,6,0,0,1,0,0,2,0,0
