gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2015020001,2015-10-07,49,1,3,40,1,3,27,1,0,2,0,0,2,0,0,1,0,0,6,0,0,3,0,0,3,0,0
2015020014,2015-10-09,14,0,2,11,0,2,8,0,1,2,0,1,2,0,1,2,0,1,0,0,0,0,0,1,0,0,1
2015020069,2015-10-17,43,1,11,34,1,8,26,1,6,2,0,0,1,0,0,1,0,0,2,0,0,2,0,1,2,0,1
2015020088,2015-10-21,40,1,20,28,0,14,24,0,11,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1
2015020108,2015-10-24,34,1,9,27,1,8,19,1,7,2,1,2,2,0,2,1,0,2,5,0,0,2,0,0,2,0,0
2015020146,2015-10-30,43,0,5,33,0,4,22,0,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2015020157,2015-10-31,40,3,10,29,3,10,21,3,8,2,1,1,2,1,1,2,0,1,3,0,0,0,0,1,0,0,1
2015020259,2015-11-15,48,0,2,43,0,1,30,0,0,4,0,0,4,0,0,3,0,0,5,0,0,3,0,0,3,0,0
2015020343,2015-11-28,43,0,8,37,0,6,19,0,4,2,0,2,1,0,2,1,0,2,3,0,0,1,0,1,1,0,1
2015020457,2015-12-15,48,0,7,39,0,5,24,0,3,5,0,0,4,0,0,2,0,0,0,0,0,2,0,0,2,0,0
2015020469,2015-12-17,43,0,0,38,0,0,29,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,1,0,0
2015020485,2015-12-19,58,0,6,44,0,4,25,0,1,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0
2015020505,2015-12-21,44,0,5,37,0,3,27,0,1,3,0,1,3,0,1,3,0,1,1,0,0,2,0,0,2,0,0
2015020515,2015-12-22,38,0,8,32,0,5,23,0,3,3,0,0,3,0,0,2,0,0,1,0,0,4,0,1,4,0,1
2015020528,2015-12-27,63,2,1,37,1,1,24,1,1,1,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0
2015020542,2015-12-29,25,0,3,19,0,2,14,0,1,6,0,0,6,0,0,4,0,0,6,0,0,0,0,0,0,0,0
2015020551,2015-12-30,51,3,15,36,3,12,29,2,10,1,0,1,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0
2015020570,2016-01-02,63,3,1,52,3,1,36,3,1,0,0,1,0,0,1,0,0,1,8,0,0,1,0,0,1,0,0
2015020600,2016-01-06,53,0,10,45,0,8,34,0,5,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,2,0,0
2015020619,2016-01-09,54,1,10,39,1,5,26,1,4,6,1,0,6,1,0,6,1,0,4,0,2,2,0,1,2,0,1
2015020662,2016-01-16,63,4,5,56,3,3,40,2,3,3,0,0,2,0,0,2,0,0,2,0,0,2,0,1,2,0,1
2015020740,2016-01-27,40,0,12,31,0,9,21,0,8,0,0,1,0,0,1,0,0,1,1,0,0,3,0,0,3,0,0
2015020780,2016-02-06,30,0,3,22,0,0,17,0,0,3,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0
2015020816,2016-02-11,34,0,16,24,0,13,23,0,11,3,0,1,3,0,1,3,0,1,3,0,0,1,0,0,1,0,0
2015020860,2016-02-18,27,4,5,20,3,3,14,3,2,2,0,1,2,0,1,2,0,1,1,1,0,2,0,0,2,0,0
2015020875,2016-02-20,21,0,0,16,0,0,13,0,0,3,0,0,3,0,0,3,0,0,4,0,0,1,0,0,1,0,0
2015020908,2016-02-25,40,7,9,34,4,8,23,3,5,1,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,1
2015020926,2016-02-27,50,2,12,36,1,7,30,1,5,4,0,0,4,0,0,4,0,0,6,0,0,6,0,1,6,0,1
2015020951,2016-03-02,36,1,9,26,1,5,19,1,3,2,0,1,2,0,1,2,0,1,1,1,1,2,0,1,2,0,1
2015020974,2016-03-05,57,0,0,43,0,0,31,0,0,3,0,0,2,0,0,1,0,0,6,0,0,1,0,0,1,0,0
2015021032,2016-03-13,54,1,5,44,1,3,34,1,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,4,0,1
2015021042,2016-03-15,58,1,12,39,1,8,21,1,5,1,0,0,1,0,0,0,0,0,3,0,0,3,0,2,3,0,2
2015021056,2016-03-17,51,1,10,41,1,6,25,0,5,1,0,1,0,0,0,0,0,0,4,0,0,3,0,1,3,0,1
2015021087,2016-03-21,38,1,8,27,1,6,18,1,6,1,1,0,1,1,0,1,0,0,0,0,0,1,0,3,1,0,3
2015021119,2016-03-26,51,0,4,39,0,3,29,0,3,1,0,1,1,0,1,1,0,1,9,0,0,1,0,1,1,0,1
2015021144,2016-03-29,44,0,6,40,0,6,30,0,4,2,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0
2015021185,2016-04-04,51,1,16,41,1,9,28,1,7,4,0,0,4,0,0,3,0,0,4,0,0,3,0,2,3,0,2
2015021205,2016-04-07,70,0,16,50,0,14,36,0,8,3,0,0,3,0,0,3,0,0,5,0,1,10,0,3,10,0,3
