gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2019020014,2019-10-04,39,4,3,30,3,2,22,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2019020070,2019-10-12,36,3,19,25,3,10,17,3,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1
2019020083,2019-10-14,42,0,6,29,0,3,19,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1
2019020093,2019-10-16,63,3,2,40,3,1,28,3,1,2,1,0,2,1,0,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2,0,0
2019020160,2019-10-25,51,2,12,36,2,10,25,2,7,3,1,1,2,1,1,2,0,1,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0
2019020218,2019-11-03,55,0,3,37,0,3,24,0,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,0,1,3,0,1
2019020270,2019-11-11,47,2,4,38,2,3,30,2,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,1,0,4,0,0,4,0,0
2019020296,2019-11-15,68,1,4,46,1,3,36,1,2,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0
2019020406,2019-11-30,47,0,2,34,0,2,25,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0
2019020437,2019-12-04,35,1,8,27,1,4,18,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
2019020507,2019-12-14,44,0,10,28,0,7,22,0,6,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
2019020549,2019-12-20,28,1,11,22,1,7,20,1,6,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
2019020571,2019-12-23,8,2,3,6,2,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2019020585,2019-12-27,39,1,5,31,1,5,22,1,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0
2019020639,2020-01-03,55,1,16,44,1,15,31,1,9,1,0,2,1,0,2,1,0,2,0,2,0,0,2,0,0,0,0,3,0,2,3,0,2
2019020667,2020-01-07,51,0,1,40,0,1,27,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,0,0
2019020712,2020-01-13,34,2,11,22,2,8,15,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2019020732,2020-01-16,44,7,9,36,5,6,25,4,5,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4,0,0,3,1,0,3,1,0
2019020743,2020-01-18,10,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2019020787,2020-01-31,50,3,6,33,2,2,26,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,0,1,5,0,1,5,0,1
2019020806,2020-02-02,29,3,17,25,3,11,23,3,7,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2,1,1,3,1,3,3,1,3
2019020849,2020-02-08,5,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2019020862,2020-02-10,24,1,3,18,1,3,17,1,2,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
2019020948,2020-02-22,40,1,13,31,1,10,21,1,7,1,0,2,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,3,0,2,3,0,2
2019020992,2020-02-27,48,2,4,35,2,4,27,2,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,0,0
2019021036,2020-03-05,48,2,13,37,2,9,29,2,8,4,0,2,4,0,2,3,0,2,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1
