gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2011020003,2011-10-06,59,0,7,44,0,5,33,0,3,3,0,0,2,0,0,2,0,0,5,0,0,3,0,0,3,0,0
2011020019,2011-10-08,36,4,7,23,3,5,16,2,2,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0
2011020032,2011-10-11,47,1,11,35,1,8,28,1,5,2,0,0,2,0,0,2,0,0,2,0,0,6,0,0,5,0,1
2011020053,2011-10-15,46,1,5,33,1,5,25,0,3,3,0,0,3,0,0,3,0,0,0,0,1,5,0,2,5,0,2
2011020066,2011-10-17,45,2,12,41,2,9,28,1,5,2,0,0,2,0,0,1,0,0,5,0,1,1,0,1,1,0,1
2011020082,2011-10-20,32,5,11,26,3,8,19,3,6,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
2011020101,2011-10-22,39,1,1,25,1,1,22,1,1,0,1,0,0,1,0,0,1,0,2,0,0,2,0,0,2,0,0
2011020114,2011-10-25,56,0,8,37,0,1,32,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0
2011020129,2011-10-27,35,2,7,24,1,5,13,1,5,2,0,0,2,0,0,2,0,0,1,1,0,4,0,0,4,0,0
2011020177,2011-11-03,66,0,7,52,0,4,33,0,4,3,0,0,3,0,0,3,0,0,4,0,0,1,0,2,1,0,2
2011020193,2011-11-05,42,2,11,36,2,7,22,1,3,2,0,0,2,0,0,2,0,0,6,0,0,0,0,1,0,1,1
2011020224,2011-11-11,43,2,2,33,2,2,17,2,1,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,2,0,0
2011020250,2011-11-15,39,1,3,27,1,2,24,1,2,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,2,0,0
